k1,k2,mu,lb,ub,pval
50,24,-0.023243,-0.064106,0.014511,0.30975
50,25,-1.7e-05,-0.030692,0.030647,0.5015
50,26,-0.048362,-0.08923,-0.009016,0.0885
50,27,0.007639,-0.021143,0.040296,0.59
50,28,-0.007217,-0.03871,0.023569,0.421
50,29,0.008283,-0.02063,0.038812,0.58725
50,30,0.047577,0.012708,0.083969,0.86825
50,31,-0.040656,-0.071638,-0.007574,0.15425
50,32,-0.022583,-0.06392,0.019322,0.284
50,33,-0.017088,-0.066121,0.029378,0.3405
50,34,0.026692,-0.017706,0.071784,0.726
50,35,-0.01661,-0.066809,0.036707,0.358
50,36,0.023491,-0.027498,0.077134,0.705
50,37,0.026605,-0.007922,0.063157,0.7445
50,38,-0.052597,-0.081651,-0.021755,0.087
50,39,0.061538,0.032962,0.088153,0.95975
50,40,-0.00081,-0.032676,0.03285,0.4985
50,41,0.025429,-0.035742,0.082603,0.7015
50,42,-0.015791,-0.083178,0.045011,0.385
50,43,0.015598,-0.079869,0.10474,0.58775
50,44,0.093727,-0.005271,0.177485,0.89875
50,45,-0.029552,-0.09192,0.044156,0.302
50,46,-0.080212,-0.138835,-0.022001,0.0655
50,47,-0.009351,-0.052261,0.031898,0.418
50,48,-0.096344,-0.13191,-0.059766,0.00625
50,49,0.001522,-0.02796,0.033133,0.52225
51,0,0.014402,-0.028753,0.059922,0.638
51,1,-0.008866,-0.045898,0.025112,0.40975
51,2,-0.033073,-0.067603,0.001641,0.20425
51,3,-0.021299,-0.059585,0.014312,0.31625
51,4,-0.015206,-0.052941,0.020806,0.3675
51,5,-0.087819,-0.12124,-0.055169,0.01225
51,6,-0.014987,-0.053963,0.027454,0.383
51,7,-0.076458,-0.119004,-0.033473,0.06025
51,8,0.016282,-0.027165,0.060437,0.675
51,9,-0.003734,-0.042865,0.0334,0.457
51,10,-0.030034,-0.067376,0.010014,0.22575
51,11,0.012651,-0.030319,0.061211,0.6015
51,12,0.031398,-0.00723,0.076206,0.74
51,13,0.043098,0.001332,0.085404,0.8035
51,14,0.001634,-0.049575,0.047824,0.50475
51,15,-0.026783,-0.083675,0.027398,0.32975
51,16,0.019092,-0.03032,0.072652,0.637
51,17,0.059492,0.004779,0.105022,0.849
51,18,0.010111,-0.02735,0.043447,0.6005
51,19,0.025973,-0.010053,0.060592,0.734
51,20,-0.020642,-0.076477,0.030745,0.34725
51,21,-0.026294,-0.077513,0.024874,0.30025
51,22,-0.016525,-0.062739,0.030769,0.3685
51,23,-0.021597,-0.060488,0.019779,0.3185
51,24,0.005092,-0.032592,0.046228,0.54575
51,25,0.004327,-0.023394,0.033693,0.542
51,26,-0.035089,-0.07247,0.002465,0.1565
51,27,-0.031641,-0.062285,-0.004245,0.17525
51,28,0.03487,0.005788,0.065957,0.84775
51,29,-0.044147,-0.073003,-0.014018,0.123
51,30,-0.001409,-0.036491,0.035405,0.50075
51,31,-0.038183,-0.070061,-0.005344,0.17875
51,32,-0.019138,-0.061229,0.022731,0.31425
51,33,0.020409,-0.032548,0.071852,0.681
51,34,-0.003573,-0.048366,0.043238,0.48725
51,35,-0.014345,-0.066691,0.041652,0.38875
51,36,-0.026078,-0.077962,0.027292,0.28775
51,37,0.085832,0.039106,0.129724,0.97075
51,38,-0.041678,-0.075454,-0.010284,0.14475
51,39,-0.001344,-0.027866,0.024823,0.48
51,40,0.053798,0.019489,0.085948,0.90275
51,41,0.01186,-0.066135,0.076383,0.58
51,42,0.034831,-0.050883,0.113948,0.69975
51,43,0.023252,-0.053061,0.096677,0.666
51,44,-0.013935,-0.086556,0.060452,0.4155
51,45,0.078912,0.02058,0.136446,0.9335
51,46,0.013139,-0.038969,0.065553,0.61025
51,47,-0.019427,-0.063789,0.023572,0.30475
51,48,-0.027293,-0.061085,0.006965,0.22975
51,49,-0.001081,-0.031598,0.029094,0.489
51,50,0.420013,0.362175,0.473516,1.0
