	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
theta[1,28]	0.87	0.0029	0.24	0.48	0.88	1.3	6440.0	2.9	1.0
theta[1,29]	0.77	0.0028	0.24	0.38	0.77	1.2	6898.0	3.2	1.0
theta[1,30]	-0.61	0.0049	0.37	-1.3	-0.59	-0.039	5863.0	2.7	1.0
theta[1,31]	0.84	0.0028	0.24	0.44	0.84	1.2	7283.0	3.3	1.0
theta[1,32]	-0.62	0.0051	0.39	-1.3	-0.6	-0.019	5961.0	2.7	1.0
theta[1,33]	-0.28	0.0042	0.32	-0.85	-0.26	0.21	5933.0	2.7	1.0
theta[1,34]	-0.56	0.0046	0.37	-1.2	-0.54	0.013	6629.0	3.0	1.0
theta[1,35]	1.3	0.003	0.24	0.95	1.3	1.7	6380.0	2.9	1.0
theta[1,36]	-0.63	0.0054	0.4	-1.3	-0.61	-0.014	5561.0	2.5	1.0
theta[1,37]	-1.2	0.0062	0.48	-2.0	-1.1	-0.44	6015.0	2.8	1.0
theta[1,38]	-0.17	0.0038	0.31	-0.73	-0.15	0.31	6845.0	3.1	1.0
theta[1,39]	-0.076	0.004	0.31	-0.6	-0.061	0.4	5943.0	2.7	1.0
theta[1,40]	-1.9	0.0076	0.63	-2.9	-1.8	-0.9	6794.0	3.1	1.0
theta[1,41]	-1.9	0.0074	0.61	-2.9	-1.9	-0.94	6851.0	3.1	1.0
theta[1,42]	-0.35	0.004	0.33	-0.93	-0.34	0.15	6875.0	3.1	1.0
theta[1,43]	0.29	0.0032	0.26	-0.16	0.3	0.7	6504.0	3.0	1.0
theta[1,44]	0.17	0.0034	0.27	-0.3	0.18	0.59	6334.0	2.9	1.0
theta[1,45]	-1.1	0.0066	0.47	-1.9	-1.0	-0.36	5114.0	2.3	1.0
theta[1,46]	-1.5	0.0072	0.55	-2.4	-1.5	-0.63	5839.0	2.7	1.0
theta[1,47]	-0.93	0.0056	0.44	-1.7	-0.91	-0.25	6217.0	2.8	1.0
theta[1,48]	0.22	0.0034	0.27	-0.23	0.23	0.65	6367.0	2.9	1.0
theta[1,49]	-0.47	0.0045	0.36	-1.1	-0.45	0.087	6487.0	3.0	1.0
theta[1,50]	0.46	0.0031	0.26	0.0073	0.47	0.87	6887.0	3.2	1.0
theta[1,51]	-0.43	0.0048	0.34	-1.0	-0.41	0.1	5201.0	2.4	1.0
theta[1,52]	-1.0	0.0059	0.45	-1.8	-0.99	-0.32	5806.0	2.7	1.0
theta[1,53]	1.4	0.0029	0.23	1.0	1.4	1.8	6167.0	2.8	1.0
theta[1,54]	-1.9	0.0076	0.61	-2.9	-1.8	-0.94	6315.0	2.9	1.0
theta[1,55]	-1.3	0.0066	0.51	-2.2	-1.3	-0.53	5899.0	2.7	1.0
theta[1,56]	-1.2	0.0064	0.5	-2.1	-1.2	-0.45	6026.0	2.8	1.0
theta[1,57]	-0.34	0.0041	0.34	-0.92	-0.33	0.18	6928.0	3.2	1.0
theta[1,58]	-0.47	0.0046	0.36	-1.1	-0.45	0.074	5911.0	2.7	1.0
theta[1,59]	0.57	0.0032	0.25	0.14	0.57	0.97	6181.0	2.8	1.0
theta[1,60]	-0.13	0.0037	0.31	-0.66	-0.11	0.37	6750.0	3.1	1.0
theta[1,61]	-0.8	0.0052	0.42	-1.5	-0.78	-0.17	6403.0	2.9	1.0
theta[1,62]	-0.33	0.0045	0.35	-0.95	-0.31	0.23	6188.0	2.8	1.0
theta[1,63]	-1.9	0.0079	0.6	-2.9	-1.8	-0.93	5847.0	2.7	1.0
theta[1,64]	-0.39	0.0042	0.35	-1.0	-0.37	0.16	6857.0	3.1	1.0
theta[1,65]	-0.63	0.0052	0.41	-1.3	-0.61	-0.013	6025.0	2.8	1.0
theta[1,66]	-0.76	0.0059	0.41	-1.5	-0.73	-0.12	4886.0	2.2	1.0
theta[1,67]	-0.78	0.0058	0.42	-1.5	-0.75	-0.15	5210.0	2.4	1.0
theta[1,68]	1.3	0.0033	0.23	0.89	1.3	1.6	5010.0	2.3	1.0
theta[1,69]	1.4	0.003	0.24	1.1	1.4	1.8	6486.0	3.0	1.0
theta[1,70]	-0.49	0.0048	0.37	-1.1	-0.47	0.096	6167.0	2.8	1.0
theta[1,71]	-0.045	0.0035	0.29	-0.54	-0.029	0.41	6827.0	3.1	1.0
theta[1,72]	-0.22	0.0043	0.33	-0.8	-0.21	0.29	5655.0	2.6	1.0
theta[1,73]	-0.35	0.005	0.35	-0.97	-0.32	0.19	5074.0	2.3	1.0
theta[1,74]	0.3	0.0032	0.27	-0.16	0.31	0.73	7257.0	3.3	1.0
theta[1,75]	-0.78	0.0054	0.41	-1.5	-0.75	-0.15	5681.0	2.6	1.0
theta[1,76]	0.2	0.0029	0.27	-0.25	0.2	0.63	8399.0	3.8	1.0
theta[1,77]	-0.8	0.0048	0.41	-1.5	-0.77	-0.15	7516.0	3.4	1.0
theta[1,78]	-0.55	0.0049	0.37	-1.2	-0.54	0.03	5635.0	2.6	1.0
theta[1,79]	0.24	0.003	0.27	-0.22	0.25	0.67	8088.0	3.7	1.0
theta[1,80]	-1.2	0.0067	0.5	-2.1	-1.2	-0.42	5562.0	2.5	1.0
theta[1,81]	-0.24	0.0043	0.32	-0.8	-0.23	0.26	5779.0	2.6	1.0
theta[1,82]	0.27	0.0034	0.27	-0.2	0.28	0.7	6361.0	2.9	1.0
theta[1,83]	-0.46	0.0046	0.37	-1.1	-0.44	0.11	6375.0	2.9	1.0
theta[1,84]	-1.1	0.0061	0.48	-1.9	-1.0	-0.33	6122.0	2.8	1.0
theta[1,85]	0.38	0.0031	0.25	-0.048	0.38	0.78	6487.0	3.0	1.0
theta[1,86]	0.18	0.0034	0.27	-0.28	0.19	0.61	6395.0	2.9	1.0
theta[1,87]	0.3	0.0031	0.26	-0.14	0.31	0.71	7020.0	3.2	1.0
theta[1,88]	-0.21	0.0042	0.32	-0.74	-0.19	0.29	5741.0	2.6	1.0
theta[1,89]	-0.58	0.0053	0.39	-1.2	-0.56	0.0023	5365.0	2.5	1.0
theta[1,90]	0.27	0.0033	0.26	-0.16	0.27	0.67	5855.0	2.7	1.0
theta[1,91]	0.7	0.0029	0.24	0.29	0.7	1.1	7167.0	3.3	1.0
theta[1,92]	0.36	0.0032	0.26	-0.066	0.37	0.77	6254.0	2.9	1.0
theta[1,93]	1.2	0.0029	0.23	0.81	1.2	1.6	6268.0	2.9	1.0
theta[1,94]	-0.64	0.0049	0.39	-1.3	-0.61	-0.048	6210.0	2.8	1.0
theta[1,95]	-0.65	0.005	0.38	-1.3	-0.63	-0.069	5675.0	2.6	1.0
theta[1,96]	-0.093	0.0037	0.31	-0.61	-0.076	0.38	6720.0	3.1	1.0
theta[1,97]	0.88	0.0029	0.24	0.5	0.89	1.3	6698.0	3.1	1.0
theta[1,98]	-1.3	0.0064	0.52	-2.2	-1.3	-0.53	6572.0	3.0	1.0
theta[1,99]	-0.042	0.0035	0.3	-0.55	-0.028	0.43	7004.0	3.2	1.0
theta[1,100]	-0.98	0.0059	0.44	-1.7	-0.94	-0.31	5531.0	2.5	1.0
theta[1,101]	0.53	0.0028	0.24	0.13	0.53	0.92	7373.0	3.4	1.0
theta[1,102]	1.1	0.003	0.24	0.72	1.1	1.5	6350.0	2.9	1.0
theta[1,103]	-1.0	0.0051	0.45	-1.8	-0.98	-0.32	7807.0	3.6	1.0
theta[1,104]	0.032	0.0034	0.28	-0.43	0.042	0.47	6969.0	3.2	1.0
theta[1,105]	1.2	0.003	0.23	0.84	1.2	1.6	5871.0	2.7	1.0
theta[1,106]	-0.18	0.0041	0.32	-0.72	-0.15	0.32	6219.0	2.8	1.0
theta[1,107]	1.3	0.0029	0.22	0.94	1.3	1.7	6059.0	2.8	1.0
theta[1,108]	-0.14	0.0041	0.31	-0.67	-0.12	0.33	5680.0	2.6	1.0
theta[1,109]	-0.61	0.0047	0.38	-1.3	-0.59	-0.016	6698.0	3.1	1.0
theta[1,110]	-0.2	0.0039	0.32	-0.75	-0.19	0.3	6924.0	3.2	1.0
theta[1,111]	0.86	0.0032	0.23	0.49	0.86	1.2	5065.0	2.3	1.0
theta[1,112]	-0.61	0.0048	0.39	-1.3	-0.58	-0.014	6532.0	3.0	1.0
theta[1,113]	-0.025	0.0037	0.29	-0.51	-0.019	0.44	6047.0	2.8	1.0
theta[1,114]	-0.18	0.004	0.3	-0.71	-0.17	0.29	5743.0	2.6	1.0
theta[1,115]	-0.18	0.004	0.32	-0.74	-0.16	0.33	6525.0	3.0	1.0
theta[1,116]	0.68	0.0031	0.25	0.26	0.68	1.1	6508.0	3.0	1.0
theta[1,117]	0.0073	0.0036	0.29	-0.48	0.013	0.45	6157.0	2.8	1.0
theta[1,118]	-0.87	0.0051	0.43	-1.6	-0.84	-0.22	7002.0	3.2	1.0
theta[1,119]	-1.9	0.008	0.62	-3.0	-1.8	-0.92	6071.0	2.8	1.0
theta[1,120]	-0.81	0.0051	0.42	-1.5	-0.78	-0.17	6983.0	3.2	1.0
theta[1,121]	-0.26	0.0044	0.33	-0.83	-0.24	0.25	5664.0	2.6	1.0
theta[1,122]	-0.38	0.0043	0.34	-0.97	-0.35	0.15	6390.0	2.9	1.0
theta[1,123]	0.93	0.0032	0.24	0.52	0.93	1.3	5720.0	2.6	1.0
theta[1,124]	0.75	0.0028	0.23	0.37	0.75	1.1	6749.0	3.1	1.0
theta[1,125]	-0.6	0.0047	0.38	-1.3	-0.57	-0.022	6541.0	3.0	1.0
theta[1,126]	-0.052	0.0039	0.3	-0.56	-0.037	0.42	5933.0	2.7	1.0
theta[1,127]	2.0	0.0029	0.21	1.6	2.0	2.3	5303.0	2.4	1.0
theta[1,128]	-1.0	0.0054	0.46	-1.9	-1.0	-0.33	7366.0	3.4	1.0
theta[1,129]	-0.22	0.0038	0.32	-0.76	-0.2	0.28	6986.0	3.2	1.0
theta[1,130]	0.43	0.0032	0.25	0.0047	0.44	0.85	6279.0	2.9	1.0
theta[1,131]	-0.81	0.0056	0.42	-1.5	-0.77	-0.16	5631.0	2.6	1.0
theta[1,132]	0.32	0.0035	0.26	-0.12	0.33	0.75	5589.0	2.6	1.0
theta[1,133]	1.6	0.0027	0.22	1.3	1.6	2.0	6895.0	3.2	1.0
theta[1,134]	0.73	0.003	0.24	0.34	0.73	1.1	6363.0	2.9	1.0
theta[1,135]	1.0	0.003	0.24	0.63	1.0	1.4	6251.0	2.9	1.0
theta[1,136]	1.4	0.0032	0.23	1.0	1.4	1.8	5072.0	2.3	1.0
theta[1,137]	0.63	0.0032	0.25	0.22	0.64	1.0	6219.0	2.8	1.0
theta[1,138]	0.79	0.0031	0.24	0.39	0.79	1.2	5766.0	2.6	1.0
theta[1,139]	0.62	0.0029	0.24	0.23	0.62	1.0	6756.0	3.1	1.0
theta[1,140]	-0.34	0.0044	0.34	-0.92	-0.33	0.17	5909.0	2.7	1.0
theta[1,141]	0.08	0.0035	0.28	-0.39	0.089	0.52	6231.0	2.9	1.0
theta[1,142]	-0.11	0.004	0.31	-0.64	-0.089	0.36	5986.0	2.7	1.0
theta[1,143]	-0.39	0.0047	0.36	-1.0	-0.36	0.17	6015.0	2.8	1.0
theta[1,144]	-1.6	0.0073	0.58	-2.6	-1.6	-0.71	6238.0	2.9	1.0
theta[1,145]	-0.15	0.0041	0.3	-0.69	-0.14	0.32	5575.0	2.5	1.0
theta[1,146]	0.021	0.0037	0.29	-0.46	0.028	0.47	5965.0	2.7	1.0
theta[1,147]	0.61	0.0031	0.24	0.21	0.61	1.0	6102.0	2.8	1.0
theta[1,148]	-0.13	0.0039	0.31	-0.65	-0.12	0.35	6294.0	2.9	1.0
theta[1,149]	1.6	0.0028	0.23	1.2	1.6	2.0	6552.0	3.0	1.0
theta[1,150]	-1.0	0.0056	0.44	-1.8	-0.98	-0.33	6046.0	2.8	1.0
theta[1,151]	-0.11	0.004	0.3	-0.64	-0.099	0.35	5792.0	2.6	1.0
theta[1,152]	0.45	0.0032	0.26	0.024	0.46	0.86	6253.0	2.9	1.0
theta[1,153]	0.96	0.0027	0.23	0.58	0.96	1.3	7116.0	3.3	1.0
theta[1,154]	-1.9	0.0073	0.59	-2.9	-1.9	-0.98	6531.0	3.0	1.0
theta[1,155]	-1.5	0.0067	0.53	-2.4	-1.4	-0.65	6181.0	2.8	1.0
theta[1,156]	0.65	0.0033	0.25	0.22	0.65	1.1	6068.0	2.8	1.0
theta[1,157]	-0.99	0.0052	0.45	-1.8	-0.96	-0.29	7478.0	3.4	1.0
theta[1,158]	-0.15	0.0037	0.32	-0.7	-0.14	0.34	7140.0	3.3	1.0
theta[1,159]	1.1	0.0031	0.23	0.67	1.1	1.4	5834.0	2.7	1.0
theta[1,160]	1.2	0.003	0.24	0.77	1.2	1.6	6336.0	2.9	1.0
theta[1,161]	0.69	0.0034	0.24	0.28	0.69	1.1	5055.0	2.3	1.0
theta[1,162]	-0.27	0.0042	0.34	-0.87	-0.25	0.24	6510.0	3.0	1.0
theta[1,163]	-0.081	0.0037	0.3	-0.62	-0.068	0.39	6854.0	3.1	1.0
theta[1,164]	1.1	0.003	0.23	0.68	1.1	1.4	6128.0	2.8	1.0
theta[1,165]	-0.057	0.0035	0.29	-0.56	-0.044	0.41	6782.0	3.1	1.0
theta[1,166]	0.78	0.0031	0.23	0.4	0.77	1.2	5588.0	2.6	1.0
theta[1,167]	-1.9	0.0075	0.6	-2.9	-1.8	-0.97	6274.0	2.9	1.0
theta[1,168]	0.23	0.0035	0.27	-0.23	0.25	0.67	6136.0	2.8	1.0
theta[1,169]	-0.51	0.0047	0.38	-1.2	-0.49	0.067	6349.0	2.9	1.0
theta[1,170]	-1.5	0.0064	0.54	-2.4	-1.5	-0.67	7217.0	3.3	1.0
theta[1,171]	0.38	0.0032	0.26	-0.059	0.38	0.8	6754.0	3.1	1.0
theta[1,172]	-0.39	0.0048	0.35	-1.0	-0.37	0.16	5520.0	2.5	1.0
theta[1,173]	0.54	0.0034	0.25	0.12	0.55	0.95	5553.0	2.5	1.0
theta[1,174]	-0.08	0.004	0.3	-0.61	-0.066	0.4	5672.0	2.6	1.0
theta[1,175]	1.6	0.003	0.22	1.3	1.6	2.0	5236.0	2.4	1.0
theta[1,176]	-1.9	0.0077	0.62	-2.9	-1.8	-0.94	6434.0	2.9	1.0
theta[1,177]	0.66	0.003	0.24	0.26	0.66	1.1	6521.0	3.0	1.0
theta[1,178]	-0.77	0.0052	0.41	-1.5	-0.74	-0.14	6211.0	2.8	1.0
theta[1,179]	-0.097	0.0039	0.31	-0.62	-0.092	0.4	6083.0	2.8	1.0
theta[1,180]	0.029	0.0036	0.29	-0.46	0.037	0.48	6275.0	2.9	1.0
theta[1,181]	0.88	0.0029	0.23	0.5	0.88	1.3	6404.0	2.9	1.0
theta[1,182]	-0.27	0.0039	0.32	-0.81	-0.26	0.22	6773.0	3.1	1.0
theta[1,183]	1.4	0.0029	0.23	1.1	1.4	1.8	6148.0	2.8	1.0
theta[1,184]	0.85	0.0027	0.23	0.46	0.85	1.2	7342.0	3.4	1.0
theta[1,185]	-0.48	0.0048	0.37	-1.1	-0.46	0.098	5690.0	2.6	1.0
theta[1,186]	0.66	0.0031	0.25	0.23	0.66	1.1	6494.0	3.0	1.0
theta[1,187]	1.5	0.0027	0.23	1.1	1.5	1.8	7059.0	3.2	1.0
theta[1,188]	-1.1	0.0058	0.46	-1.8	-1.0	-0.34	6370.0	2.9	1.0
theta[1,189]	-0.14	0.0038	0.31	-0.67	-0.13	0.35	6617.0	3.0	1.0
theta[1,190]	1.7	0.0029	0.22	1.4	1.7	2.1	5665.0	2.6	1.0
theta[1,191]	-1.5	0.0071	0.53	-2.4	-1.5	-0.69	5586.0	2.6	1.0
theta[1,192]	0.9	0.0031	0.25	0.49	0.9	1.3	6233.0	2.9	1.0
theta[1,193]	-0.36	0.0045	0.35	-0.96	-0.34	0.19	6112.0	2.8	1.0
theta[1,194]	1.1	0.003	0.24	0.73	1.1	1.5	6180.0	2.8	1.0
theta[1,195]	-0.27	0.0037	0.32	-0.82	-0.26	0.26	7475.0	3.4	1.0
theta[1,196]	1.8	0.0027	0.22	1.4	1.8	2.1	6437.0	2.9	1.0
theta[1,197]	-0.59	0.0051	0.39	-1.3	-0.56	0.021	6077.0	2.8	1.0
theta[1,198]	-0.96	0.0057	0.45	-1.7	-0.94	-0.28	6193.0	2.8	1.0
theta[1,199]	1.3	0.0031	0.23	0.91	1.3	1.7	5634.0	2.6	1.0
theta[1,200]	-0.12	0.0037	0.31	-0.66	-0.11	0.36	7060.0	3.2	1.0
theta[1,201]	0.083	0.0033	0.28	-0.4	0.09	0.54	7278.0	3.3	1.0
theta[1,202]	-0.16	0.004	0.32	-0.7	-0.15	0.34	6133.0	2.8	1.0
theta[1,203]	0.39	0.0032	0.26	-0.041	0.4	0.8	6550.0	3.0	1.0
theta[1,204]	-0.31	0.0044	0.33	-0.89	-0.3	0.2	5512.0	2.5	1.0
theta[1,205]	1.1	0.003	0.23	0.67	1.1	1.4	6224.0	2.8	1.0
theta[1,206]	-1.0	0.0056	0.47	-1.8	-0.99	-0.31	6887.0	3.2	1.0
theta[1,207]	-1.2	0.0067	0.47	-2.0	-1.1	-0.45	4880.0	2.2	1.0
theta[1,208]	-0.52	0.0051	0.36	-1.2	-0.5	0.048	5173.0	2.4	1.0
theta[1,209]	-0.011	0.0034	0.29	-0.5	-0.0063	0.44	7040.0	3.2	1.0
theta[1,210]	1.6	0.0031	0.22	1.3	1.6	2.0	5076.0	2.3	1.0
theta[1,211]	-0.062	0.0035	0.29	-0.56	-0.047	0.39	6953.0	3.2	1.0
theta[1,212]	-0.6	0.0046	0.38	-1.3	-0.58	-0.016	7007.0	3.2	1.0
theta[1,213]	0.18	0.0035	0.28	-0.27	0.18	0.63	6350.0	2.9	1.0
theta[1,214]	0.048	0.0038	0.3	-0.46	0.059	0.52	5941.0	2.7	1.0
theta[1,215]	1.6	0.003	0.22	1.2	1.6	1.9	5420.0	2.5	1.0
theta[1,216]	-0.57	0.0047	0.37	-1.2	-0.55	0.0076	6184.0	2.8	1.0
theta[1,217]	0.14	0.0033	0.28	-0.34	0.15	0.58	7358.0	3.4	1.0
theta[1,218]	1.4	0.003	0.24	0.96	1.4	1.7	6311.0	2.9	1.0
theta[1,219]	0.024	0.0034	0.28	-0.45	0.034	0.48	6992.0	3.2	1.0
theta[1,220]	-0.17	0.004	0.31	-0.7	-0.15	0.31	6255.0	2.9	1.0
theta[1,221]	1.4	0.0029	0.23	0.98	1.4	1.7	6262.0	2.9	1.0
theta[1,222]	0.31	0.0031	0.26	-0.12	0.32	0.73	6795.0	3.1	1.0
theta[1,223]	1.2	0.0032	0.23	0.85	1.2	1.6	5376.0	2.5	1.0
theta[1,224]	-0.93	0.0062	0.46	-1.7	-0.91	-0.23	5472.0	2.5	1.0
theta[1,225]	-0.12	0.004	0.31	-0.65	-0.1	0.37	6183.0	2.8	1.0
theta[1,226]	-0.32	0.0041	0.33	-0.86	-0.3	0.19	6313.0	2.9	1.0
theta[1,227]	0.088	0.0041	0.29	-0.42	0.097	0.55	4948.0	2.3	1.0
theta[1,228]	0.27	0.0035	0.26	-0.17	0.28	0.69	5626.0	2.6	1.0
theta[1,229]	-0.23	0.0042	0.32	-0.77	-0.21	0.26	5666.0	2.6	1.0
theta[1,230]	-0.79	0.0054	0.41	-1.5	-0.76	-0.14	5873.0	2.7	1.0
theta[1,231]	-1.1	0.006	0.46	-1.9	-1.0	-0.34	5839.0	2.7	1.0
theta[1,232]	-1.0	0.0061	0.48	-1.9	-1.0	-0.29	6248.0	2.9	1.0
theta[1,233]	-0.2	0.0038	0.31	-0.72	-0.19	0.27	6317.0	2.9	1.0
theta[1,234]	-0.61	0.0043	0.37	-1.2	-0.59	-0.029	7310.0	3.3	1.0
theta[1,235]	-0.36	0.004	0.34	-0.96	-0.34	0.17	7385.0	3.4	1.0
theta[1,236]	1.7	0.0032	0.24	1.3	1.7	2.1	5423.0	2.5	1.0
theta[1,237]	-0.78	0.0052	0.41	-1.5	-0.75	-0.15	6277.0	2.9	1.0
theta[1,238]	0.61	0.0032	0.24	0.22	0.62	1.0	5552.0	2.5	1.0
theta[1,239]	0.26	0.0036	0.27	-0.2	0.27	0.7	5887.0	2.7	1.0
theta[1,240]	-1.2	0.0066	0.5	-2.1	-1.2	-0.47	5768.0	2.6	1.0
theta[1,241]	-0.39	0.0048	0.34	-0.98	-0.37	0.13	5030.0	2.3	1.0
theta[1,242]	0.74	0.003	0.24	0.35	0.74	1.1	6180.0	2.8	1.0
theta[1,243]	0.88	0.0032	0.23	0.5	0.88	1.3	5170.0	2.4	1.0
theta[1,244]	0.87	0.0031	0.24	0.47	0.87	1.3	5940.0	2.7	1.0
theta[1,245]	-0.8	0.0056	0.42	-1.5	-0.77	-0.15	5680.0	2.6	1.0
theta[1,246]	0.94	0.003	0.24	0.54	0.94	1.3	6360.0	2.9	1.0
theta[1,247]	0.82	0.003	0.24	0.41	0.82	1.2	6468.0	3.0	1.0
theta[1,248]	-1.3	0.0074	0.52	-2.2	-1.3	-0.5	5016.0	2.3	1.0
theta[1,249]	0.29	0.0031	0.26	-0.16	0.3	0.7	6925.0	3.2	1.0
theta[1,250]	-1.2	0.0064	0.5	-2.1	-1.2	-0.48	5976.0	2.7	1.0
theta[1,251]	-1.2	0.0061	0.48	-2.1	-1.2	-0.47	6323.0	2.9	1.0
theta[1,252]	-0.99	0.0057	0.46	-1.8	-0.96	-0.29	6560.0	3.0	1.0
theta[1,253]	0.94	0.003	0.24	0.53	0.94	1.3	6220.0	2.8	1.0
theta[1,254]	-0.28	0.0044	0.33	-0.84	-0.26	0.23	5875.0	2.7	1.0
theta[1,255]	0.075	0.0031	0.28	-0.39	0.082	0.52	8091.0	3.7	1.0
theta[1,256]	-0.49	0.0046	0.38	-1.2	-0.47	0.074	6824.0	3.1	1.0
theta[1,257]	-1.3	0.0063	0.53	-2.3	-1.3	-0.51	7061.0	3.2	1.0
theta[1,258]	-0.17	0.0038	0.31	-0.71	-0.15	0.32	6800.0	3.1	1.0
theta[1,259]	0.45	0.003	0.26	0.027	0.46	0.87	7319.0	3.3	1.0
theta[1,260]	-0.063	0.0039	0.29	-0.58	-0.045	0.38	5559.0	2.5	1.0
theta[1,261]	0.44	0.0032	0.26	-0.00048	0.44	0.86	6335.0	2.9	1.0
theta[1,262]	0.66	0.003	0.25	0.25	0.66	1.1	6927.0	3.2	1.0
theta[1,263]	0.79	0.0031	0.24	0.39	0.79	1.2	6109.0	2.8	1.0
theta[1,264]	-0.55	0.0049	0.38	-1.2	-0.53	0.021	5891.0	2.7	1.0
theta[1,265]	-0.79	0.0054	0.41	-1.5	-0.77	-0.15	5928.0	2.7	1.0
theta[1,266]	1.6	0.0027	0.22	1.2	1.6	2.0	6590.0	3.0	1.0
theta[1,267]	0.11	0.0033	0.27	-0.35	0.12	0.54	6853.0	3.1	1.0
theta[1,268]	0.69	0.0031	0.24	0.27	0.69	1.1	6280.0	2.9	1.0
theta[1,269]	-0.47	0.0045	0.36	-1.1	-0.45	0.072	6456.0	3.0	1.0
theta[1,270]	0.18	0.0035	0.27	-0.28	0.19	0.6	5697.0	2.6	1.0
theta[1,271]	-1.6	0.0069	0.56	-2.5	-1.5	-0.7	6685.0	3.1	1.0
theta[1,272]	0.76	0.0032	0.25	0.36	0.76	1.2	5876.0	2.7	1.0
theta[1,273]	-0.77	0.0053	0.41	-1.5	-0.75	-0.14	6139.0	2.8	1.0
theta[1,274]	0.33	0.0034	0.26	-0.11	0.34	0.74	5744.0	2.6	1.0
theta[1,275]	0.0094	0.0036	0.29	-0.49	0.016	0.46	6586.0	3.0	1.0
theta[1,276]	1.4	0.0034	0.24	0.97	1.4	1.7	4867.0	2.2	1.0
theta[1,277]	0.3	0.0032	0.26	-0.13	0.3	0.71	6475.0	3.0	1.0
theta[1,278]	-0.092	0.0036	0.31	-0.64	-0.076	0.4	7339.0	3.4	1.0
theta[1,279]	-0.7	0.0052	0.41	-1.4	-0.68	-0.062	6143.0	2.8	1.0
theta[1,280]	-0.51	0.0045	0.36	-1.1	-0.49	0.029	6384.0	2.9	1.0
theta[1,281]	-0.94	0.0054	0.44	-1.7	-0.91	-0.27	6468.0	3.0	1.0
theta[1,282]	1.8	0.0031	0.22	1.5	1.8	2.2	5087.0	2.3	1.0
theta[1,283]	-0.56	0.0053	0.39	-1.2	-0.54	0.017	5190.0	2.4	1.0
theta[1,284]	-1.9	0.0074	0.6	-2.9	-1.9	-0.96	6674.0	3.1	1.0
theta[1,285]	-1.1	0.0061	0.49	-2.0	-1.1	-0.39	6497.0	3.0	1.0
theta[1,286]	-0.13	0.004	0.32	-0.67	-0.11	0.36	6196.0	2.8	1.0
theta[1,287]	-0.013	0.004	0.3	-0.54	-0.0045	0.45	5574.0	2.5	1.0
theta[1,288]	-1.9	0.0072	0.59	-2.9	-1.8	-0.96	6776.0	3.1	1.0
theta[1,289]	1.4	0.0027	0.23	0.98	1.4	1.8	7536.0	3.4	1.0
theta[1,290]	1.5	0.0027	0.22	1.1	1.5	1.9	6873.0	3.1	1.0
