	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
theta[43,1]	0.0082	0.0033	0.28	-0.45	0.014	0.45	7142.0	5.5	1.0
theta[44,1]	-0.077	0.0034	0.3	-0.6	-0.063	0.4	7877.0	6.1	1.0
theta[45,1]	-1.2	0.007	0.52	-2.1	-1.2	-0.43	5579.0	4.3	1.0
theta[46,1]	-1.6	0.008	0.61	-2.7	-1.6	-0.7	5706.0	4.4	1.0
theta[47,1]	-1.1	0.0067	0.52	-2.1	-1.1	-0.38	5838.0	4.5	1.0
theta[48,1]	0.17	0.003	0.26	-0.28	0.17	0.59	7705.0	5.9	1.0
theta[49,1]	-0.85	0.0057	0.43	-1.6	-0.82	-0.2	5654.0	4.4	1.0
theta[50,1]	0.2	0.003	0.26	-0.24	0.2	0.62	7714.0	5.9	1.0
theta[51,1]	-0.47	0.0043	0.36	-1.1	-0.44	0.071	6760.0	5.2	1.0
theta[52,1]	-1.2	0.0067	0.51	-2.1	-1.2	-0.45	5970.0	4.6	1.0
theta[53,1]	1.0	0.0033	0.28	0.57	1.0	1.5	7123.0	5.5	1.0
theta[54,1]	-1.7	0.0074	0.61	-2.8	-1.7	-0.77	6860.0	5.3	1.0
theta[55,1]	-1.3	0.0071	0.53	-2.2	-1.2	-0.48	5525.0	4.3	1.0
theta[56,1]	-1.5	0.0077	0.58	-2.5	-1.4	-0.59	5584.0	4.3	1.0
theta[57,1]	-0.6	0.0048	0.38	-1.3	-0.57	-0.02	6292.0	4.8	1.0
theta[58,1]	-0.44	0.0044	0.35	-1.1	-0.41	0.095	6307.0	4.9	1.0
theta[59,1]	0.3	0.0028	0.27	-0.14	0.3	0.74	9075.0	7.0	1.0
theta[60,1]	-0.22	0.0039	0.32	-0.76	-0.21	0.26	6534.0	5.0	1.0
theta[61,1]	-1.1	0.0065	0.49	-1.9	-1.0	-0.33	5557.0	4.3	1.0
theta[62,1]	-0.86	0.0055	0.43	-1.6	-0.84	-0.18	6248.0	4.8	1.0
theta[63,1]	-1.7	0.0075	0.62	-2.8	-1.6	-0.74	6837.0	5.3	1.0
theta[64,1]	-0.37	0.0043	0.34	-0.95	-0.36	0.15	6218.0	4.8	1.0
theta[65,1]	-1.1	0.0066	0.5	-2.0	-1.1	-0.35	5715.0	4.4	1.0
theta[66,1]	-1.1	0.0065	0.48	-2.0	-1.1	-0.43	5431.0	4.2	1.0
theta[67,1]	-1.3	0.0073	0.55	-2.3	-1.3	-0.49	5655.0	4.4	1.0
theta[68,1]	1.0	0.0033	0.29	0.54	1.0	1.5	7404.0	5.7	1.0
theta[69,1]	1.2	0.0038	0.3	0.76	1.2	1.7	6209.0	4.8	1.0
theta[70,1]	-0.82	0.0055	0.42	-1.6	-0.79	-0.18	5658.0	4.4	1.0
theta[71,1]	-0.39	0.0041	0.34	-0.99	-0.37	0.12	6652.0	5.1	1.0
theta[72,1]	-0.51	0.0049	0.36	-1.1	-0.48	0.058	5422.0	4.2	1.0
theta[73,1]	-0.66	0.0051	0.39	-1.3	-0.65	-0.076	5846.0	4.5	1.0
theta[74,1]	-0.055	0.0031	0.29	-0.54	-0.041	0.41	8930.0	6.9	1.0
theta[75,1]	-1.4	0.0071	0.54	-2.3	-1.3	-0.54	5779.0	4.4	1.0
theta[76,1]	-0.028	0.0036	0.29	-0.51	-0.021	0.42	6266.0	4.8	1.0
theta[77,1]	-1.2	0.0062	0.51	-2.1	-1.2	-0.46	6657.0	5.1	1.0
theta[78,1]	-0.85	0.006	0.44	-1.6	-0.82	-0.19	5398.0	4.2	1.0
theta[79,1]	-0.16	0.0036	0.3	-0.67	-0.15	0.32	7068.0	5.4	1.0
theta[80,1]	-1.4	0.0078	0.56	-2.3	-1.3	-0.52	5201.0	4.0	1.0
theta[81,1]	-0.87	0.0051	0.42	-1.6	-0.84	-0.23	6782.0	5.2	1.0
theta[82,1]	0.31	0.0028	0.26	-0.13	0.31	0.74	8625.0	6.6	1.0
theta[83,1]	-0.8	0.0053	0.42	-1.5	-0.77	-0.16	6389.0	4.9	1.0
theta[84,1]	-1.5	0.0076	0.57	-2.5	-1.4	-0.62	5581.0	4.3	1.0
theta[85,1]	0.31	0.0026	0.27	-0.13	0.32	0.75	10222.0	7.9	1.0
theta[86,1]	-0.19	0.0035	0.31	-0.72	-0.17	0.3	7856.0	6.0	1.0
theta[87,1]	0.034	0.0031	0.28	-0.45	0.045	0.48	8382.0	6.5	1.0
theta[88,1]	-0.56	0.0047	0.37	-1.2	-0.54	0.00071	6165.0	4.7	1.0
theta[89,1]	-0.76	0.0056	0.42	-1.5	-0.72	-0.15	5600.0	4.3	1.0
theta[90,1]	-0.0027	0.0034	0.29	-0.49	0.0072	0.45	7190.0	5.5	1.0
theta[91,1]	0.32	0.0031	0.26	-0.11	0.32	0.75	6877.0	5.3	1.0
theta[92,1]	-2.8e-05	0.0035	0.29	-0.49	0.017	0.46	6773.0	5.2	1.0
theta[93,1]	0.93	0.0032	0.27	0.5	0.93	1.4	7082.0	5.5	1.0
theta[94,1]	-1.2	0.0067	0.52	-2.2	-1.2	-0.44	5941.0	4.6	1.0
theta[95,1]	-1.1	0.0062	0.49	-2.0	-1.1	-0.39	6332.0	4.9	1.0
theta[96,1]	-0.37	0.0043	0.34	-0.95	-0.35	0.15	6223.0	4.8	1.0
theta[97,1]	0.64	0.003	0.27	0.2	0.63	1.1	7934.0	6.1	1.0
theta[98,1]	-1.3	0.0073	0.56	-2.3	-1.3	-0.49	5862.0	4.5	1.0
theta[99,1]	-0.46	0.0045	0.36	-1.1	-0.44	0.1	6501.0	5.0	1.0
theta[100,1]	-1.5	0.0073	0.57	-2.4	-1.4	-0.61	5963.0	4.6	1.0
theta[101,1]	0.32	0.0029	0.26	-0.11	0.32	0.75	8136.0	6.3	1.0
theta[102,1]	0.88	0.0033	0.29	0.42	0.87	1.4	7539.0	5.8	1.0
theta[103,1]	-0.9	0.0051	0.46	-1.7	-0.87	-0.22	8089.0	6.2	1.0
theta[104,1]	-0.32	0.004	0.33	-0.89	-0.3	0.2	6929.0	5.3	1.0
theta[105,1]	1.2	0.0035	0.29	0.73	1.2	1.7	6891.0	5.3	1.0
theta[106,1]	-0.59	0.005	0.39	-1.3	-0.56	-0.013	6133.0	4.7	1.0
theta[107,1]	1.0	0.0033	0.29	0.57	1.0	1.5	7537.0	5.8	1.0
theta[108,1]	-0.36	0.0041	0.34	-0.94	-0.34	0.16	6925.0	5.3	1.0
theta[109,1]	-0.69	0.0056	0.41	-1.4	-0.65	-0.074	5565.0	4.3	1.0
theta[110,1]	-0.34	0.004	0.33	-0.92	-0.32	0.17	6869.0	5.3	1.0
theta[111,1]	0.36	0.003	0.27	-0.078	0.37	0.8	7950.0	6.1	1.0
theta[112,1]	-0.91	0.006	0.45	-1.7	-0.89	-0.23	5679.0	4.4	1.0
theta[113,1]	-0.27	0.0039	0.33	-0.84	-0.25	0.25	7026.0	5.4	1.0
theta[114,1]	-0.4	0.0042	0.34	-1.0	-0.38	0.12	6636.0	5.1	1.0
theta[115,1]	-0.39	0.0043	0.35	-0.99	-0.37	0.15	6717.0	5.2	1.0
theta[116,1]	0.48	0.003	0.28	0.019	0.48	0.93	8731.0	6.7	1.0
theta[117,1]	-0.27	0.0039	0.31	-0.8	-0.26	0.21	6598.0	5.1	1.0
theta[118,1]	-0.83	0.0058	0.44	-1.6	-0.8	-0.16	5576.0	4.3	1.0
theta[119,1]	-1.7	0.0085	0.65	-2.9	-1.7	-0.74	5872.0	4.5	1.0
theta[120,1]	-1.4	0.0074	0.55	-2.4	-1.3	-0.53	5611.0	4.3	1.0
theta[121,1]	-0.21	0.0037	0.31	-0.76	-0.19	0.28	7205.0	5.5	1.0
theta[122,1]	-0.69	0.0049	0.39	-1.4	-0.66	-0.088	6278.0	4.8	1.0
theta[123,1]	0.67	0.0029	0.27	0.23	0.68	1.1	8736.0	6.7	1.0
theta[124,1]	0.45	0.0032	0.28	-0.0088	0.45	0.92	7537.0	5.8	1.0
theta[125,1]	-0.67	0.005	0.4	-1.4	-0.64	-0.074	6363.0	4.9	1.0
theta[126,1]	-0.11	0.0034	0.31	-0.63	-0.1	0.38	8412.0	6.5	1.0
theta[127,1]	1.9	0.0038	0.32	1.4	1.9	2.5	7113.0	5.5	1.0
theta[128,1]	-1.5	0.008	0.58	-2.5	-1.4	-0.57	5308.0	4.1	1.0
theta[129,1]	-0.55	0.0046	0.36	-1.2	-0.53	-0.016	6043.0	4.7	1.0
theta[130,1]	0.23	0.0032	0.26	-0.23	0.23	0.65	6961.0	5.4	1.0
theta[131,1]	-1.2	0.0073	0.52	-2.2	-1.2	-0.44	5147.0	4.0	1.0
theta[132,1]	0.11	0.0033	0.28	-0.38	0.12	0.56	7421.0	5.7	1.0
theta[133,1]	1.3	0.0037	0.3	0.81	1.3	1.8	6553.0	5.0	1.0
theta[134,1]	0.54	0.0029	0.26	0.12	0.54	0.97	8033.0	6.2	1.0
theta[135,1]	0.86	0.0029	0.27	0.43	0.86	1.3	8275.0	6.4	1.0
theta[136,1]	1.2	0.0035	0.29	0.75	1.2	1.7	7119.0	5.5	1.0
theta[137,1]	0.31	0.0031	0.28	-0.14	0.31	0.76	7680.0	5.9	1.0
theta[138,1]	0.67	0.003	0.26	0.25	0.67	1.1	7442.0	5.7	1.0
theta[139,1]	0.43	0.003	0.26	0.0089	0.43	0.84	7193.0	5.5	1.0
theta[140,1]	-0.6	0.0048	0.38	-1.3	-0.58	-0.02	6242.0	4.8	1.0
theta[141,1]	-0.056	0.0035	0.29	-0.55	-0.044	0.39	6828.0	5.3	1.0
theta[142,1]	-0.45	0.0045	0.36	-1.1	-0.42	0.11	6344.0	4.9	1.0
theta[143,1]	-0.89	0.0066	0.46	-1.7	-0.86	-0.23	4748.0	3.7	1.0
theta[144,1]	-1.6	0.008	0.59	-2.6	-1.6	-0.68	5515.0	4.2	1.0
theta[145,1]	-0.32	0.0037	0.32	-0.88	-0.31	0.18	7553.0	5.8	1.0
theta[146,1]	-0.069	0.0034	0.3	-0.59	-0.052	0.4	7980.0	6.1	1.0
theta[147,1]	0.48	0.003	0.26	0.055	0.47	0.9	7796.0	6.0	1.0
theta[148,1]	-0.25	0.0038	0.32	-0.8	-0.23	0.25	7078.0	5.4	1.0
theta[149,1]	1.3	0.0033	0.29	0.85	1.3	1.8	7377.0	5.7	1.0
theta[150,1]	-0.79	0.0055	0.42	-1.5	-0.76	-0.15	5942.0	4.6	1.0
theta[151,1]	-0.4	0.0044	0.37	-1.0	-0.39	0.16	6883.0	5.3	1.0
theta[152,1]	0.1	0.003	0.28	-0.36	0.11	0.53	8190.0	6.3	1.0
theta[153,1]	0.84	0.0032	0.28	0.39	0.83	1.3	7723.0	5.9	1.0
theta[154,1]	-1.7	0.0078	0.62	-2.8	-1.7	-0.76	6285.0	4.8	1.0
theta[155,1]	-1.5	0.0074	0.59	-2.5	-1.5	-0.58	6415.0	4.9	1.0
theta[156,1]	0.33	0.0032	0.27	-0.13	0.33	0.77	7340.0	5.7	1.0
theta[157,1]	-1.5	0.0074	0.56	-2.5	-1.4	-0.62	5713.0	4.4	1.0
theta[158,1]	-0.27	0.004	0.32	-0.82	-0.25	0.23	6430.0	5.0	1.0
theta[159,1]	0.96	0.0031	0.28	0.51	0.95	1.4	8077.0	6.2	1.0
theta[160,1]	0.97	0.0033	0.28	0.51	0.96	1.4	7170.0	5.5	1.0
theta[161,1]	0.46	0.0032	0.26	0.04	0.46	0.91	6744.0	5.2	1.0
theta[162,1]	-0.76	0.0058	0.42	-1.5	-0.73	-0.13	5257.0	4.0	1.0
theta[163,1]	-0.45	0.0042	0.35	-1.1	-0.43	0.076	6638.0	5.1	1.0
theta[164,1]	0.77	0.0033	0.28	0.32	0.77	1.2	7260.0	5.6	1.0
theta[165,1]	-0.43	0.0045	0.36	-1.1	-0.4	0.12	6391.0	4.9	1.0
theta[166,1]	0.53	0.0028	0.26	0.11	0.52	0.96	8802.0	6.8	1.0
theta[167,1]	-1.7	0.0081	0.65	-2.9	-1.7	-0.74	6482.0	5.0	1.0
theta[168,1]	0.093	0.0035	0.29	-0.4	0.1	0.54	6548.0	5.0	1.0
theta[169,1]	-1.2	0.0066	0.49	-2.1	-1.1	-0.41	5565.0	4.3	1.0
theta[170,1]	-1.6	0.0081	0.6	-2.6	-1.6	-0.68	5486.0	4.2	1.0
theta[171,1]	0.15	0.0034	0.29	-0.35	0.15	0.61	7161.0	5.5	1.0
theta[172,1]	-0.75	0.0053	0.42	-1.5	-0.72	-0.13	6201.0	4.8	1.0
theta[173,1]	0.26	0.0028	0.26	-0.16	0.26	0.68	8475.0	6.5	1.0
theta[174,1]	-0.46	0.0044	0.34	-1.1	-0.45	0.068	6020.0	4.6	1.0
theta[175,1]	1.2	0.0038	0.3	0.7	1.2	1.7	6326.0	4.9	1.0
theta[176,1]	-1.7	0.0089	0.66	-2.9	-1.7	-0.69	5441.0	4.2	1.0
theta[177,1]	0.53	0.0029	0.26	0.12	0.53	0.95	7518.0	5.8	1.0
theta[178,1]	-0.83	0.0055	0.43	-1.6	-0.8	-0.18	6244.0	4.8	1.0
theta[179,1]	-0.42	0.004	0.36	-1.0	-0.39	0.14	7992.0	6.2	1.0
theta[180,1]	-0.41	0.0041	0.34	-1.0	-0.4	0.12	6803.0	5.2	1.0
theta[181,1]	0.71	0.003	0.27	0.28	0.71	1.2	8235.0	6.3	1.0
theta[182,1]	-0.55	0.005	0.37	-1.2	-0.52	0.0076	5643.0	4.3	1.0
theta[183,1]	1.3	0.0037	0.32	0.77	1.3	1.8	7280.0	5.6	1.0
theta[184,1]	0.5	0.0029	0.26	0.079	0.5	0.93	7817.0	6.0	1.0
theta[185,1]	-0.8	0.0059	0.43	-1.6	-0.76	-0.17	5314.0	4.1	1.0
theta[186,1]	0.54	0.003	0.27	0.092	0.54	0.98	8128.0	6.3	1.0
theta[187,1]	1.1	0.0034	0.3	0.61	1.1	1.6	7554.0	5.8	1.0
theta[188,1]	-1.3	0.0073	0.54	-2.3	-1.3	-0.51	5554.0	4.3	1.0
theta[189,1]	-0.7	0.005	0.4	-1.4	-0.67	-0.097	6409.0	4.9	1.0
theta[190,1]	1.6	0.0034	0.29	1.2	1.6	2.1	7018.0	5.4	1.0
theta[191,1]	-1.3	0.0065	0.54	-2.2	-1.3	-0.5	6881.0	5.3	1.0
theta[192,1]	0.59	0.0032	0.28	0.14	0.58	1.1	8033.0	6.2	1.0
theta[193,1]	-0.81	0.0056	0.43	-1.6	-0.77	-0.16	5847.0	4.5	1.0
theta[194,1]	0.95	0.0033	0.28	0.48	0.95	1.4	7610.0	5.9	1.0
theta[195,1]	-0.38	0.0044	0.35	-1.0	-0.36	0.16	6254.0	4.8	1.0
theta[196,1]	1.5	0.0038	0.32	1.0	1.5	2.0	6919.0	5.3	1.0
theta[197,1]	-1.1	0.0066	0.48	-1.9	-1.0	-0.33	5438.0	4.2	1.0
theta[198,1]	-0.94	0.0057	0.46	-1.8	-0.91	-0.25	6678.0	5.1	1.0
theta[199,1]	1.2	0.0031	0.29	0.7	1.2	1.6	8563.0	6.6	1.0
theta[200,1]	-0.41	0.0044	0.34	-1.0	-0.39	0.11	6132.0	4.7	1.0
theta[201,1]	-0.31	0.0037	0.33	-0.87	-0.29	0.21	7629.0	5.9	1.0
theta[202,1]	-0.005	0.0036	0.3	-0.51	0.0047	0.48	6900.0	5.3	1.0
theta[203,1]	0.21	0.0032	0.27	-0.24	0.21	0.66	7246.0	5.6	1.0
theta[204,1]	-0.62	0.0048	0.37	-1.3	-0.59	-0.037	6035.0	4.6	1.0
theta[205,1]	0.78	0.003	0.26	0.37	0.77	1.2	7235.0	5.6	1.0
theta[206,1]	-1.2	0.0066	0.51	-2.1	-1.2	-0.45	5988.0	4.6	1.0
theta[207,1]	-1.5	0.0082	0.57	-2.5	-1.4	-0.61	4880.0	3.8	1.0
theta[208,1]	-1.1	0.007	0.5	-2.0	-1.0	-0.32	5149.0	4.0	1.0
theta[209,1]	0.098	0.003	0.27	-0.36	0.1	0.54	7853.0	6.0	1.0
theta[210,1]	1.4	0.0034	0.3	0.9	1.4	1.9	7561.0	5.8	1.0
theta[211,1]	-0.4	0.004	0.34	-1.0	-0.39	0.13	7371.0	5.7	1.0
theta[212,1]	-1.1	0.0066	0.48	-2.0	-1.0	-0.36	5347.0	4.1	1.0
theta[213,1]	0.092	0.0034	0.28	-0.37	0.094	0.54	6601.0	5.1	1.0
theta[214,1]	-0.071	0.0035	0.31	-0.61	-0.059	0.42	7755.0	6.0	1.0
theta[215,1]	1.5	0.0035	0.29	0.99	1.5	2.0	7015.0	5.4	1.0
theta[216,1]	-0.85	0.0057	0.44	-1.6	-0.81	-0.19	5956.0	4.6	1.0
theta[217,1]	-0.02	0.0035	0.3	-0.54	-0.0079	0.46	7411.0	5.7	1.0
theta[218,1]	1.2	0.0032	0.29	0.7	1.2	1.7	8444.0	6.5	1.0
theta[219,1]	-0.24	0.0037	0.31	-0.78	-0.23	0.25	6841.0	5.3	1.0
theta[220,1]	-0.71	0.0054	0.4	-1.4	-0.68	-0.094	5497.0	4.2	1.0
theta[221,1]	0.96	0.003	0.26	0.54	0.95	1.4	7877.0	6.1	1.0
theta[222,1]	0.2	0.0033	0.28	-0.27	0.21	0.65	7071.0	5.4	1.0
theta[223,1]	0.88	0.003	0.27	0.45	0.87	1.3	8053.0	6.2	1.0
theta[224,1]	-1.2	0.0065	0.5	-2.1	-1.2	-0.46	5961.0	4.6	1.0
theta[225,1]	-0.4	0.0042	0.35	-1.0	-0.38	0.13	6762.0	5.2	1.0
theta[226,1]	-0.66	0.0057	0.4	-1.3	-0.64	-0.068	4851.0	3.7	1.0
theta[227,1]	-0.21	0.0039	0.31	-0.73	-0.19	0.28	6481.0	5.0	1.0
theta[228,1]	0.18	0.0032	0.29	-0.29	0.19	0.64	8081.0	6.2	1.0
theta[229,1]	-0.27	0.0038	0.31	-0.81	-0.25	0.21	6849.0	5.3	1.0
theta[230,1]	-1.3	0.0073	0.54	-2.3	-1.3	-0.5	5497.0	4.2	1.0
theta[231,1]	-1.5	0.0073	0.56	-2.4	-1.4	-0.62	5881.0	4.5	1.0
theta[232,1]	-1.2	0.0068	0.5	-2.0	-1.1	-0.38	5489.0	4.2	1.0
theta[233,1]	-0.48	0.0048	0.37	-1.1	-0.46	0.073	5873.0	4.5	1.0
theta[234,1]	-0.86	0.0053	0.43	-1.6	-0.83	-0.21	6583.0	5.1	1.0
theta[235,1]	-0.51	0.0047	0.37	-1.2	-0.48	0.062	6229.0	4.8	1.0
theta[236,1]	1.6	0.004	0.33	1.0	1.6	2.1	6958.0	5.4	1.0
theta[237,1]	-1.3	0.0072	0.53	-2.2	-1.2	-0.46	5413.0	4.2	1.0
theta[238,1]	0.33	0.003	0.27	-0.12	0.33	0.77	8224.0	6.3	1.0
theta[239,1]	-0.01	0.0036	0.3	-0.52	-0.0051	0.47	6706.0	5.2	1.0
theta[240,1]	-1.5	0.0076	0.57	-2.5	-1.4	-0.61	5536.0	4.3	1.0
theta[241,1]	-0.61	0.0054	0.4	-1.3	-0.59	-0.03	5381.0	4.1	1.0
theta[242,1]	0.59	0.003	0.25	0.17	0.58	1.0	7380.0	5.7	1.0
theta[243,1]	0.68	0.003	0.28	0.21	0.67	1.1	8544.0	6.6	1.0
theta[244,1]	0.88	0.0032	0.28	0.43	0.88	1.4	7863.0	6.1	1.0
theta[245,1]	-0.58	0.0047	0.38	-1.2	-0.55	-0.014	6486.0	5.0	1.0
theta[246,1]	0.7	0.0029	0.27	0.26	0.69	1.2	8713.0	6.7	1.0
theta[247,1]	0.71	0.0033	0.28	0.26	0.7	1.2	6994.0	5.4	1.0
theta[248,1]	-1.6	0.009	0.61	-2.7	-1.5	-0.68	4506.0	3.5	1.0
theta[249,1]	-0.067	0.0033	0.29	-0.55	-0.065	0.4	7343.0	5.7	1.0
theta[250,1]	-1.1	0.006	0.48	-1.9	-1.0	-0.35	6444.0	5.0	1.0
theta[251,1]	-1.0	0.0062	0.48	-1.9	-0.98	-0.29	6018.0	4.6	1.0
theta[252,1]	-1.5	0.0079	0.57	-2.5	-1.4	-0.59	5296.0	4.1	1.0
theta[253,1]	0.71	0.0029	0.26	0.28	0.71	1.2	8076.0	6.2	1.0
theta[254,1]	-0.36	0.0041	0.33	-0.94	-0.34	0.13	6330.0	4.9	1.0
theta[255,1]	-0.36	0.0042	0.34	-0.96	-0.34	0.16	6503.0	5.0	1.0
theta[256,1]	-1.2	0.0065	0.49	-2.1	-1.2	-0.48	5657.0	4.4	1.0
theta[257,1]	-1.5	0.0073	0.59	-2.5	-1.4	-0.58	6542.0	5.0	1.0
theta[258,1]	-0.35	0.0041	0.33	-0.93	-0.33	0.15	6685.0	5.1	1.0
theta[259,1]	0.29	0.0031	0.28	-0.17	0.29	0.75	8270.0	6.4	1.0
theta[260,1]	-0.32	0.0043	0.34	-0.91	-0.3	0.2	6412.0	4.9	1.0
theta[261,1]	0.16	0.003	0.28	-0.32	0.16	0.6	8511.0	6.6	1.0
theta[262,1]	0.63	0.003	0.28	0.17	0.63	1.1	8673.0	6.7	1.0
theta[263,1]	0.53	0.003	0.27	0.088	0.52	0.98	8049.0	6.2	1.0
theta[264,1]	-0.65	0.0055	0.41	-1.4	-0.61	-0.027	5570.0	4.3	1.0
theta[265,1]	-0.81	0.0058	0.43	-1.6	-0.79	-0.17	5628.0	4.3	1.0
theta[266,1]	1.4	0.0038	0.3	0.95	1.4	1.9	6243.0	4.8	1.0
theta[267,1]	-0.18	0.0036	0.3	-0.68	-0.17	0.29	6915.0	5.3	1.0
theta[268,1]	0.35	0.003	0.26	-0.089	0.36	0.79	7844.0	6.0	1.0
theta[269,1]	-0.71	0.005	0.39	-1.4	-0.68	-0.11	6278.0	4.8	1.0
theta[270,1]	0.035	0.0031	0.29	-0.46	0.039	0.5	8782.0	6.8	1.0
theta[271,1]	-1.4	0.0068	0.56	-2.4	-1.4	-0.58	6735.0	5.2	1.0
theta[272,1]	0.22	0.0035	0.28	-0.24	0.23	0.67	6557.0	5.0	1.0
theta[273,1]	-0.66	0.0051	0.4	-1.4	-0.63	-0.081	6204.0	4.8	1.0
theta[274,1]	-0.15	0.004	0.31	-0.66	-0.13	0.34	6059.0	4.7	1.0
theta[275,1]	0.048	0.0031	0.28	-0.42	0.057	0.49	8121.0	6.3	1.0
theta[276,1]	1.3	0.0033	0.29	0.78	1.2	1.8	7976.0	6.1	1.0
theta[277,1]	0.071	0.003	0.28	-0.4	0.083	0.52	8588.0	6.6	1.0
theta[278,1]	-0.79	0.0056	0.45	-1.6	-0.75	-0.13	6284.0	4.8	1.0
theta[279,1]	-1.1	0.006	0.47	-1.9	-1.1	-0.38	5988.0	4.6	1.0
theta[280,1]	-1.0	0.0065	0.48	-1.9	-0.99	-0.31	5482.0	4.2	1.0
theta[281,1]	-1.4	0.0075	0.55	-2.3	-1.3	-0.52	5327.0	4.1	1.0
theta[282,1]	1.5	0.0034	0.3	1.0	1.5	2.0	7691.0	5.9	1.0
theta[283,1]	-0.53	0.0043	0.38	-1.2	-0.51	0.035	7687.0	5.9	1.0
theta[284,1]	-1.7	0.0085	0.63	-2.8	-1.6	-0.76	5438.0	4.2	1.0
theta[285,1]	-1.0	0.0061	0.49	-1.9	-1.0	-0.32	6270.0	4.8	1.0
theta[286,1]	-0.14	0.0033	0.3	-0.64	-0.13	0.33	8427.0	6.5	1.0
theta[287,1]	0.13	0.0035	0.29	-0.36	0.13	0.58	6739.0	5.2	1.0
theta[288,1]	-1.7	0.0087	0.66	-2.8	-1.6	-0.71	5833.0	4.5	1.0
