	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
theta[47,1]	-1.2	0.0069	0.5	-2.1	-1.1	-0.4	5321.0	5.3	1.0
theta[48,1]	0.14	0.0029	0.27	-0.31	0.15	0.57	8301.0	8.2	1.0
theta[49,1]	-0.86	0.0055	0.43	-1.6	-0.82	-0.21	6163.0	6.1	1.0
theta[50,1]	0.21	0.0031	0.27	-0.24	0.21	0.64	7703.0	7.6	1.0
theta[51,1]	-0.47	0.0044	0.36	-1.1	-0.45	0.064	6511.0	6.4	1.0
theta[52,1]	-1.2	0.0064	0.5	-2.1	-1.2	-0.47	6135.0	6.1	1.0
theta[53,1]	1.0	0.003	0.27	0.6	1.0	1.5	7944.0	7.8	1.0
theta[54,1]	-1.7	0.0084	0.65	-2.8	-1.7	-0.73	6049.0	6.0	1.0
theta[55,1]	-1.3	0.0064	0.52	-2.2	-1.2	-0.48	6642.0	6.6	1.0
theta[56,1]	-1.5	0.0087	0.58	-2.5	-1.4	-0.58	4500.0	4.4	1.0
theta[57,1]	-0.62	0.0047	0.39	-1.3	-0.59	-0.029	6696.0	6.6	1.0
theta[58,1]	-0.46	0.0043	0.35	-1.1	-0.45	0.075	6529.0	6.4	1.0
theta[59,1]	0.31	0.0027	0.26	-0.12	0.31	0.73	8957.0	8.8	1.0
theta[60,1]	-0.25	0.0039	0.32	-0.81	-0.23	0.25	6778.0	6.7	1.0
theta[61,1]	-1.1	0.0065	0.49	-2.0	-1.1	-0.38	5627.0	5.6	1.0
theta[62,1]	-0.88	0.0057	0.45	-1.7	-0.85	-0.2	6250.0	6.2	1.0
theta[63,1]	-1.7	0.0081	0.63	-2.8	-1.7	-0.74	6130.0	6.1	1.0
theta[64,1]	-0.4	0.0043	0.34	-1.0	-0.38	0.11	6252.0	6.2	1.0
theta[65,1]	-1.1	0.0067	0.49	-2.0	-1.1	-0.36	5338.0	5.3	1.0
theta[66,1]	-1.2	0.006	0.48	-2.0	-1.1	-0.43	6277.0	6.2	1.0
theta[67,1]	-1.3	0.0073	0.54	-2.3	-1.3	-0.48	5523.0	5.5	1.0
theta[68,1]	1.0	0.0031	0.29	0.57	1.0	1.5	8417.0	8.3	1.0
theta[69,1]	1.2	0.0032	0.29	0.77	1.2	1.7	7976.0	7.9	1.0
theta[70,1]	-0.83	0.0051	0.41	-1.6	-0.8	-0.21	6490.0	6.4	1.0
theta[71,1]	-0.41	0.0043	0.34	-0.98	-0.39	0.11	6202.0	6.1	1.0
theta[72,1]	-0.52	0.0048	0.36	-1.1	-0.5	0.031	5826.0	5.8	1.0
theta[73,1]	-0.69	0.0048	0.39	-1.4	-0.67	-0.084	6698.0	6.6	1.0
theta[74,1]	-0.075	0.0036	0.29	-0.57	-0.06	0.38	6633.0	6.6	1.0
theta[75,1]	-1.4	0.0069	0.55	-2.3	-1.3	-0.55	6222.0	6.1	1.0
theta[76,1]	-0.058	0.0037	0.29	-0.58	-0.044	0.4	6421.0	6.3	1.0
theta[77,1]	-1.2	0.0065	0.52	-2.2	-1.2	-0.44	6409.0	6.3	1.0
theta[78,1]	-0.86	0.0052	0.42	-1.6	-0.83	-0.22	6617.0	6.5	1.0
theta[79,1]	-0.19	0.0036	0.3	-0.71	-0.17	0.28	7230.0	7.1	1.0
theta[80,1]	-1.4	0.0072	0.55	-2.3	-1.3	-0.55	5775.0	5.7	1.0
theta[81,1]	-0.88	0.0054	0.43	-1.6	-0.84	-0.24	6097.0	6.0	1.0
theta[82,1]	0.31	0.0026	0.25	-0.12	0.31	0.71	9269.0	9.2	1.0
theta[83,1]	-0.81	0.0053	0.43	-1.6	-0.78	-0.16	6489.0	6.4	1.0
theta[84,1]	-1.5	0.007	0.57	-2.5	-1.4	-0.62	6551.0	6.5	1.0
theta[85,1]	0.28	0.0028	0.26	-0.15	0.28	0.7	8522.0	8.4	1.0
theta[86,1]	-0.19	0.0034	0.3	-0.71	-0.19	0.27	7745.0	7.6	1.0
theta[87,1]	0.033	0.0031	0.27	-0.41	0.037	0.47	7306.0	7.2	1.0
theta[88,1]	-0.57	0.0044	0.37	-1.2	-0.54	-0.0066	6997.0	6.9	1.0
theta[89,1]	-0.79	0.0055	0.42	-1.5	-0.75	-0.16	5714.0	5.6	1.0
theta[90,1]	-0.026	0.0033	0.28	-0.51	-0.016	0.42	7579.0	7.5	1.0
theta[91,1]	0.28	0.0028	0.26	-0.16	0.29	0.7	8854.0	8.7	1.0
theta[92,1]	-0.038	0.0031	0.28	-0.53	-0.031	0.4	8021.0	7.9	1.0
theta[93,1]	0.95	0.0031	0.27	0.52	0.95	1.4	7481.0	7.4	1.0
theta[94,1]	-1.3	0.0071	0.53	-2.2	-1.2	-0.45	5693.0	5.6	1.0
theta[95,1]	-1.1	0.0063	0.49	-2.0	-1.1	-0.42	6183.0	6.1	1.0
theta[96,1]	-0.38	0.0039	0.33	-0.96	-0.37	0.13	7121.0	7.0	1.0
theta[97,1]	0.69	0.0028	0.26	0.26	0.69	1.1	8676.0	8.6	1.0
theta[98,1]	-1.3	0.0072	0.56	-2.3	-1.3	-0.5	6089.0	6.0	1.0
theta[99,1]	-0.48	0.0043	0.36	-1.1	-0.45	0.074	6958.0	6.9	1.0
theta[100,1]	-1.5	0.0077	0.56	-2.4	-1.4	-0.61	5410.0	5.3	1.0
theta[101,1]	0.32	0.0028	0.26	-0.12	0.32	0.74	8306.0	8.2	1.0
theta[102,1]	0.79	0.0027	0.28	0.35	0.79	1.3	10147.0	10.0	1.0
theta[103,1]	-0.85	0.0061	0.44	-1.6	-0.82	-0.19	5269.0	5.2	1.0
theta[104,1]	-0.34	0.0038	0.33	-0.91	-0.33	0.17	7518.0	7.4	1.0
theta[105,1]	1.2	0.0032	0.28	0.75	1.2	1.7	7832.0	7.7	1.0
theta[106,1]	-0.61	0.0044	0.37	-1.3	-0.59	-0.043	7198.0	7.1	1.0
theta[107,1]	1.1	0.0031	0.28	0.61	1.0	1.5	7926.0	7.8	1.0
theta[108,1]	-0.38	0.0043	0.33	-0.95	-0.35	0.12	5856.0	5.8	1.0
theta[109,1]	-0.7	0.0053	0.42	-1.4	-0.68	-0.067	6332.0	6.3	1.0
theta[110,1]	-0.37	0.004	0.32	-0.93	-0.35	0.14	6617.0	6.5	1.0
theta[111,1]	0.43	0.0028	0.26	0.0061	0.43	0.85	8233.0	8.1	1.0
theta[112,1]	-0.94	0.0055	0.44	-1.7	-0.9	-0.27	6290.0	6.2	1.0
theta[113,1]	-0.29	0.0037	0.31	-0.82	-0.27	0.19	7138.0	7.0	1.0
theta[114,1]	-0.42	0.0044	0.34	-1.0	-0.4	0.1	5942.0	5.9	1.0
theta[115,1]	-0.4	0.0041	0.33	-0.99	-0.37	0.092	6474.0	6.4	1.0
theta[116,1]	0.42	0.0029	0.26	-0.012	0.43	0.84	7811.0	7.7	1.0
theta[117,1]	-0.28	0.0037	0.31	-0.82	-0.26	0.22	7430.0	7.3	1.0
theta[118,1]	-0.87	0.0059	0.45	-1.7	-0.83	-0.2	5798.0	5.7	1.0
theta[119,1]	-1.7	0.0083	0.64	-2.8	-1.7	-0.74	5939.0	5.9	1.0
theta[120,1]	-1.4	0.0065	0.53	-2.3	-1.3	-0.54	6728.0	6.6	1.0
theta[121,1]	-0.23	0.0037	0.31	-0.78	-0.22	0.25	7126.0	7.0	1.0
theta[122,1]	-0.66	0.0052	0.4	-1.4	-0.63	-0.054	5866.0	5.8	1.0
theta[123,1]	0.67	0.0031	0.27	0.22	0.66	1.1	7839.0	7.7	1.0
theta[124,1]	0.4	0.0031	0.27	-0.046	0.4	0.84	7277.0	7.2	1.0
theta[125,1]	-0.67	0.005	0.4	-1.4	-0.64	-0.072	6454.0	6.4	1.0
theta[126,1]	-0.13	0.0035	0.31	-0.66	-0.12	0.35	7772.0	7.7	1.0
theta[127,1]	1.9	0.0035	0.3	1.5	1.9	2.5	7681.0	7.6	1.0
theta[128,1]	-1.5	0.0081	0.57	-2.5	-1.4	-0.63	4897.0	4.8	1.0
theta[129,1]	-0.56	0.0048	0.37	-1.2	-0.53	-0.0092	6064.0	6.0	1.0
theta[130,1]	0.21	0.0031	0.26	-0.22	0.21	0.63	7048.0	7.0	1.0
theta[131,1]	-1.2	0.0068	0.51	-2.2	-1.2	-0.47	5766.0	5.7	1.0
theta[132,1]	0.091	0.0033	0.27	-0.37	0.099	0.53	6863.0	6.8	1.0
theta[133,1]	1.3	0.0034	0.3	0.82	1.3	1.8	8022.0	7.9	1.0
theta[134,1]	0.54	0.0029	0.25	0.13	0.54	0.95	7410.0	7.3	1.0
theta[135,1]	0.78	0.0028	0.26	0.36	0.78	1.2	9061.0	8.9	1.0
theta[136,1]	1.2	0.0035	0.29	0.77	1.2	1.7	6642.0	6.6	1.0
theta[137,1]	0.27	0.0029	0.27	-0.18	0.27	0.71	8274.0	8.2	1.0
theta[138,1]	0.66	0.0029	0.26	0.24	0.66	1.1	8085.0	8.0	1.0
theta[139,1]	0.4	0.0027	0.25	-0.016	0.4	0.82	8867.0	8.8	1.0
theta[140,1]	-0.61	0.0049	0.37	-1.3	-0.58	-0.047	5687.0	5.6	1.0
theta[141,1]	-0.056	0.0032	0.28	-0.55	-0.048	0.39	8031.0	7.9	1.0
theta[142,1]	-0.47	0.0044	0.36	-1.1	-0.45	0.094	6747.0	6.7	1.0
theta[143,1]	-0.9	0.0055	0.44	-1.7	-0.87	-0.24	6415.0	6.3	1.0
theta[144,1]	-1.6	0.0081	0.59	-2.6	-1.6	-0.68	5370.0	5.3	1.0
theta[145,1]	-0.33	0.0037	0.33	-0.89	-0.31	0.17	7930.0	7.8	1.0
theta[146,1]	-0.049	0.0034	0.29	-0.55	-0.04	0.4	7347.0	7.3	1.0
theta[147,1]	0.41	0.0027	0.26	-0.02	0.41	0.84	8810.0	8.7	1.0
theta[148,1]	-0.22	0.0036	0.3	-0.73	-0.21	0.25	7011.0	6.9	1.0
theta[149,1]	1.3	0.0032	0.28	0.87	1.3	1.8	7602.0	7.5	1.0
theta[150,1]	-0.8	0.0053	0.42	-1.5	-0.77	-0.15	6499.0	6.4	1.0
theta[151,1]	-0.42	0.0044	0.35	-1.0	-0.4	0.12	6614.0	6.5	1.0
theta[152,1]	0.1	0.0032	0.27	-0.35	0.11	0.53	6801.0	6.7	1.0
theta[153,1]	0.86	0.0031	0.26	0.43	0.86	1.3	7051.0	7.0	1.0
theta[154,1]	-1.7	0.0072	0.62	-2.8	-1.7	-0.76	7328.0	7.2	1.0
theta[155,1]	-1.5	0.0081	0.58	-2.5	-1.5	-0.64	5119.0	5.1	1.0
theta[156,1]	0.33	0.0032	0.27	-0.11	0.33	0.78	7084.0	7.0	1.0
theta[157,1]	-1.5	0.0074	0.57	-2.5	-1.4	-0.63	5881.0	5.8	1.0
theta[158,1]	-0.3	0.0041	0.31	-0.83	-0.28	0.18	5721.0	5.7	1.0
theta[159,1]	0.95	0.0032	0.27	0.51	0.94	1.4	7255.0	7.2	1.0
theta[160,1]	0.99	0.0031	0.27	0.54	0.99	1.4	7947.0	7.8	1.0
theta[161,1]	0.41	0.0032	0.26	-0.022	0.41	0.83	6712.0	6.6	1.0
theta[162,1]	-0.77	0.0053	0.42	-1.6	-0.74	-0.14	6306.0	6.2	1.0
theta[163,1]	-0.43	0.0041	0.33	-0.99	-0.41	0.089	6667.0	6.6	1.0
theta[164,1]	0.7	0.003	0.26	0.28	0.69	1.1	7353.0	7.3	1.0
theta[165,1]	-0.45	0.0043	0.35	-1.1	-0.42	0.096	6626.0	6.5	1.0
theta[166,1]	0.52	0.0029	0.26	0.11	0.51	0.93	8059.0	8.0	1.0
theta[167,1]	-1.7	0.0076	0.63	-2.8	-1.7	-0.76	6884.0	6.8	1.0
theta[168,1]	0.056	0.0031	0.27	-0.41	0.061	0.49	7667.0	7.6	1.0
theta[169,1]	-1.2	0.0066	0.51	-2.1	-1.2	-0.41	5842.0	5.8	1.0
theta[170,1]	-1.6	0.0081	0.61	-2.7	-1.6	-0.7	5699.0	5.6	1.0
theta[171,1]	0.25	0.0029	0.26	-0.2	0.25	0.68	8419.0	8.3	1.0
theta[172,1]	-0.77	0.0054	0.43	-1.5	-0.73	-0.14	6270.0	6.2	1.0
theta[173,1]	0.27	0.0031	0.26	-0.16	0.28	0.7	6891.0	6.8	1.0
theta[174,1]	-0.44	0.0042	0.34	-1.0	-0.42	0.1	6765.0	6.7	1.0
theta[175,1]	1.2	0.0035	0.3	0.76	1.2	1.7	7384.0	7.3	1.0
theta[176,1]	-1.7	0.0078	0.64	-2.8	-1.7	-0.75	6709.0	6.6	1.0
theta[177,1]	0.52	0.0028	0.26	0.096	0.52	0.95	8534.0	8.4	1.0
theta[178,1]	-0.84	0.0058	0.43	-1.6	-0.81	-0.19	5418.0	5.4	1.0
theta[179,1]	-0.39	0.0042	0.35	-0.99	-0.37	0.13	6724.0	6.6	1.0
theta[180,1]	-0.44	0.0044	0.34	-1.0	-0.42	0.084	5908.0	5.8	1.0
theta[181,1]	0.71	0.003	0.26	0.28	0.71	1.2	7620.0	7.5	1.0
theta[182,1]	-0.58	0.0047	0.38	-1.2	-0.54	-0.0099	6392.0	6.3	1.0
theta[183,1]	1.3	0.0036	0.31	0.82	1.3	1.8	7551.0	7.5	1.0
theta[184,1]	0.48	0.0028	0.26	0.058	0.48	0.9	8168.0	8.1	1.0
theta[185,1]	-0.84	0.0059	0.43	-1.6	-0.8	-0.2	5328.0	5.3	1.0
theta[186,1]	0.54	0.0028	0.26	0.12	0.54	0.97	8139.0	8.0	1.0
theta[187,1]	1.1	0.0031	0.29	0.67	1.1	1.6	8582.0	8.5	1.0
theta[188,1]	-1.3	0.0069	0.52	-2.2	-1.3	-0.53	5772.0	5.7	1.0
theta[189,1]	-0.71	0.0047	0.4	-1.4	-0.68	-0.11	7339.0	7.2	1.0
theta[190,1]	1.6	0.0031	0.28	1.2	1.6	2.1	7852.0	7.8	1.0
theta[191,1]	-1.3	0.0075	0.56	-2.3	-1.3	-0.47	5665.0	5.6	1.0
theta[192,1]	0.65	0.0032	0.27	0.2	0.65	1.1	7186.0	7.1	1.0
theta[193,1]	-0.83	0.0055	0.44	-1.6	-0.79	-0.18	6274.0	6.2	1.0
theta[194,1]	0.98	0.003	0.27	0.54	0.97	1.4	7927.0	7.8	1.0
theta[195,1]	-0.4	0.0043	0.34	-0.97	-0.38	0.11	6076.0	6.0	1.0
theta[196,1]	1.5	0.0037	0.31	1.0	1.5	2.1	7074.0	7.0	1.0
theta[197,1]	-1.1	0.0061	0.48	-1.9	-1.0	-0.33	6095.0	6.0	1.0
theta[198,1]	-0.96	0.0059	0.45	-1.7	-0.93	-0.26	5933.0	5.9	1.0
theta[199,1]	1.1	0.0033	0.28	0.6	1.1	1.5	7046.0	7.0	1.0
theta[200,1]	-0.43	0.0042	0.35	-1.0	-0.41	0.11	6792.0	6.7	1.0
theta[201,1]	-0.32	0.0036	0.31	-0.87	-0.3	0.15	7594.0	7.5	1.0
theta[202,1]	-0.037	0.0032	0.28	-0.51	-0.021	0.4	7861.0	7.8	1.0
theta[203,1]	0.17	0.0034	0.27	-0.29	0.17	0.61	6117.0	6.0	1.0
theta[204,1]	-0.63	0.0047	0.37	-1.3	-0.61	-0.063	6348.0	6.3	1.0
theta[205,1]	0.77	0.003	0.27	0.33	0.76	1.2	8431.0	8.3	1.0
theta[206,1]	-1.3	0.0073	0.53	-2.2	-1.2	-0.47	5291.0	5.2	1.0
theta[207,1]	-1.5	0.0076	0.58	-2.5	-1.4	-0.61	5771.0	5.7	1.0
theta[208,1]	-1.1	0.0064	0.48	-1.9	-1.0	-0.34	5685.0	5.6	1.0
theta[209,1]	0.1	0.0027	0.26	-0.35	0.11	0.52	9317.0	9.2	1.0
theta[210,1]	1.4	0.0032	0.29	0.89	1.4	1.9	8292.0	8.2	1.0
theta[211,1]	-0.4	0.0042	0.34	-1.0	-0.38	0.13	6469.0	6.4	1.0
theta[212,1]	-1.1	0.0067	0.5	-1.9	-1.1	-0.35	5534.0	5.5	1.0
theta[213,1]	0.048	0.0033	0.28	-0.42	0.053	0.49	6912.0	6.8	1.0
theta[214,1]	-0.098	0.0034	0.3	-0.61	-0.089	0.38	7860.0	7.8	1.0
theta[215,1]	1.5	0.0033	0.29	1.0	1.5	2.0	7481.0	7.4	1.0
theta[216,1]	-0.86	0.005	0.43	-1.6	-0.83	-0.23	7292.0	7.2	1.0
theta[217,1]	-0.052	0.0034	0.29	-0.55	-0.046	0.41	7340.0	7.2	1.0
theta[218,1]	1.2	0.0034	0.29	0.7	1.1	1.6	6919.0	6.8	1.0
theta[219,1]	-0.23	0.0036	0.31	-0.76	-0.22	0.25	7200.0	7.1	1.0
theta[220,1]	-0.72	0.0052	0.39	-1.4	-0.7	-0.11	5810.0	5.7	1.0
theta[221,1]	0.95	0.003	0.26	0.51	0.95	1.4	7824.0	7.7	1.0
theta[222,1]	0.21	0.0032	0.26	-0.23	0.22	0.64	6929.0	6.8	1.0
theta[223,1]	0.86	0.0031	0.27	0.43	0.86	1.3	7593.0	7.5	1.0
theta[224,1]	-1.2	0.0065	0.51	-2.1	-1.2	-0.45	6149.0	6.1	1.0
theta[225,1]	-0.43	0.0045	0.36	-1.1	-0.4	0.1	6256.0	6.2	1.0
theta[226,1]	-0.68	0.0051	0.4	-1.4	-0.65	-0.07	6270.0	6.2	1.0
theta[227,1]	-0.2	0.0039	0.31	-0.73	-0.18	0.28	6370.0	6.3	1.0
theta[228,1]	0.16	0.0032	0.27	-0.3	0.17	0.61	7431.0	7.3	1.0
theta[229,1]	-0.29	0.0042	0.33	-0.86	-0.27	0.21	6026.0	6.0	1.0
theta[230,1]	-1.4	0.0076	0.54	-2.3	-1.3	-0.53	5091.0	5.0	1.0
theta[231,1]	-1.5	0.0072	0.56	-2.4	-1.4	-0.62	6047.0	6.0	1.0
theta[232,1]	-1.2	0.007	0.52	-2.1	-1.1	-0.41	5521.0	5.5	1.0
theta[233,1]	-0.5	0.0048	0.37	-1.1	-0.47	0.065	5732.0	5.7	1.0
theta[234,1]	-0.89	0.0055	0.45	-1.7	-0.85	-0.24	6536.0	6.5	1.0
theta[235,1]	-0.54	0.0048	0.37	-1.2	-0.51	0.027	6136.0	6.1	1.0
theta[236,1]	1.6	0.0036	0.32	1.1	1.6	2.1	7712.0	7.6	1.0
theta[237,1]	-1.3	0.007	0.53	-2.2	-1.3	-0.48	5819.0	5.7	1.0
theta[238,1]	0.39	0.0027	0.25	-0.013	0.39	0.79	8393.0	8.3	1.0
theta[239,1]	-0.037	0.0033	0.29	-0.52	-0.027	0.41	7522.0	7.4	1.0
theta[240,1]	-1.5	0.0076	0.56	-2.5	-1.4	-0.63	5477.0	5.4	1.0
theta[241,1]	-0.62	0.0045	0.37	-1.3	-0.59	-0.07	6727.0	6.6	1.0
theta[242,1]	0.59	0.0029	0.26	0.17	0.58	1.0	8124.0	8.0	1.0
theta[243,1]	0.6	0.0029	0.26	0.18	0.59	1.0	7857.0	7.8	1.0
theta[244,1]	0.81	0.0033	0.27	0.37	0.81	1.3	6812.0	6.7	1.0
theta[245,1]	-0.6	0.0049	0.39	-1.3	-0.57	-0.01	6242.0	6.2	1.0
theta[246,1]	0.69	0.0032	0.26	0.28	0.69	1.1	6716.0	6.6	1.0
theta[247,1]	0.68	0.0032	0.27	0.23	0.68	1.1	7458.0	7.4	1.0
theta[248,1]	-1.6	0.008	0.59	-2.6	-1.6	-0.68	5414.0	5.3	1.0
theta[249,1]	-0.1	0.0034	0.29	-0.6	-0.097	0.35	7214.0	7.1	1.0
theta[250,1]	-1.1	0.0058	0.48	-1.9	-1.0	-0.35	6823.0	6.7	1.0
theta[251,1]	-1.0	0.006	0.48	-1.9	-0.99	-0.3	6476.0	6.4	1.0
theta[252,1]	-1.5	0.0075	0.57	-2.5	-1.4	-0.62	5812.0	5.7	1.0
theta[253,1]	0.71	0.0029	0.26	0.27	0.7	1.1	8229.0	8.1	1.0
theta[254,1]	-0.35	0.0042	0.34	-0.93	-0.33	0.18	6459.0	6.4	1.0
theta[255,1]	-0.34	0.0036	0.32	-0.88	-0.32	0.17	7903.0	7.8	1.0
theta[256,1]	-1.2	0.0065	0.53	-2.2	-1.2	-0.45	6532.0	6.5	1.0
theta[257,1]	-1.5	0.008	0.57	-2.5	-1.4	-0.6	5157.0	5.1	1.0
theta[258,1]	-0.37	0.0044	0.33	-0.94	-0.35	0.13	5807.0	5.7	1.0
theta[259,1]	0.25	0.0029	0.27	-0.2	0.25	0.68	8497.0	8.4	1.0
theta[260,1]	-0.15	0.0034	0.29	-0.65	-0.14	0.32	7583.0	7.5	1.0
theta[261,1]	0.12	0.0029	0.27	-0.32	0.13	0.56	8654.0	8.5	1.0
theta[262,1]	0.68	0.0033	0.27	0.23	0.68	1.1	6769.0	6.7	1.0
theta[263,1]	0.47	0.0028	0.26	0.044	0.47	0.9	8519.0	8.4	1.0
theta[264,1]	-0.63	0.0049	0.39	-1.3	-0.59	-0.044	6226.0	6.1	1.0
theta[265,1]	-0.83	0.0057	0.43	-1.6	-0.79	-0.19	5825.0	5.8	1.0
theta[266,1]	1.4	0.0034	0.3	0.94	1.4	1.9	7566.0	7.5	1.0
theta[267,1]	-0.16	0.0038	0.29	-0.67	-0.15	0.29	5807.0	5.7	1.0
theta[268,1]	0.31	0.003	0.27	-0.13	0.32	0.76	8218.0	8.1	1.0
theta[269,1]	-0.73	0.005	0.4	-1.4	-0.7	-0.14	6336.0	6.3	1.0
theta[270,1]	-0.005	0.0029	0.28	-0.48	0.01	0.44	9424.0	9.3	1.0
theta[271,1]	-1.4	0.0075	0.55	-2.4	-1.4	-0.58	5374.0	5.3	1.0
theta[272,1]	0.32	0.0029	0.27	-0.12	0.32	0.76	8448.0	8.3	1.0
theta[273,1]	-0.68	0.0052	0.42	-1.4	-0.65	-0.048	6463.0	6.4	1.0
theta[274,1]	-0.16	0.0039	0.31	-0.7	-0.15	0.32	6146.0	6.1	1.0
theta[275,1]	0.029	0.0033	0.28	-0.45	0.041	0.48	7115.0	7.0	1.0
theta[276,1]	1.3	0.0032	0.28	0.81	1.3	1.7	7741.0	7.6	1.0
theta[277,1]	0.044	0.0033	0.29	-0.44	0.057	0.49	7482.0	7.4	1.0
theta[278,1]	-0.81	0.0055	0.43	-1.6	-0.77	-0.16	6222.0	6.1	1.0
theta[279,1]	-1.1	0.0068	0.49	-2.0	-1.1	-0.39	5198.0	5.1	1.0
theta[280,1]	-1.1	0.0065	0.49	-1.9	-1.0	-0.33	5677.0	5.6	1.0
theta[281,1]	-1.4	0.0073	0.55	-2.4	-1.3	-0.53	5756.0	5.7	1.0
theta[282,1]	1.5	0.0034	0.29	1.0	1.5	2.0	7483.0	7.4	1.0
theta[283,1]	-0.55	0.0048	0.38	-1.2	-0.52	0.024	6250.0	6.2	1.0
theta[284,1]	-1.7	0.0073	0.63	-2.8	-1.7	-0.74	7428.0	7.3	1.0
theta[285,1]	-1.1	0.0064	0.49	-1.9	-1.0	-0.32	5818.0	5.7	1.0
theta[286,1]	-0.16	0.0034	0.29	-0.67	-0.16	0.3	7367.0	7.3	1.0
theta[287,1]	0.088	0.0031	0.27	-0.38	0.094	0.52	7532.0	7.4	1.0
