sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
102,24,47,59,69,91,75,66,57,63,44,60,45,54,44,37,25,23,17,20,14,25,23,18,10,6,6,7,3,6,4,0,2,1,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
103,40,46,67,65,57,76,66,77,47,56,49,53,39,48,33,28,30,17,23,26,25,20,12,11,7,5,3,6,3,4,0,1,4,0,1,0,1,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0
104,28,54,54,68,68,80,84,58,41,62,54,44,43,47,28,34,33,19,28,23,12,13,12,11,9,8,6,7,7,3,1,2,2,2,0,0,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
105,36,45,56,71,57,69,79,69,67,47,51,43,40,45,41,31,24,27,16,28,13,13,11,13,11,13,6,8,1,4,4,4,0,2,1,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
106,37,45,65,65,77,84,69,64,50,47,37,37,42,30,38,41,37,30,17,17,19,25,15,11,9,4,9,7,4,3,2,1,3,3,0,0,0,2,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
107,38,34,72,67,69,71,64,62,68,59,42,40,44,40,35,34,32,34,18,30,9,20,11,9,8,7,15,2,3,2,1,4,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
108,42,46,60,64,72,84,80,53,60,47,48,49,34,34,37,30,27,31,26,17,20,17,14,10,12,9,3,3,1,3,4,5,1,1,2,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
109,33,54,55,93,62,68,72,56,63,45,50,42,50,38,24,28,20,23,24,27,23,16,9,17,4,12,12,6,5,3,2,4,1,1,2,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
110,37,37,70,66,65,73,72,69,72,49,44,31,47,41,27,30,29,31,35,15,19,15,19,6,10,13,4,5,2,1,3,4,2,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
111,32,42,70,59,65,74,67,73,64,49,44,49,40,49,38,28,31,23,19,27,15,18,16,11,10,8,6,6,4,3,1,3,1,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
112,26,55,77,67,65,66,69,69,55,58,50,41,46,31,42,23,30,17,24,22,16,17,12,13,14,14,2,8,4,2,4,1,0,3,1,3,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0
113,36,48,62,71,65,68,77,50,67,60,39,51,36,40,30,38,30,27,19,19,19,17,22,11,13,5,7,6,0,1,7,0,1,1,1,2,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
114,34,54,61,58,68,69,76,69,62,43,55,53,37,36,36,34,27,22,24,14,18,18,13,11,9,10,10,6,5,7,1,2,0,2,2,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
115,46,44,55,70,56,75,75,53,71,60,60,41,22,33,41,35,33,19,20,24,27,17,9,11,7,11,9,7,2,3,3,1,1,3,3,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
116,32,59,52,81,67,60,81,69,46,62,49,46,46,37,31,30,25,26,19,18,19,14,18,15,7,7,10,3,6,2,3,3,0,3,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
117,39,60,56,58,73,62,67,64,71,57,48,53,51,30,36,31,23,27,28,20,16,19,7,9,7,9,7,2,4,5,1,2,3,0,0,1,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0
118,33,51,77,83,59,73,69,51,51,50,50,44,41,47,29,32,20,32,22,25,17,23,14,11,6,8,3,6,9,1,1,2,3,0,2,0,0,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0
119,39,55,58,73,76,72,70,49,53,50,56,39,46,33,24,41,27,35,23,25,20,15,17,8,6,8,4,8,3,5,1,2,1,2,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
120,30,57,77,62,78,75,65,52,55,55,48,47,41,43,26,33,34,26,23,27,16,12,10,14,8,7,2,11,3,5,1,0,1,1,1,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
121,35,42,57,66,81,64,66,57,71,66,47,45,40,39,46,34,24,26,24,13,13,17,14,12,13,8,5,6,2,3,2,3,3,2,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
122,40,51,71,57,73,63,48,81,60,59,42,35,44,40,36,42,28,24,20,28,17,23,14,7,12,5,3,6,2,2,6,1,2,4,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
123,33,54,50,55,69,66,80,65,62,52,51,46,33,45,50,35,33,27,23,17,17,15,11,11,7,8,2,3,7,1,5,5,2,1,1,1,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0
