k1,k2,sk,lb,ub,pval
16,15,0.969011,0.94994,0.979738,0.5685
17,0,0.706794,0.666269,0.727056,0.691
17,1,0.607867,0.563766,0.630513,0.707
17,2,0.703218,0.676996,0.736591,0.40025
17,3,0.871275,0.831943,0.885578,0.79375
17,4,0.9559,0.942789,0.97497,0.35575
17,5,0.698451,0.663886,0.728248,0.54825
17,6,0.854589,0.821216,0.873659,0.647
17,7,0.961859,0.945173,0.97497,0.4915
17,8,0.362336,0.331347,0.410012,0.33125
17,9,0.77354,0.733015,0.804529,0.62325
17,10,0.760429,0.722288,0.790226,0.56575
17,11,0.960667,0.938021,0.970203,0.74775
17,12,0.973778,0.947557,0.977354,0.89725
17,13,0.989273,0.963051,0.986889,0.9925
17,14,0.742551,0.705602,0.775924,0.4985
17,15,0.973778,0.958284,0.984505,0.5755
17,16,0.990465,0.959476,0.985697,0.999
18,0,0.706387,0.684461,0.743565,0.33225
18,1,0.626311,0.598665,0.664442,0.36425
18,2,0.714013,0.690181,0.749285,0.3245
18,3,0.819828,0.793136,0.84652,0.503
18,4,0.887512,0.857007,0.905624,0.71725
18,5,0.709524,0.672381,0.735238,0.5745
18,6,0.805714,0.793333,0.844762,0.14325
18,7,0.878095,0.861905,0.909524,0.277
18,8,0.431429,0.387619,0.462857,0.609
18,9,0.740952,0.709524,0.773333,0.5185
18,10,0.748571,0.712381,0.773333,0.6415
18,11,0.887619,0.858095,0.905714,0.66875
18,12,0.890476,0.861905,0.909524,0.643
18,13,0.892381,0.866667,0.914286,0.52175
18,14,0.714797,0.700477,0.768496,0.1275
18,15,0.889021,0.865155,0.915274,0.467
18,16,0.884248,0.861575,0.912888,0.3625
18,17,0.886635,0.863962,0.915274,0.3605
19,0,0.700667,0.672069,0.729266,0.5465
19,1,0.603432,0.57102,0.632984,0.498
19,2,0.702574,0.677788,0.734986,0.3895
19,3,0.84652,0.819828,0.871306,0.48825
19,4,0.937083,0.91897,0.955195,0.50725
19,5,0.692381,0.66381,0.724762,0.41425
19,6,0.83619,0.813333,0.862857,0.4135
19,7,0.939048,0.921905,0.95619,0.43775
19,8,0.385714,0.345714,0.42,0.51075
19,9,0.76,0.724762,0.790476,0.52575
19,10,0.75619,0.717143,0.782857,0.6235
19,11,0.940952,0.914286,0.951429,0.7695
19,12,0.94381,0.924762,0.96,0.567
19,13,0.955238,0.93619,0.968571,0.621
19,14,0.731504,0.701671,0.772076,0.3535
19,15,0.948687,0.930788,0.966587,0.464
19,16,0.951074,0.929594,0.966587,0.5155
19,17,0.958234,0.936754,0.97136,0.60275
19,18,0.927619,0.849524,0.9,1.0
20,0,0.747619,0.711429,0.770476,0.64775
20,1,0.661905,0.630476,0.694286,0.48025
20,2,0.755238,0.72,0.778095,0.619
20,3,0.819048,0.80381,0.854286,0.23325
20,4,0.873333,0.846667,0.894286,0.559
20,5,0.734539,0.70314,0.762131,0.56575
20,6,0.823977,0.812559,0.861085,0.1505
20,7,0.882969,0.856327,0.901998,0.60175
20,8,0.443387,0.407231,0.481446,0.43475
20,9,0.732636,0.714558,0.777355,0.198
20,10,0.764986,0.726927,0.78687,0.6755
20,11,0.87726,0.854424,0.899144,0.4775
20,12,0.876308,0.855376,0.901047,0.43225
20,13,0.882017,0.857279,0.90295,0.541
20,14,0.76758,0.721097,0.786651,0.79075
20,15,0.884386,0.853397,0.903456,0.62
20,16,0.879619,0.852205,0.902265,0.55575
20,17,0.877235,0.852205,0.902265,0.454
20,18,0.82,0.808571,0.86,0.14975
20,19,0.858095,0.840952,0.889524,0.306
21,0,0.721905,0.689524,0.747619,0.58775
21,1,0.626667,0.591429,0.654286,0.5745
21,2,0.733333,0.699048,0.75619,0.667
21,3,0.842857,0.830476,0.88,0.1615
21,4,0.929524,0.911429,0.948571,0.3715
21,5,0.716461,0.683159,0.744053,0.57675
21,6,0.857279,0.826832,0.874405,0.63175
21,7,0.944814,0.921979,0.955281,0.7325
21,8,0.394862,0.358706,0.433873,0.41375
21,9,0.758325,0.72883,0.79353,0.36125
21,10,0.764034,0.731684,0.79353,0.53175
21,11,0.931494,0.91627,0.950523,0.37975
21,12,0.938154,0.921979,0.955281,0.43375
21,13,0.949572,0.930542,0.962892,0.60975
21,14,0.750894,0.715137,0.785459,0.47175
21,15,0.946365,0.929678,0.965435,0.56175
21,16,0.943981,0.923719,0.960667,0.4995
21,17,0.946365,0.929678,0.965435,0.451
21,18,0.866667,0.853333,0.902857,0.22775
21,19,0.921905,0.907619,0.946667,0.317
21,20,0.921028,0.847764,0.894386,1.0
22,0,0.708571,0.68,0.737143,0.51575
22,1,0.609524,0.577143,0.640952,0.50475
22,2,0.72,0.684762,0.741905,0.60125
22,3,0.85619,0.833333,0.882857,0.3845
22,4,0.948571,0.932381,0.964762,0.493
22,5,0.701237,0.673644,0.734539,0.42025
22,6,0.85157,0.828735,0.876308,0.45775
22,7,0.960038,0.938154,0.96765,0.78775
22,8,0.383444,0.345385,0.4196,0.49175
22,9,0.773549,0.732636,0.798287,0.64125
22,10,0.764034,0.727878,0.792578,0.58225
22,11,0.946717,0.931494,0.962892,0.436
22,12,0.957184,0.941009,0.970504,0.602
22,13,0.970504,0.951475,0.978116,0.80325
22,14,0.744934,0.712753,0.781883,0.4395
22,15,0.964243,0.946365,0.976162,0.62
22,16,0.964243,0.945173,0.976162,0.60775
22,17,0.969011,0.951132,0.979738,0.61825
22,18,0.881905,0.861905,0.910476,0.36775
22,19,0.944762,0.924762,0.96,0.53325
22,20,0.900095,0.854424,0.900095,0.973
22,21,0.973359,0.921979,0.957184,1.0
23,0,0.730476,0.704762,0.761905,0.45825
23,1,0.646667,0.614286,0.678095,0.50275
23,2,0.73619,0.710476,0.768571,0.39225
23,3,0.834286,0.811429,0.860952,0.424
23,4,0.886667,0.870476,0.915238,0.32625
23,5,0.72883,0.693625,0.753568,0.6385
23,6,0.827783,0.813511,0.862036,0.15725
23,7,0.898192,0.876308,0.920076,0.45275
23,8,0.43197,0.392959,0.468126,0.55425
23,9,0.751665,0.718363,0.781161,0.507
23,10,0.768792,0.727878,0.787821,0.75725
23,11,0.898192,0.873454,0.917222,0.56275
23,12,0.901047,0.875357,0.919125,0.58
23,13,0.906755,0.880114,0.923882,0.626
23,14,0.753278,0.718713,0.783075,0.5355
23,15,0.901073,0.877235,0.923719,0.45975
23,16,0.901073,0.876043,0.922527,0.5375
23,17,0.901073,0.879619,0.926103,0.46525
23,18,0.850476,0.820952,0.871429,0.59125
23,19,0.882857,0.861905,0.908571,0.417
23,20,0.899144,0.82588,0.873454,1.0
23,21,0.911513,0.867745,0.911513,0.97375
23,22,0.907707,0.876308,0.920076,0.8
24,0,0.714286,0.67619,0.733333,0.698
24,1,0.607619,0.577143,0.639048,0.50875
24,2,0.714286,0.684762,0.740952,0.49225
24,3,0.861905,0.834286,0.88381,0.56175
24,4,0.948571,0.932381,0.964762,0.432
24,5,0.705043,0.67079,0.731684,0.54625
24,6,0.857279,0.826832,0.875357,0.654
24,7,0.956232,0.938154,0.968601,0.56525
24,8,0.383444,0.344434,0.418649,0.514
24,9,0.775452,0.732636,0.798287,0.6785
24,10,0.765937,0.725024,0.790676,0.63275
24,11,0.94862,0.932445,0.963844,0.4895
24,12,0.957184,0.941009,0.970504,0.53825
24,13,0.970504,0.952426,0.979068,0.7155
24,14,0.742551,0.710369,0.779499,0.39625
24,15,0.969011,0.946365,0.976162,0.781
24,16,0.964243,0.946365,0.977354,0.53
24,17,0.969011,0.953516,0.982122,0.53125
24,18,0.88381,0.861905,0.910476,0.4
24,19,0.946667,0.928571,0.96381,0.552
24,20,0.886775,0.854424,0.900095,0.77375
24,21,0.94862,0.922931,0.957184,0.805
24,22,0.961941,0.94196,0.971456,0.71125
24,23,0.928639,0.875357,0.920076,0.99725
25,0,0.589133,0.540515,0.601525,0.88
25,1,0.630124,0.57102,0.632984,0.952
25,2,0.554814,0.537655,0.599619,0.158
25,3,0.469018,0.452812,0.513823,0.192
25,4,0.428027,0.399428,0.458532,0.52275
25,5,0.569524,0.532381,0.593333,0.68025
25,6,0.489524,0.468571,0.530476,0.2945
25,7,0.430476,0.398095,0.45619,0.5295
25,8,0.591429,0.568571,0.631429,0.2665
25,9,0.497143,0.464762,0.529524,0.49325
25,10,0.49619,0.489524,0.554286,0.06475
25,11,0.432381,0.404762,0.462857,0.46525
25,12,0.421905,0.395238,0.453333,0.3755
25,13,0.41619,0.389524,0.447619,0.442
25,14,0.536993,0.5,0.570406,0.55625
25,15,0.424821,0.389021,0.451074,0.6045
25,16,0.420048,0.383055,0.446301,0.55925
25,17,0.412888,0.380668,0.442721,0.49875
25,18,0.467112,0.428027,0.488084,0.7305
25,19,0.427073,0.396568,0.455672,0.56975
25,20,0.470476,0.441905,0.504762,0.37175
25,21,0.43619,0.408571,0.467619,0.4725
25,22,0.426667,0.394286,0.453333,0.553
25,23,0.44,0.428571,0.490476,0.087
25,24,0.417143,0.393333,0.451429,0.3425
26,0,0.530982,0.502383,0.56244,0.5105
26,1,0.612011,0.546235,0.607245,0.99025
26,2,0.51001,0.499523,0.561487,0.1005
26,3,0.418494,0.402288,0.463298,0.17225
26,4,0.373689,0.344137,0.400381,0.5565
26,5,0.527619,0.495238,0.55619,0.58375
26,6,0.438095,0.417143,0.478095,0.272
26,7,0.375238,0.345714,0.400952,0.56075
26,8,0.604762,0.573333,0.635238,0.46025
26,9,0.453333,0.426667,0.491429,0.351
26,10,0.467619,0.449524,0.514286,0.20225
26,11,0.377143,0.350476,0.406667,0.48125
26,12,0.370476,0.342857,0.397143,0.50275
26,13,0.360952,0.333333,0.388571,0.4755
26,14,0.488067,0.458234,0.527446,0.36575
26,15,0.359189,0.335322,0.394988,0.40275
26,16,0.352029,0.331742,0.390215,0.3025
26,17,0.349642,0.325776,0.384248,0.35125
26,18,0.42326,0.377502,0.43756,0.8495
26,19,0.369876,0.343184,0.399428,0.5085
26,20,0.405714,0.395238,0.454286,0.116
26,21,0.371429,0.355238,0.411429,0.2355
26,22,0.365714,0.339048,0.395238,0.4315
26,23,0.39619,0.381905,0.440952,0.20075
26,24,0.361905,0.338095,0.394286,0.35775
26,25,0.815238,0.747619,0.812381,0.9795
27,0,0.624404,0.570067,0.636797,0.88575
27,1,0.63489,0.580553,0.647283,0.91
27,2,0.601525,0.572927,0.639657,0.3905
27,3,0.572927,0.527169,0.593899,0.771
27,4,0.535748,0.493804,0.5653,0.62675
27,5,0.592381,0.561905,0.629524,0.42025
27,6,0.571429,0.53619,0.605714,0.4855
27,7,0.535238,0.499048,0.571429,0.54125
27,8,0.545714,0.528571,0.594286,0.16525
27,9,0.539048,0.520952,0.586667,0.21025
27,10,0.555238,0.539048,0.60381,0.1635
27,11,0.535238,0.502857,0.574286,0.4935
27,12,0.526667,0.495238,0.566667,0.4095
27,13,0.526667,0.491429,0.56381,0.523
27,14,0.584726,0.541766,0.614558,0.59425
27,15,0.541766,0.48926,0.565632,0.78175
27,16,0.536993,0.484487,0.560859,0.754
27,17,0.529833,0.483294,0.558473,0.68975
27,18,0.554814,0.510963,0.5796,0.734
27,19,0.530029,0.49285,0.563394,0.57675
27,20,0.552381,0.522857,0.590476,0.3935
27,21,0.535238,0.499048,0.570476,0.464
27,22,0.535238,0.491429,0.56381,0.626
27,23,0.533333,0.513333,0.58381,0.1865
27,24,0.527619,0.493333,0.565714,0.48975
27,25,0.704762,0.648571,0.718095,0.9125
27,26,0.718095,0.635238,0.707619,0.9955
28,0,0.57388,0.551001,0.617731,0.2745
28,1,0.611058,0.551001,0.617731,0.9335
28,2,0.583413,0.554814,0.621544,0.44825
28,3,0.566254,0.523356,0.591039,0.68675
28,4,0.548141,0.505243,0.574833,0.68625
28,5,0.578095,0.546667,0.612381,0.50875
28,6,0.553333,0.532381,0.6,0.22675
28,7,0.551429,0.506667,0.578095,0.69425
28,8,0.529524,0.507619,0.571429,0.254
28,9,0.549524,0.517143,0.58381,0.5035
28,10,0.531429,0.531429,0.595238,0.02825
28,11,0.541905,0.505714,0.57619,0.443
28,12,0.540952,0.504762,0.575238,0.501
28,13,0.539048,0.502857,0.574286,0.5385
28,14,0.562053,0.533413,0.605012,0.3595
28,15,0.557279,0.5,0.573986,0.8565
28,16,0.547733,0.495227,0.570406,0.746
28,17,0.542959,0.495227,0.570406,0.70425
28,18,0.554814,0.512869,0.581506,0.67075
28,19,0.530029,0.502383,0.571973,0.3565
28,20,0.541905,0.520952,0.588571,0.19525
28,21,0.538095,0.510476,0.58,0.353
28,22,0.541905,0.502857,0.573333,0.556
28,23,0.54381,0.519048,0.587619,0.3225
28,24,0.54,0.502857,0.574286,0.524
28,25,0.688571,0.64,0.708571,0.77175
28,26,0.707619,0.628571,0.699048,0.99
28,27,0.713333,0.601905,0.668571,1.0
29,0,0.679695,0.647283,0.706387,0.561
29,1,0.632984,0.591992,0.655863,0.70275
29,2,0.693041,0.651096,0.711153,0.739
29,3,0.742612,0.709247,0.765491,0.6265
29,4,0.781697,0.745472,0.799809,0.741
29,5,0.673333,0.639048,0.698095,0.578
29,6,0.720952,0.713333,0.768571,0.086
29,7,0.78381,0.750476,0.804762,0.68275
29,8,0.451429,0.435238,0.501905,0.19875
29,9,0.688571,0.649524,0.711429,0.6675
29,10,0.668571,0.66,0.720952,0.10325
29,11,0.778095,0.748571,0.800952,0.5775
29,12,0.780952,0.748571,0.802857,0.6155
29,13,0.780952,0.750476,0.805714,0.54
29,14,0.684964,0.653938,0.720764,0.4655
29,15,0.77327,0.74821,0.805489,0.42375
29,16,0.77327,0.74463,0.803103,0.44825
29,17,0.77327,0.74821,0.806683,0.4225
29,18,0.755005,0.714967,0.773117,0.758
29,19,0.766444,0.738799,0.79409,0.446
29,20,0.728571,0.718095,0.774286,0.097
29,21,0.768571,0.74381,0.798095,0.4155
29,22,0.774286,0.747619,0.802857,0.43775
29,23,0.757143,0.726667,0.781905,0.55275
29,24,0.78,0.748571,0.802857,0.57875
29,25,0.578095,0.55619,0.62381,0.30175
29,26,0.528571,0.510476,0.579048,0.19625
29,27,0.58381,0.59619,0.664762,0.0085
29,28,0.628571,0.602857,0.671429,0.307
30,0,0.71592,0.677788,0.734032,0.75075
30,1,0.629171,0.585319,0.64919,0.77975
30,2,0.712107,0.685415,0.741659,0.47325
30,3,0.837941,0.810296,0.86082,0.5315
30,4,0.920877,0.894185,0.935176,0.7265
30,5,0.694286,0.672381,0.732381,0.32525
30,6,0.821905,0.808571,0.857143,0.2005
30,7,0.920952,0.9,0.938095,0.5555
30,8,0.392381,0.365714,0.438095,0.29175
30,9,0.757143,0.721905,0.784762,0.6235
30,10,0.746667,0.717143,0.78,0.458
30,11,0.915238,0.895238,0.934286,0.5455
30,12,0.92,0.899048,0.938095,0.4875
30,13,0.929524,0.909524,0.946667,0.52425
30,14,0.732697,0.702864,0.770883,0.39575
30,15,0.928401,0.904535,0.945107,0.64675
30,16,0.930788,0.903341,0.943914,0.72075
30,17,0.933174,0.909308,0.948687,0.65825
30,18,0.869399,0.832221,0.883699,0.7835
30,19,0.915157,0.889418,0.93041,0.68475
30,20,0.846667,0.829524,0.877143,0.29925
30,21,0.907619,0.886667,0.927619,0.5185
30,22,0.922857,0.9,0.939048,0.5535
30,23,0.875238,0.846667,0.893333,0.63325
30,24,0.926667,0.90381,0.942857,0.65875
30,25,0.461905,0.429524,0.493333,0.47125
30,26,0.400952,0.377143,0.44,0.342
30,27,0.54381,0.520952,0.594286,0.233
30,28,0.561905,0.535238,0.607619,0.3515
30,29,0.80381,0.766667,0.822857,0.726
31,0,0.698761,0.670162,0.728313,0.4975
31,1,0.625357,0.586273,0.64919,0.615
31,2,0.691134,0.679695,0.735939,0.16375
31,3,0.801716,0.78265,0.834128,0.3315
31,4,0.873213,0.847474,0.894185,0.56125
31,5,0.688571,0.662857,0.721905,0.38925
31,6,0.791429,0.779048,0.831429,0.15525
31,7,0.879048,0.852381,0.898095,0.59625
31,8,0.417143,0.384762,0.457143,0.37375
31,9,0.74,0.700952,0.764762,0.71475
31,10,0.72381,0.700952,0.761905,0.319
31,11,0.879048,0.849524,0.894286,0.72125
31,12,0.87619,0.852381,0.898095,0.47875
31,13,0.887619,0.859048,0.904762,0.6405
31,14,0.73389,0.688544,0.75537,0.744
31,15,0.884248,0.854415,0.902148,0.659
31,16,0.891408,0.855609,0.903341,0.8415
31,17,0.891408,0.859189,0.906921,0.773
31,18,0.840801,0.795043,0.84938,0.88125
31,19,0.886559,0.842707,0.890372,0.94475
31,20,0.802857,0.79619,0.847619,0.08725
31,21,0.865714,0.840952,0.888571,0.479
31,22,0.879048,0.853333,0.899048,0.546
31,23,0.837143,0.811429,0.861905,0.54425
31,24,0.879048,0.855238,0.900952,0.5245
31,25,0.482857,0.466667,0.533333,0.1285
31,26,0.435238,0.417143,0.48381,0.19175
31,27,0.566667,0.54381,0.61619,0.22
31,28,0.569524,0.55619,0.627619,0.102
31,29,0.809524,0.770476,0.825714,0.808
31,30,0.895238,0.851429,0.898095,0.94725
32,0,0.653956,0.612965,0.676835,0.68475
32,1,0.620591,0.583413,0.64919,0.5665
32,2,0.667302,0.620591,0.683508,0.84075
32,3,0.655863,0.631077,0.695901,0.29425
32,4,0.679695,0.641563,0.70734,0.64175
32,5,0.662857,0.606667,0.669524,0.927
32,6,0.657143,0.64,0.701905,0.19125
32,7,0.67619,0.644762,0.709524,0.46375
32,8,0.5,0.472381,0.539048,0.3975
32,9,0.647619,0.597143,0.659048,0.8815
32,10,0.625714,0.609524,0.671429,0.17675
32,11,0.678095,0.64381,0.708571,0.5135
32,12,0.677143,0.642857,0.708571,0.5065
32,13,0.679048,0.642857,0.709524,0.56325
32,14,0.651551,0.606205,0.673031,0.704
32,15,0.658711,0.637232,0.708831,0.19725
32,16,0.661098,0.636038,0.706444,0.2765
32,17,0.663484,0.639618,0.708831,0.32325
32,18,0.679695,0.628217,0.693041,0.8515
32,19,0.679695,0.63775,0.703527,0.72025
32,20,0.657143,0.63619,0.699048,0.2255
32,21,0.666667,0.644762,0.709524,0.30025
32,22,0.666667,0.64381,0.709524,0.30125
32,23,0.678095,0.639048,0.70381,0.66475
32,24,0.678095,0.640952,0.707619,0.561
32,25,0.613333,0.593333,0.66381,0.16175
32,26,0.571429,0.564762,0.63619,0.0545
32,27,0.571429,0.605714,0.670476,0.00025
32,28,0.599048,0.605714,0.672381,0.0085
32,29,0.785714,0.688571,0.754286,0.99975
32,30,0.707619,0.665714,0.730476,0.707
32,31,0.717143,0.675238,0.740952,0.67525
33,0,0.686368,0.653003,0.71306,0.55375
33,1,0.601525,0.575786,0.638704,0.36475
33,2,0.682555,0.660629,0.71878,0.27825
33,3,0.796949,0.767398,0.822688,0.5005
33,4,0.876072,0.837941,0.886559,0.82675
33,5,0.68381,0.647619,0.708571,0.5925
33,6,0.788571,0.766667,0.82,0.37575
33,7,0.874286,0.845714,0.893333,0.68675
33,8,0.410476,0.380952,0.453333,0.36
33,9,0.739048,0.692381,0.755238,0.8275
33,10,0.713333,0.688571,0.753333,0.3275
33,11,0.868571,0.840952,0.888571,0.6535
33,12,0.875238,0.845714,0.893333,0.68325
33,13,0.882857,0.853333,0.9,0.689
33,14,0.725537,0.678998,0.74821,0.8015
33,15,0.873508,0.847255,0.898568,0.538
33,16,0.875895,0.847255,0.897375,0.599
33,17,0.880668,0.852029,0.902148,0.62225
33,18,0.826501,0.789323,0.843661,0.76525
33,19,0.868446,0.836034,0.885605,0.72525
33,20,0.807619,0.782857,0.83619,0.4045
33,21,0.855238,0.833333,0.881905,0.4125
33,22,0.872381,0.845714,0.893333,0.56125
33,23,0.832381,0.799048,0.852381,0.6575
33,24,0.878095,0.847619,0.89619,0.704
33,25,0.493333,0.470476,0.538095,0.25175
33,26,0.430476,0.419048,0.485714,0.0925
33,27,0.546667,0.540952,0.615238,0.035
33,28,0.572381,0.55619,0.628571,0.117
33,29,0.81619,0.768571,0.825714,0.90425
33,30,0.882857,0.848571,0.895238,0.8245
33,31,0.86381,0.828571,0.877143,0.7935
33,32,0.773333,0.67619,0.742857,1.0
34,0,0.695901,0.665396,0.722593,0.52525
34,1,0.601525,0.570067,0.631077,0.54075
34,2,0.705434,0.675882,0.732126,0.5805
34,3,0.848427,0.819828,0.871306,0.59625
34,4,0.944709,0.91897,0.955195,0.803
34,5,0.693333,0.66,0.72,0.534
34,6,0.834286,0.808571,0.859048,0.43175
34,7,0.942857,0.921905,0.95619,0.6305
34,8,0.372381,0.344762,0.41619,0.29125
34,9,0.758095,0.721905,0.788571,0.511
34,10,0.747619,0.717143,0.781905,0.4715
34,11,0.940952,0.91619,0.952381,0.79625
34,12,0.949524,0.92381,0.958095,0.79275
34,13,0.959048,0.938095,0.968571,0.77225
34,14,0.739857,0.698091,0.768496,0.6085
34,15,0.954654,0.930788,0.965394,0.74225
34,16,0.957041,0.931981,0.966587,0.7705
34,17,0.961814,0.937947,0.97136,0.75525
34,18,0.879886,0.847474,0.897998,0.65875
34,19,0.940896,0.915157,0.952336,0.7505
34,20,0.866667,0.837143,0.885714,0.62625
34,21,0.927619,0.906667,0.94381,0.541
34,22,0.946667,0.925714,0.959048,0.60675
34,23,0.887619,0.86,0.906667,0.61575
34,24,0.950476,0.929524,0.961905,0.7015
34,25,0.43619,0.408571,0.469524,0.471
34,26,0.377143,0.352381,0.411429,0.38
34,27,0.525714,0.502857,0.57619,0.23525
