"k1","k2","tuominen2022","teicher2015"
"x39","x32",0.234829,0.3758
"x40","x32",0.272318,0.245898
"x41","x32",0.391616,0.277574
"x42","x32",0.095417,-0.050183
"x43","x32",0.107101,0.028682
"x44","x32",0.173564,0.289221
"x45","x32",0.220441,0.101687
"x46","x32",0.273269,0.372821
"x47","x32",0.29142,0.351849
"x48","x32",0.343582,0.204218
"x49","x32",0.33853,0.263401
"x50","x32",0.28199,0.315529
"x51","x32",0.248668,0.134766
"x52","x32",0.207798,0.171172
"x1","x33",0.280979,0.303363
"x2","x33",0.251462,0.295928
"x3","x33",0.346039,0.34041
"x4","x33",0.323422,0.188899
"x5","x33",0.23872,0.29043
"x6","x33",0.436408,0.343563
"x7","x33",0.328793,0.196656
"x8","x33",0.269493,0.245953
"x9","x33",0.195835,0.156297
"x10","x33",0.193505,0.230853
"x11","x33",0.285752,0.172876
"x12","x33",0.288216,0.28516
"x13","x33",0.104997,0.275644
"x14","x33",0.184491,0.334951
"x15","x33",0.241364,0.288317
"x16","x33",-0.045088,0.233402
"x17","x33",0.337801,0.285128
"x18","x33",0.178055,0.414976
"x19","x33",0.17481,0.282508
"x20","x33",0.257419,0.277172
"x21","x33",0.169762,0.13477
"x22","x33",0.202297,0.124555
"x23","x33",0.316988,0.090903
"x24","x33",0.230877,0.257862
"x25","x33",0.158804,0.272532
"x26","x33",0.43645,0.48224
"x27","x33",0.348134,0.458468
"x28","x33",0.338856,0.205735
"x29","x33",0.282501,0.278906
"x30","x33",0.706645,0.696984
"x31","x33",0.590047,0.547643
"x32","x33",0.465208,0.497722
"x33","x33",1,1
"x34","x33",0.71473,0.787898
"x35","x33",0.680942,0.635883
"x36","x33",0.285475,0.294296
"x37","x33",0.171249,0.30161
"x38","x33",0.259805,0.211147
"x39","x33",0.250331,0.155845
"x40","x33",0.186663,0.296629
"x41","x33",0.308234,0.177835
"x42","x33",0.126734,0.167536
"x43","x33",0.063973,0.210238
"x44","x33",0.225225,0.194747
"x45","x33",0.064695,0.085676
"x46","x33",0.191516,0.305073
"x47","x33",0.193149,0.383952
"x48","x33",0.217189,0.193068
"x49","x33",0.285309,0.240547
"x50","x33",0.286674,0.211818
"x51","x33",0.103366,0.139273
"x52","x33",0.238824,0.235163
"x1","x34",0.24921,0.244374
"x2","x34",0.209951,0.211606
"x3","x34",0.253774,0.201998
"x4","x34",0.149816,0.192973
"x5","x34",0.284453,0.369399
"x6","x34",0.338526,0.242777
"x7","x34",0.394359,0.193061
"x8","x34",0.379852,0.31805
"x9","x34",0.140023,0.090294
"x10","x34",0.284218,0.239697
"x11","x34",0.264493,0.13248
"x12","x34",0.169633,0.30809
"x13","x34",0.170931,0.343672
"x14","x34",0.183031,0.395056
"x15","x34",0.242746,0.286844
"x16","x34",0.177572,0.311711
"x17","x34",0.188205,0.373109
"x18","x34",0.39124,0.43409
"x19","x34",0.270864,0.234752
"x20","x34",0.220345,0.27226
"x21","x34",0.095429,0.167361
"x22","x34",0.246306,0.144072
"x23","x34",0.314583,0.217585
"x24","x34",0.259934,0.237129
"x25","x34",0.338097,0.331639
"x26","x34",0.308584,0.440996
"x27","x34",0.261559,0.354077
"x28","x34",0.225268,0.211841
"x29","x34",0.132583,0.289738
"x30","x34",0.659388,0.631056
"x31","x34",0.565357,0.584893
"x32","x34",0.522815,0.558262
"x33","x34",0.71473,0.787898
"x34","x34",1,1
"x35","x34",0.790671,0.826392
"x36","x34",0.28595,0.251127
"x37","x34",0.199627,0.213516
"x38","x34",0.233746,0.127659
"x39","x34",0.328834,0.098598
"x40","x34",0.073386,0.317241
"x41","x34",0.220247,0.121629
"x42","x34",0.212035,0.095826
"x43","x34",0.160791,0.14992
"x44","x34",0.207201,0.188575
"x45","x34",0.221602,0.033304
"x46","x34",0.161259,0.375544
"x47","x34",0.311692,0.430356
"x48","x34",0.156891,0.203377
"x49","x34",0.22817,0.148057
"x50","x34",0.222839,0.185632
"x51","x34",0.153682,0.117174
"x52","x34",0.18561,0.21687
"x1","x35",0.308018,0.28368
"x2","x35",0.30136,0.301573
"x3","x35",0.268504,0.289193
"x4","x35",0.340382,0.264636
"x5","x35",0.428687,0.415382
"x6","x35",0.365047,0.270554
"x7","x35",0.4199,0.216781
"x8","x35",0.578135,0.30234
"x9","x35",0.140921,0.007294
"x10","x35",0.255015,0.136606
"x11","x35",0.318221,0.150315
"x12","x35",0.418188,0.420767
"x13","x35",0.215497,0.416927
"x14","x35",0.257721,0.441575
"x15","x35",0.228058,0.271
"x16","x35",0.19675,0.348198
"x17","x35",0.338974,0.399819
"x18","x35",0.425417,0.431749
"x19","x35",0.300155,0.285577
"x20","x35",0.301752,0.329446
"x21","x35",0.222675,0.267524
"x22","x35",0.320467,0.213912
"x23","x35",0.336773,0.271614
"x24","x35",0.269343,0.259205
"x25","x35",0.323432,0.343524
"x26","x35",0.183645,0.469296
"x27","x35",0.129608,0.369001
"x28","x35",0.223522,0.171437
"x29","x35",0.192644,0.214891
"x30","x35",0.514015,0.499756
"x31","x35",0.588293,0.57174
"x32","x35",0.517261,0.468536
"x33","x35",0.680942,0.635883
"x34","x35",0.790671,0.826392
"x35","x35",1,1
"x36","x35",0.411467,0.290121
"x37","x35",0.332327,0.22297
"x38","x35",0.363834,0.229363
"x39","x35",0.38424,0.210865
"x40","x35",0.246757,0.306635
"x41","x35",0.458239,0.239532
"x42","x35",0.321559,0.199444
"x43","x35",0.200595,0.283377
"x44","x35",0.340686,0.365211
"x45","x35",0.344711,0.282251
"x46","x35",0.243756,0.430737
"x47","x35",0.403573,0.473878
"x48","x35",0.275092,0.216224
"x49","x35",0.28192,0.076878
"x50","x35",0.317997,0.182513
"x51","x35",0.265324,0.294283
"x52","x35",0.299634,0.270204
"x1","x36",0.232674,0.332971
"x2","x36",0.269346,0.360542
"x3","x36",0.275631,0.196717
"x4","x36",0.361476,0.19593
"x5","x36",0.314749,0.154586
"x6","x36",0.309689,0.179377
"x7","x36",0.274929,0.140214
"x8","x36",0.278533,-0.016786
"x9","x36",0.190777,0.055081
"x10","x36",0.255048,0.019325
"x11","x36",0.208629,0.065163
"x12","x36",0.490127,0.267039
"x13","x36",0.437741,0.067509
"x14","x36",0.428298,0.022545
"x15","x36",0.214785,0.21845
"x16","x36",0.302154,-0.004936
"x17","x36",0.257126,0.248214
"x18","x36",0.252121,0.215802
"x19","x36",0.547254,0.406166
"x20","x36",0.554773,0.520161
"x21","x36",0.218375,0.098834
"x22","x36",0.326638,0.122646
"x23","x36",0.311512,0.012043
"x24","x36",0.228779,0.2022
"x25","x36",0.349206,0.118912
"x26","x36",0.234528,0.348527
"x27","x36",0.28727,0.355831
"x28","x36",0.234072,0.396365
"x29","x36",0.223758,0.173557
"x30","x36",0.367536,0.347564
"x31","x36",0.372275,0.322129
"x32","x36",0.614082,0.658455
"x33","x36",0.285475,0.294296
"x34","x36",0.28595,0.251127
"x35","x36",0.411467,0.290121
"x36","x36",1,1
"x37","x36",0.889928,0.916819
"x38","x36",0.257913,0.443056
"x39","x36",0.263176,0.350986
"x40","x36",0.250905,0.300603
"x41","x36",0.344341,0.263411
"x42","x36",0.065177,-0.110979
"x43","x36",0.116265,-0.018018
"x44","x36",0.185824,0.261466
"x45","x36",0.145911,0.08412
"x46","x36",0.248163,0.319508
"x47","x36",0.399123,0.248269
"x48","x36",0.3292,0.274537
"x49","x36",0.236309,0.154466
"x50","x36",0.262403,0.278918
"x51","x36",0.200453,0.183561
"x52","x36",0.208395,0.143922
"x1","x37",0.158717,0.324656
"x2","x37",0.270753,0.328494
"x3","x37",0.239232,0.219323
"x4","x37",0.318639,0.197896
"x5","x37",0.282005,0.081868
"x6","x37",0.236431,0.183421
"x7","x37",0.193991,0.122078
"x8","x37",0.132789,-0.060889
"x9","x37",0.182856,0.081865
"x10","x37",0.147126,0.003084
"x11","x37",0.154997,0.106678
"x12","x37",0.397919,0.297771
"x13","x37",0.394161,0.110946
"x14","x37",0.358421,0.092208
"x15","x37",0.122374,0.247961
"x16","x37",0.133433,-0.028267
"x17","x37",0.027026,0.227397
"x18","x37",0.099699,0.206839
"x19","x37",0.513121,0.441957
"x20","x37",0.532388,0.547035
"x21","x37",0.177701,0.126079
"x22","x37",0.344081,0.087987
"x23","x37",0.265922,-0.017952
"x24","x37",0.28436,0.197778
"x25","x37",0.372425,0.09462
"x26","x37",0.262311,0.289294
"x27","x37",0.327645,0.332262
"x28","x37",0.284399,0.364516
"x29","x37",0.162421,0.202236
"x30","x37",0.293159,0.358287
"x31","x37",0.262135,0.173688
"x32","x37",0.590718,0.627459
"x33","x37",0.171249,0.30161
"x34","x37",0.199627,0.213516
"x35","x37",0.332327,0.22297
"x36","x37",0.889928,0.916819
"x37","x37",1,1
"x38","x37",0.275661,0.412995
"x39","x37",0.285397,0.300665
"x40","x37",0.268245,0.330917
"x41","x37",0.285077,0.257327
"x42","x37",0.010522,-0.00607
"x43","x37",0.013806,0.091942
"x44","x37",0.158319,0.237301
"x45","x37",0.100483,0.075902
"x46","x37",0.277758,0.270953
"x47","x37",0.324089,0.215143
"x48","x37",0.35856,0.271621
"x49","x37",0.231026,0.149859
"x50","x37",0.209309,0.327751
"x51","x37",0.200808,0.183978
"x52","x37",0.216786,0.176631
"x1","x38",0.44147,0.497444
"x2","x38",0.535783,0.536624
"x3","x38",0.546339,0.494003
"x4","x38",0.50293,0.509544
"x5","x38",0.499754,0.328787
"x6","x38",0.44026,0.354134
"x7","x38",0.46891,0.436071
"x8","x38",0.431734,0.383343
"x9","x38",0.220351,0.282564
"x10","x38",0.271437,0.197958
"x11","x38",0.252886,0.260495
"x12","x38",0.486737,0.447994
"x13","x38",0.348193,0.390146
"x14","x38",0.247174,0.316662
"x15","x38",0.432795,0.289486
"x16","x38",0.193887,0.324453
"x17","x38",0.351759,0.30147
"x18","x38",0.347463,0.266682
"x19","x38",0.32635,0.379559
"x20","x38",0.289117,0.301941
"x21","x38",0.33407,0.315365
"x22","x38",0.370518,0.234087
"x23","x38",0.221107,0.181931
"x24","x38",0.425726,0.419519
"x25","x38",0.443438,0.376821
"x26","x38",0.35251,0.259948
"x27","x38",0.410132,0.235102
"x28","x38",0.260257,0.212545
"x29","x38",0.189545,0.174353
"x30","x38",0.26897,0.304905
"x31","x38",0.355913,0.25563
"x32","x38",0.270864,0.36326
"x33","x38",0.259805,0.211147
"x34","x38",0.233746,0.127659
"x35","x38",0.363834,0.229363
"x36","x38",0.257913,0.443056
"x37","x38",0.275661,0.412995
"x38","x38",1,1
"x39","x38",0.553287,0.591613
"x40","x38",0.514385,0.496457
"x41","x38",0.567786,0.608078
"x42","x38",0.384334,0.006565
"x43","x38",0.394696,0.207575
"x44","x38",0.41386,0.406836
"x45","x38",0.311349,0.231488
"x46","x38",0.410511,0.559641
"x47","x38",0.484779,0.430795
"x48","x38",0.578359,0.507703
"x49","x38",0.484721,0.46324
"x50","x38",0.365399,0.398854
"x51","x38",0.497701,0.377738
"x52","x38",0.647465,0.506057
"x1","x39",0.328759,0.437853
"x2","x39",0.396698,0.465254
"x3","x39",0.460923,0.462979
"x4","x39",0.349231,0.432723
"x5","x39",0.321993,0.306593
"x6","x39",0.290203,0.336905
"x7","x39",0.33817,0.298711
"x8","x39",0.338798,0.342826
"x9","x39",0.129022,0.281216
"x10","x39",0.136776,0.198031
"x11","x39",0.183255,0.26792
"x12","x39",0.346403,0.285755
"x13","x39",0.332007,0.337131
"x14","x39",0.279118,0.301208
"x15","x39",0.285205,0.321265
"x16","x39",0.156351,0.222799
"x17","x39",0.154265,0.387236
"x18","x39",0.331191,0.441424
"x19","x39",0.331771,0.251515
"x20","x39",0.302192,0.234343
"x21","x39",0.344764,0.382112
"x22","x39",0.376976,0.372328
"x23","x39",0.203833,0.410445
"x24","x39",0.252943,0.281314
"x25","x39",0.324032,0.264739
"x26","x39",0.214537,0.255205
"x27","x39",0.28894,0.276297
"x28","x39",0.247272,0.251872
"x29","x39",0.225008,0.163644
"x30","x39",0.372074,0.191432
"x31","x39",0.205584,0.236621
"x32","x39",0.234829,0.3758
"x33","x39",0.250331,0.155845
"x34","x39",0.328834,0.098598
"x35","x39",0.38424,0.210865
"x36","x39",0.263176,0.350986
"x37","x39",0.285397,0.300665
"x38","x39",0.553287,0.591613
"x39","x39",1,1
"x40","x39",0.487218,0.424029
"x41","x39",0.573912,0.575598
"x42","x39",0.248859,-0.046644
"x43","x39",0.31018,0.088594
"x44","x39",0.277248,0.252211
"x45","x39",0.146659,0.120104
"x46","x39",0.286522,0.403473
"x47","x39",0.401947,0.299043
"x48","x39",0.433891,0.446742
"x49","x39",0.375238,0.432903
"x50","x39",0.327138,0.38278
"x51","x39",0.289088,0.158917
"x52","x39",0.436996,0.276559
"x1","x40",0.495606,0.544923
"x2","x40",0.613669,0.625335
"x3","x40",0.486657,0.525687
"x4","x40",0.334277,0.496914
"x5","x40",0.309639,0.355569
"x6","x40",0.439334,0.490771
"x7","x40",0.317124,0.553423
"x8","x40",0.290977,0.395875
"x9","x40",0.237917,0.24942
"x10","x40",0.187264,0.168901
"x11","x40",0.204197,0.319751
"x12","x40",0.247013,0.439904
"x13","x40",0.32446,0.46153
"x14","x40",0.245592,0.343936
"x15","x40",0.317828,0.408562
"x16","x40",0.118642,0.446651
"x17","x40",0.226327,0.274461
"x18","x40",0.263469,0.291281
"x19","x40",0.223977,0.42666
"x20","x40",0.354311,0.343133
"x21","x40",0.307305,0.337049
"x22","x40",0.282131,0.269835
"x23","x40",0.181942,0.244618
"x24","x40",0.144834,0.266561
"x25","x40",0.22235,0.227661
"x26","x40",0.365864,0.378382
"x27","x40",0.429442,0.354481
"x28","x40",0.364435,0.32303
"x29","x40",0.344315,0.278823
"x30","x40",0.288334,0.301347
"x31","x40",0.156319,0.386513
"x32","x40",0.272318,0.245898
"x33","x40",0.186663,0.296629
"x34","x40",0.073386,0.317241
"x35","x40",0.246757,0.306635
"x36","x40",0.250905,0.300603
"x37","x40",0.268245,0.330917
"x38","x40",0.514385,0.496457
"x39","x40",0.487218,0.424029
"x40","x40",1,1
"x41","x40",0.577296,0.622152
"x42","x40",0.158578,0.048673
"x43","x40",0.221842,0.272128
"x44","x40",0.079794,0.330383
"x45","x40",0.025198,0.317382
"x46","x40",0.265565,0.425091
"x47","x40",0.035602,0.450085
"x48","x40",0.45352,0.332308
"x49","x40",0.311593,0.274844
"x50","x40",0.440803,0.399672
"x51","x40",0.260727,0.403864
"x52","x40",0.39275,0.392113
"x1","x41",0.43423,0.57893
"x2","x41",0.499709,0.608526
"x3","x41",0.459236,0.581765
"x4","x41",0.356702,0.518776
"x5","x41",0.342596,0.371646
"x6","x41",0.377532,0.418517
"x7","x41",0.35728,0.543967
"x8","x41",0.564104,0.527678
"x9","x41",0.125505,0.281631
"x10","x41",0.252726,0.23854
"x11","x41",0.226612,0.413392
"x12","x41",0.413891,0.554227
"x13","x41",0.31517,0.514424
"x14","x41",0.302195,0.433199
"x15","x41",0.336102,0.336777
"x16","x41",0.13397,0.521068
"x17","x41",0.295986,0.459118
"x18","x41",0.406193,0.362674
"x19","x41",0.286991,0.302747
"x20","x41",0.354107,0.26857
"x21","x41",0.350965,0.425122
"x22","x41",0.352339,0.441011
"x23","x41",0.228532,0.480357
"x24","x41",0.1999,0.347188
"x25","x41",0.26331,0.436596
"x26","x41",0.310828,0.341955
"x27","x41",0.284782,0.271295
"x28","x41",0.245683,0.306842
"x29","x41",0.294825,0.27981
"x30","x41",0.389012,0.280887
"x31","x41",0.287537,0.283596
"x32","x41",0.391616,0.277574
"x33","x41",0.308234,0.177835
"x34","x41",0.220247,0.121629
"x35","x41",0.458239,0.239532
"x36","x41",0.344341,0.263411
"x37","x41",0.285077,0.257327
"x38","x41",0.567786,0.608078
"x39","x41",0.573912,0.575598
"x40","x41",0.577296,0.622152
"x41","x41",1,1
"x42","x41",0.304093,0.112536
"x43","x41",0.292806,0.269092
"x44","x41",0.331053,0.367237
"x45","x41",0.242696,0.323651
"x46","x41",0.376399,0.57261
"x47","x41",0.34501,0.462706
"x48","x41",0.352434,0.390913
"x49","x41",0.359035,0.438054
"x50","x41",0.377538,0.401652
"x51","x41",0.411092,0.334722
"x52","x41",0.46948,0.477408
"x1","x42",0.25856,0.224524
"x2","x42",0.210757,0.14839
"x3","x42",0.24968,0.222513
"x4","x42",0.191549,0.131182
"x5","x42",0.174846,0.212352
"x6","x42",0.292776,0.015373
"x7","x42",0.290843,0.161133
"x8","x42",0.442851,0.078674
"x9","x42",-0.02924,0.172738
"x10","x42",0.247219,-0.046688
"x11","x42",0.264101,0.156051
"x12","x42",0.259998,0.169109
"x13","x42",0.235363,0.236821
"x14","x42",0.129203,0.305557
"x15","x42",0.207696,0.081841
"x16","x42",0.226237,0.016591
"x17","x42",0.291921,0.044001
"x18","x42",0.35477,0.113537
"x19","x42",0.099611,-0.044519
"x20","x42",-0.025352,-0.083019
"x21","x42",0.220514,0.155354
"x22","x42",0.363077,0.134069
"x23","x42",0.091326,0.101434
"x24","x42",0.169063,0.000146
"x25","x42",0.373497,0.083254
"x26","x42",0.073612,0.154817
"x27","x42",-0.066075,0.048858
"x28","x42",-0.053711,0.03573
"x29","x42",-0.009887,0.058817
"x30","x42",0.122163,0.193269
"x31","x42",0.291912,0.067706
"x32","x42",0.095417,-0.050183
"x33","x42",0.126734,0.167536
"x34","x42",0.212035,0.095826
"x35","x42",0.321559,0.199444
"x36","x42",0.065177,-0.110979
"x37","x42",0.010522,-0.00607
"x38","x42",0.384334,0.006565
"x39","x42",0.248859,-0.046644
"x40","x42",0.158578,0.048673
"x41","x42",0.304093,0.112536
"x42","x42",1,1
"x43","x42",0.848228,0.711003
"x44","x42",0.783599,0.397555
"x45","x42",0.670262,0.559755
"x46","x42",0.402252,0.101368
"x47","x42",0.39288,0.177657
"x48","x42",0.119428,0.092911
"x49","x42",0.123376,0.086789
"x50","x42",0.085772,-0.155054
"x51","x42",0.730013,0.425077
"x52","x42",0.647967,0.484451
"x1","x43",0.33693,0.254128
"x2","x43",0.303116,0.223752
"x3","x43",0.290987,0.322496
"x4","x43",0.230486,0.342978
"x5","x43",0.248294,0.299271
"x6","x43",0.286004,0.171328
"x7","x43",0.339065,0.291408
"x8","x43",0.331199,0.170325
"x9","x43",0.031156,0.078638
"x10","x43",0.114541,-0.002699
"x11","x43",0.287016,0.197679
"x12","x43",0.249572,0.247398
"x13","x43",0.248131,0.39917
"x14","x43",0.143713,0.377113
"x15","x43",0.286481,0.056361
"x16","x43",0.299047,0.075697
"x17","x43",0.347953,0.11189
"x18","x43",0.389402,0.23662
"x19","x43",0.12451,0.109063
"x20","x43",0.110835,0.057662
"x21","x43",0.277518,0.111411
"x22","x43",0.31932,0.151323
"x23","x43",0.09521,0.195546
"x24","x43",0.192122,-0.018692
"x25","x43",0.351608,0.012294
"x26","x43",0.072161,0.079843
"x27","x43",-0.023674,-0.018993
"x28","x43",-0.034624,0.075895
"x29","x43",-0.055719,0.027364
"x30","x43",0.071609,0.227374
"x31","x43",0.171719,0.08049
"x32","x43",0.107101,0.028682
"x33","x43",0.063973,0.210238
"x34","x43",0.160791,0.14992
"x35","x43",0.200595,0.283377
"x36","x43",0.116265,-0.018018
"x37","x43",0.013806,0.091942
"x38","x43",0.394696,0.207575
"x39","x43",0.31018,0.088594
"x40","x43",0.221842,0.272128
"x41","x43",0.292806,0.269092
"x42","x43",0.848228,0.711003
"x43","x43",1,1
"x44","x43",0.704239,0.650405
"x45","x43",0.637477,0.620352
"x46","x43",0.371963,0.304426
"x47","x43",0.366418,0.273283
"x48","x43",0.131204,0.117925
"x49","x43",0.115827,0.1011
"x50","x43",0.027128,-0.110073
"x51","x43",0.66593,0.464413
"x52","x43",0.686636,0.533731
"x1","x44",0.268471,0.361038
"x2","x44",0.201578,0.400038
"x3","x44",0.297261,0.396951
"x4","x44",0.271053,0.434963
"x5","x44",0.354086,0.318702
"x6","x44",0.357864,0.434458
"x7","x44",0.431623,0.408642
"x8","x44",0.423966,0.412625
"x9","x44",-0.000142,0.242576
"x10","x44",0.215642,0.181099
"x11","x44",0.278945,0.384211
"x12","x44",0.456037,0.478986
"x13","x44",0.313094,0.435123
"x14","x44",0.305278,0.494611
"x15","x44",0.340378,0.259497
"x16","x44",0.186739,0.300961
"x17","x44",0.47324,0.423208
"x18","x44",0.376885,0.50689
"x19","x44",0.228344,0.325669
"x20","x44",0.138151,0.344724
"x21","x44",0.393834,0.28885
"x22","x44",0.48313,0.344539
"x23","x44",0.225271,0.349768
"x24","x44",0.29658,0.271013
"x25","x44",0.480115,0.187361
"x26","x44",0.052755,0.112765
"x27","x44",-0.020613,0.046109
"x28","x44",-0.038783,0.048917
"x29","x44",-0.08912,0.086863
"x30","x44",0.164346,0.191484
"x31","x44",0.213758,0.331041
"x32","x44",0.173564,0.289221
"x33","x44",0.225225,0.194747
"x34","x44",0.207201,0.188575
"x35","x44",0.340686,0.365211
"x36","x44",0.185824,0.261466
"x37","x44",0.158319,0.237301
"x38","x44",0.41386,0.406836
"x39","x44",0.277248,0.252211
"x40","x44",0.079794,0.330383
"x41","x44",0.331053,0.367237
"x42","x44",0.783599,0.397555
"x43","x44",0.704239,0.650405
"x44","x44",1,1
"x45","x44",0.737454,0.807938
"x46","x44",0.447963,0.624788
"x47","x44",0.498765,0.453431
"x48","x44",0.226751,0.259494
"x49","x44",0.190235,0.240369
"x50","x44",0.077712,0.0735
"x51","x44",0.739861,0.676149
"x52","x44",0.733562,0.619326
"x1","x45",0.183066,0.423112
"x2","x45",0.121482,0.403312
"x3","x45",0.229582,0.416251
"x4","x45",0.153661,0.358746
"x5","x45",0.363373,0.428329
"x6","x45",0.272563,0.369498
"x7","x45",0.422408,0.412721
"x8","x45",0.490754,0.442319
"x9","x45",-0.012624,0.260782
"x10","x45",0.127183,0.144031
"x11","x45",0.231221,0.367547
"x12","x45",0.3236,0.407794
"x13","x45",0.295102,0.397296
"x14","x45",0.14571,0.425076
"x15","x45",0.222484,0.292743
"x16","x45",0.362481,0.355803
"x17","x45",0.387895,0.228504
"x18","x45",0.467285,0.328498
"x19","x45",0.251212,0.188033
"x20","x45",0.188787,0.175606
"x21","x45",0.174696,0.227376
"x22","x45",0.300908,0.283919
"x23","x45",0.116527,0.231461
"x24","x45",0.167893,0.131946
"x25","x45",0.326749,0.121224
"x26","x45",-0.077028,0.085498
"x27","x45",-0.159627,0.095447
"x28","x45",-0.141449,-0.007202
"x29","x45",-0.213612,0.070016
"x30","x45",-0.009558,0.058719
"x31","x45",0.135582,0.247497
"x32","x45",0.220441,0.101687
"x33","x45",0.064695,0.085676
"x34","x45",0.221602,0.033304
"x35","x45",0.344711,0.282251
"x36","x45",0.145911,0.08412
"x37","x45",0.100483,0.075902
"x38","x45",0.311349,0.231488
"x39","x45",0.146659,0.120104
"x40","x45",0.025198,0.317382
"x41","x45",0.242696,0.323651
"x42","x45",0.670262,0.559755
"x43","x45",0.637477,0.620352
"x44","x45",0.737454,0.807938
"x45","x45",1,1
"x46","x45",0.305775,0.476647
"x47","x45",0.411641,0.422013
"x48","x45",0.113525,0.090405
"x49","x45",0.065928,0.165658
"x50","x45",0.112941,0.117594
"x51","x45",0.591834,0.711392
"x52","x45",0.477112,0.58162
"x1","x46",0.464801,0.542538
"x2","x46",0.369417,0.571045
"x3","x46",0.339277,0.514051
"x4","x46",0.291017,0.480569
"x5","x46",0.269344,0.34642
"x6","x46",0.412697,0.453817
"x7","x46",0.487889,0.501801
"x8","x46",0.313914,0.55432
"x9","x46",0.174754,0.25867
"x10","x46",0.290938,0.286525
"x11","x46",0.359884,0.43222
"x12","x46",0.260192,0.552998
"x13","x46",0.209191,0.595305
"x14","x46",0.224506,0.553509
"x15","x46",0.421513,0.260834
"x16","x46",0.272915,0.522172
"x17","x46",0.294118,0.517727
"x18","x46",0.282628,0.536429
"x19","x46",0.193438,0.442193
"x20","x46",0.225653,0.345222
"x21","x46",0.469229,0.281536
"x22","x46",0.468815,0.359779
"x23","x46",0.427555,0.423762
"x24","x46",0.285927,0.376263
"x25","x46",0.301308,0.448575
"x26","x46",0.219844,0.295924
"x27","x46",0.194728,0.355386
"x28","x46",0.17615,0.196576
"x29","x46",0.018256,0.270323
"x30","x46",0.264372,0.317591
"x31","x46",0.316398,0.414796
"x32","x46",0.273269,0.372821
"x33","x46",0.191516,0.305073
"x34","x46",0.161259,0.375544
"x35","x46",0.243756,0.430737
"x36","x46",0.248163,0.319508
"x37","x46",0.277758,0.270953
"x38","x46",0.410511,0.559641
"x39","x46",0.286522,0.403473
"x40","x46",0.265565,0.425091
"x41","x46",0.376399,0.57261
"x42","x46",0.402252,0.101368
"x43","x46",0.371963,0.304426
"x44","x46",0.447963,0.624788
"x45","x46",0.305775,0.476647
"x46","x46",1,1
"x47","x46",0.636097,0.797087
"x48","x46",0.462091,0.482803
"x49","x46",0.467518,0.568269
"x50","x46",0.224675,0.331387
"x51","x46",0.479044,0.486579
"x52","x46",0.505395,0.594942
"x1","x47",0.243948,0.528907
"x2","x47",0.218951,0.473842
"x3","x47",0.249025,0.609834
"x4","x47",0.333829,0.455118
"x5","x47",0.4563,0.427268
"x6","x47",0.387365,0.49542
"x7","x47",0.50033,0.545201
"x8","x47",0.360163,0.595371
"x9","x47",0.054535,0.282927
"x10","x47",0.180859,0.283776
"x11","x47",0.271732,0.461927
"x12","x47",0.486406,0.463651
"x13","x47",0.267062,0.4388
"x14","x47",0.327722,0.521626
"x15","x47",0.406366,0.371797
"x16","x47",0.362551,0.554522
"x17","x47",0.425505,0.302294
"x18","x47",0.446202,0.391321
"x19","x47",0.366431,0.457266
"x20","x47",0.229119,0.372429
"x21","x47",0.3324,0.327622
"x22","x47",0.395129,0.372145
"x23","x47",0.395298,0.461781
"x24","x47",0.501914,0.283688
"x25","x47",0.469578,0.384265
"x26","x47",-0.026901,0.504211
"x27","x47",0.074193,0.514875
"x28","x47",0.089217,0.335162
"x29","x47",0.07238,0.291779
"x30","x47",0.127573,0.289653
"x31","x47",0.397502,0.449142
"x32","x47",0.29142,0.351849
"x33","x47",0.193149,0.383952
"x34","x47",0.311692,0.430356
"x35","x47",0.403573,0.473878
"x36","x47",0.399123,0.248269
"x37","x47",0.324089,0.215143
"x38","x47",0.484779,0.430795
"x39","x47",0.401947,0.299043
"x40","x47",0.035602,0.450085
"x41","x47",0.34501,0.462706
"x42","x47",0.39288,0.177657
"x43","x47",0.366418,0.273283
"x44","x47",0.498765,0.453431
"x45","x47",0.411641,0.422013
"x46","x47",0.636097,0.797087
"x47","x47",1,1
"x48","x47",0.342156,0.498142
"x49","x47",0.379032,0.544793
"x50","x47",0.157898,0.327733
"x51","x47",0.423269,0.324646
"x52","x47",0.41239,0.461988
"x1","x48",0.372461,0.378299
"x2","x48",0.426444,0.420906
"x3","x48",0.443967,0.388325
"x4","x48",0.480624,0.420523
"x5","x48",0.195579,0.34755
"x6","x48",0.418482,0.290641
"x7","x48",0.416659,0.28442
"x8","x48",0.269418,0.25673
"x9","x48",0.206474,0.261774
"x10","x48",0.207501,0.264023
"x11","x48",0.208518,0.250672
"x12","x48",0.302189,0.342065
"x13","x48",0.117286,0.364815
"x14","x48",0.004038,0.225062
"x15","x48",0.317469,0.26752
"x16","x48",0.178744,0.074973
"x17","x48",0.167735,0.284668
"x18","x48",0.113897,0.224286
"x19","x48",0.181117,0.283362
"x20","x48",0.194944,0.134834
"x21","x48",0.394953,0.341222
"x22","x48",0.314617,0.139927
"x23","x48",0.230591,0.13743
"x24","x48",0.362244,0.304236
"x25","x48",0.309977,0.229343
"x26","x48",0.273011,0.279824
"x27","x48",0.318433,0.23344
"x28","x48",0.310499,0.135798
"x29","x48",0.237847,0.133603
"x30","x48",0.239316,0.233154
"x31","x48",0.208908,0.287279
