study,model,k1,k2,Q3,Q3_95,Q3_99,Q3_star,Q3_star_95,Q3_star_99
teicher2015,2,9,2,0.044765,0.268298,0.299863,0.059887,0.251845,0.280173
teicher2015,2,9,3,-0.106566,0.268298,0.299863,-0.091444,0.251845,0.280173
teicher2015,2,9,4,-0.000179,0.268298,0.299863,0.014943,0.251845,0.280173
teicher2015,2,9,5,0.312561,0.268298,0.299863,0.327683,0.251845,0.280173
teicher2015,2,9,6,-0.028321,0.268298,0.299863,-0.013199,0.251845,0.280173
teicher2015,2,9,7,-0.056277,0.268298,0.299863,-0.041155,0.251845,0.280173
teicher2015,2,9,8,-0.160635,0.268298,0.299863,-0.145513,0.251845,0.280173
teicher2015,2,10,0,-0.016727,0.268298,0.299863,-0.001605,0.251845,0.280173
teicher2015,2,10,1,-0.018266,0.268298,0.299863,-0.003143,0.251845,0.280173
teicher2015,2,10,2,-0.104144,0.268298,0.299863,-0.089022,0.251845,0.280173
teicher2015,2,10,3,-0.047837,0.268298,0.299863,-0.032715,0.251845,0.280173
teicher2015,2,10,4,-0.05254,0.268298,0.299863,-0.037418,0.251845,0.280173
teicher2015,2,10,5,-0.056615,0.268298,0.299863,-0.041493,0.251845,0.280173
teicher2015,2,10,6,0.01003,0.268298,0.299863,0.025152,0.251845,0.280173
teicher2015,2,10,7,0.413587,0.268298,0.299863,0.42871,0.251845,0.280173
teicher2015,2,10,8,0.132898,0.268298,0.299863,0.148021,0.251845,0.280173
teicher2015,2,10,9,-0.056191,0.268298,0.299863,-0.041069,0.251845,0.280173
teicher2015,2,11,0,-0.035779,0.268298,0.299863,-0.020657,0.251845,0.280173
teicher2015,2,11,1,-0.012269,0.268298,0.299863,0.002853,0.251845,0.280173
teicher2015,2,11,2,-0.047117,0.268298,0.299863,-0.031995,0.251845,0.280173
teicher2015,2,11,3,-0.07745,0.268298,0.299863,-0.062328,0.251845,0.280173
teicher2015,2,11,4,-0.082305,0.268298,0.299863,-0.067183,0.251845,0.280173
teicher2015,2,11,5,-0.044052,0.268298,0.299863,-0.02893,0.251845,0.280173
teicher2015,2,11,6,0.019535,0.268298,0.299863,0.034657,0.251845,0.280173
teicher2015,2,11,7,0.196601,0.268298,0.299863,0.211723,0.251845,0.280173
teicher2015,2,11,8,0.273397,0.268298,0.299863,0.288519,0.251845,0.280173
teicher2015,2,11,9,-0.036607,0.268298,0.299863,-0.021485,0.251845,0.280173
teicher2015,2,11,10,0.573247,0.268298,0.299863,0.588369,0.251845,0.280173
teicher2015,2,12,0,-0.051947,0.268298,0.299863,-0.036825,0.251845,0.280173
teicher2015,2,12,1,-0.056531,0.268298,0.299863,-0.041409,0.251845,0.280173
teicher2015,2,12,2,-0.072769,0.268298,0.299863,-0.057647,0.251845,0.280173
teicher2015,2,12,3,-0.024141,0.268298,0.299863,-0.009019,0.251845,0.280173
teicher2015,2,12,4,0.046652,0.268298,0.299863,0.061775,0.251845,0.280173
teicher2015,2,12,5,-0.025931,0.268298,0.299863,-0.010809,0.251845,0.280173
teicher2015,2,12,6,0.005889,0.268298,0.299863,0.021011,0.251845,0.280173
teicher2015,2,12,7,-0.005674,0.268298,0.299863,0.009448,0.251845,0.280173
teicher2015,2,12,8,0.015158,0.268298,0.299863,0.03028,0.251845,0.280173
teicher2015,2,12,9,-0.111624,0.268298,0.299863,-0.096501,0.251845,0.280173
teicher2015,2,12,10,-0.053652,0.268298,0.299863,-0.03853,0.251845,0.280173
teicher2015,2,12,11,-0.078014,0.268298,0.299863,-0.062892,0.251845,0.280173
teicher2015,2,13,0,0.053068,0.268298,0.299863,0.06819,0.251845,0.280173
teicher2015,2,13,1,-0.020595,0.268298,0.299863,-0.005473,0.251845,0.280173
teicher2015,2,13,2,0.029129,0.268298,0.299863,0.044251,0.251845,0.280173
teicher2015,2,13,3,-0.069138,0.268298,0.299863,-0.054016,0.251845,0.280173
teicher2015,2,13,4,0.017431,0.268298,0.299863,0.032553,0.251845,0.280173
teicher2015,2,13,5,-0.014004,0.268298,0.299863,0.001118,0.251845,0.280173
teicher2015,2,13,6,-0.016206,0.268298,0.299863,-0.001084,0.251845,0.280173
teicher2015,2,13,7,0.000611,0.268298,0.299863,0.015733,0.251845,0.280173
teicher2015,2,13,8,-0.01695,0.268298,0.299863,-0.001828,0.251845,0.280173
teicher2015,2,13,9,0.091974,0.268298,0.299863,0.107096,0.251845,0.280173
teicher2015,2,13,10,0.002344,0.268298,0.299863,0.017466,0.251845,0.280173
teicher2015,2,13,11,-0.057298,0.268298,0.299863,-0.042176,0.251845,0.280173
teicher2015,2,13,12,-0.080543,0.268298,0.299863,-0.065421,0.251845,0.280173
teicher2015,2,14,0,-0.00657,0.268298,0.299863,0.008552,0.251845,0.280173
teicher2015,2,14,1,-0.014629,0.268298,0.299863,0.000494,0.251845,0.280173
teicher2015,2,14,2,-0.02837,0.268298,0.299863,-0.013248,0.251845,0.280173
teicher2015,2,14,3,-0.004311,0.268298,0.299863,0.010811,0.251845,0.280173
teicher2015,2,14,4,-0.075815,0.268298,0.299863,-0.060692,0.251845,0.280173
teicher2015,2,14,5,0.02362,0.268298,0.299863,0.038742,0.251845,0.280173
teicher2015,2,14,6,0.014722,0.268298,0.299863,0.029844,0.251845,0.280173
teicher2015,2,14,7,0.018535,0.268298,0.299863,0.033657,0.251845,0.280173
teicher2015,2,14,8,0.033354,0.268298,0.299863,0.048476,0.251845,0.280173
teicher2015,2,14,9,0.001607,0.268298,0.299863,0.01673,0.251845,0.280173
teicher2015,2,14,10,-0.00034,0.268298,0.299863,0.014782,0.251845,0.280173
teicher2015,2,14,11,-0.039022,0.268298,0.299863,-0.0239,0.251845,0.280173
teicher2015,2,14,12,0.024155,0.268298,0.299863,0.039277,0.251845,0.280173
teicher2015,2,14,13,0.189423,0.268298,0.299863,0.204545,0.251845,0.280173
teicher2015,2,15,0,0.056909,0.268298,0.299863,0.072031,0.251845,0.280173
teicher2015,2,15,1,-0.016895,0.268298,0.299863,-0.001773,0.251845,0.280173
teicher2015,2,15,2,-0.063443,0.268298,0.299863,-0.048321,0.251845,0.280173
teicher2015,2,15,3,-0.068056,0.268298,0.299863,-0.052934,0.251845,0.280173
teicher2015,2,15,4,-0.014002,0.268298,0.299863,0.00112,0.251845,0.280173
teicher2015,2,15,5,-0.015061,0.268298,0.299863,6.2e-05,0.251845,0.280173
teicher2015,2,15,6,-0.022262,0.268298,0.299863,-0.00714,0.251845,0.280173
teicher2015,2,15,7,-0.006927,0.268298,0.299863,0.008195,0.251845,0.280173
teicher2015,2,15,8,-0.045971,0.268298,0.299863,-0.030848,0.251845,0.280173
teicher2015,2,15,9,-0.006277,0.268298,0.299863,0.008845,0.251845,0.280173
teicher2015,2,15,10,-0.016599,0.268298,0.299863,-0.001477,0.251845,0.280173
teicher2015,2,15,11,-0.054915,0.268298,0.299863,-0.039793,0.251845,0.280173
teicher2015,2,15,12,-0.002748,0.268298,0.299863,0.012375,0.251845,0.280173
teicher2015,2,15,13,0.026957,0.268298,0.299863,0.042079,0.251845,0.280173
teicher2015,2,15,14,-0.078063,0.268298,0.299863,-0.062941,0.251845,0.280173
teicher2015,2,16,0,-0.049674,0.268298,0.299863,-0.034552,0.251845,0.280173
teicher2015,2,16,1,0.102702,0.268298,0.299863,0.117824,0.251845,0.280173
teicher2015,2,16,2,-0.06483,0.268298,0.299863,-0.049708,0.251845,0.280173
teicher2015,2,16,3,-0.069297,0.268298,0.299863,-0.054174,0.251845,0.280173
teicher2015,2,16,4,-0.007885,0.268298,0.299863,0.007237,0.251845,0.280173
teicher2015,2,16,5,0.002805,0.268298,0.299863,0.017927,0.251845,0.280173
teicher2015,2,16,6,0.02133,0.268298,0.299863,0.036452,0.251845,0.280173
teicher2015,2,16,7,0.007266,0.268298,0.299863,0.022388,0.251845,0.280173
teicher2015,2,16,8,0.014602,0.268298,0.299863,0.029724,0.251845,0.280173
teicher2015,2,16,9,-0.008483,0.268298,0.299863,0.006639,0.251845,0.280173
teicher2015,2,16,10,-0.03016,0.268298,0.299863,-0.015038,0.251845,0.280173
teicher2015,2,16,11,0.039556,0.268298,0.299863,0.054678,0.251845,0.280173
teicher2015,2,16,12,0.04674,0.268298,0.299863,0.061862,0.251845,0.280173
teicher2015,2,16,13,-0.07017,0.268298,0.299863,-0.055048,0.251845,0.280173
teicher2015,2,16,14,0.002657,0.268298,0.299863,0.017779,0.251845,0.280173
teicher2015,2,16,15,-0.204774,0.268298,0.299863,-0.189651,0.251845,0.280173
teicher2015,2,17,0,0.051727,0.268298,0.299863,0.066849,0.251845,0.280173
teicher2015,2,17,1,-0.012321,0.268298,0.299863,0.002801,0.251845,0.280173
teicher2015,2,17,2,-0.014814,0.268298,0.299863,0.000308,0.251845,0.280173
teicher2015,2,17,3,0.057155,0.268298,0.299863,0.072277,0.251845,0.280173
teicher2015,2,17,4,0.014583,0.268298,0.299863,0.029705,0.251845,0.280173
teicher2015,2,17,5,-0.014662,0.268298,0.299863,0.00046,0.251845,0.280173
teicher2015,2,17,6,-0.030595,0.268298,0.299863,-0.015473,0.251845,0.280173
teicher2015,2,17,7,-0.00779,0.268298,0.299863,0.007333,0.251845,0.280173
teicher2015,2,17,8,-0.018573,0.268298,0.299863,-0.003451,0.251845,0.280173
teicher2015,2,17,9,-0.004208,0.268298,0.299863,0.010914,0.251845,0.280173
teicher2015,2,17,10,0.028824,0.268298,0.299863,0.043946,0.251845,0.280173
teicher2015,2,17,11,-0.013041,0.268298,0.299863,0.002081,0.251845,0.280173
teicher2015,2,17,12,0.011886,0.268298,0.299863,0.027008,0.251845,0.280173
teicher2015,2,17,13,0.028094,0.268298,0.299863,0.043216,0.251845,0.280173
teicher2015,2,17,14,-0.045882,0.268298,0.299863,-0.03076,0.251845,0.280173
teicher2015,2,17,15,-0.254453,0.268298,0.299863,-0.239331,0.251845,0.280173
teicher2015,2,17,16,-0.213301,0.268298,0.299863,-0.198178,0.251845,0.280173
teicher2015,2,18,0,-0.079121,0.268298,0.299863,-0.063999,0.251845,0.280173
teicher2015,2,18,1,0.029791,0.268298,0.299863,0.044913,0.251845,0.280173
teicher2015,2,18,2,0.00024,0.268298,0.299863,0.015362,0.251845,0.280173
teicher2015,2,18,3,0.036193,0.268298,0.299863,0.051315,0.251845,0.280173
teicher2015,2,18,4,0.02796,0.268298,0.299863,0.043082,0.251845,0.280173
teicher2015,2,18,5,-0.002344,0.268298,0.299863,0.012778,0.251845,0.280173
teicher2015,2,18,6,-0.019102,0.268298,0.299863,-0.00398,0.251845,0.280173
teicher2015,2,18,7,-0.026935,0.268298,0.299863,-0.011813,0.251845,0.280173
teicher2015,2,18,8,-0.00039,0.268298,0.299863,0.014732,0.251845,0.280173
teicher2015,2,18,9,-0.06008,0.268298,0.299863,-0.044958,0.251845,0.280173
teicher2015,2,18,10,-0.025624,0.268298,0.299863,-0.010502,0.251845,0.280173
teicher2015,2,18,11,-0.062745,0.268298,0.299863,-0.047623,0.251845,0.280173
teicher2015,2,18,12,-0.008871,0.268298,0.299863,0.006251,0.251845,0.280173
teicher2015,2,18,13,-0.051066,0.268298,0.299863,-0.035944,0.251845,0.280173
teicher2015,2,18,14,-0.001083,0.268298,0.299863,0.014039,0.251845,0.280173
teicher2015,2,18,15,-0.291813,0.268298,0.299863,-0.276691,0.251845,0.280173
teicher2015,2,18,16,-0.230803,0.268298,0.299863,-0.215681,0.251845,0.280173
teicher2015,2,18,17,-0.064248,0.268298,0.299863,-0.049126,0.251845,0.280173
teicher2015,2,19,0,-0.059237,0.268298,0.299863,-0.044115,0.251845,0.280173
teicher2015,2,19,1,-0.052389,0.268298,0.299863,-0.037267,0.251845,0.280173
teicher2015,2,19,2,-0.03898,0.268298,0.299863,-0.023858,0.251845,0.280173
teicher2015,2,19,3,-0.031121,0.268298,0.299863,-0.015998,0.251845,0.280173
teicher2015,2,19,4,0.018925,0.268298,0.299863,0.034047,0.251845,0.280173
teicher2015,2,19,5,-0.080639,0.268298,0.299863,-0.065517,0.251845,0.280173
teicher2015,2,19,6,-0.064864,0.268298,0.299863,-0.049742,0.251845,0.280173
teicher2015,2,19,7,-0.028591,0.268298,0.299863,-0.013469,0.251845,0.280173
teicher2015,2,19,8,-0.016429,0.268298,0.299863,-0.001307,0.251845,0.280173
teicher2015,2,19,9,-0.040147,0.268298,0.299863,-0.025025,0.251845,0.280173
teicher2015,2,19,10,0.001817,0.268298,0.299863,0.016939,0.251845,0.280173
teicher2015,2,19,11,0.001877,0.268298,0.299863,0.016999,0.251845,0.280173
teicher2015,2,19,12,-0.008881,0.268298,0.299863,0.006241,0.251845,0.280173
teicher2015,2,19,13,-0.111036,0.268298,0.299863,-0.095914,0.251845,0.280173
teicher2015,2,19,14,0.003381,0.268298,0.299863,0.018503,0.251845,0.280173
teicher2015,2,19,15,0.007222,0.268298,0.299863,0.022344,0.251845,0.280173
teicher2015,2,19,16,-0.043118,0.268298,0.299863,-0.027996,0.251845,0.280173
teicher2015,2,19,17,-0.184446,0.268298,0.299863,-0.169324,0.251845,0.280173
teicher2015,2,19,18,-0.031805,0.268298,0.299863,-0.016682,0.251845,0.280173
teicher2015,2,20,0,0.007472,0.268298,0.299863,0.022594,0.251845,0.280173
teicher2015,2,20,1,0.030444,0.268298,0.299863,0.045566,0.251845,0.280173
teicher2015,2,20,2,-0.071242,0.268298,0.299863,-0.05612,0.251845,0.280173
teicher2015,2,20,3,-0.018081,0.268298,0.299863,-0.002958,0.251845,0.280173
teicher2015,2,20,4,0.034494,0.268298,0.299863,0.049616,0.251845,0.280173
teicher2015,2,20,5,-0.064222,0.268298,0.299863,-0.0491,0.251845,0.280173
teicher2015,2,20,6,-0.057696,0.268298,0.299863,-0.042574,0.251845,0.280173
teicher2015,2,20,7,-0.036034,0.268298,0.299863,-0.020912,0.251845,0.280173
teicher2015,2,20,8,-0.056803,0.268298,0.299863,-0.041681,0.251845,0.280173
teicher2015,2,20,9,-0.083526,0.268298,0.299863,-0.068403,0.251845,0.280173
teicher2015,2,20,10,0.021186,0.268298,0.299863,0.036308,0.251845,0.280173
teicher2015,2,20,11,-0.019188,0.268298,0.299863,-0.004066,0.251845,0.280173
teicher2015,2,20,12,0.051107,0.268298,0.299863,0.066229,0.251845,0.280173
teicher2015,2,20,13,-0.03272,0.268298,0.299863,-0.017598,0.251845,0.280173
teicher2015,2,20,14,0.00736,0.268298,0.299863,0.022482,0.251845,0.280173
teicher2015,2,20,15,0.051744,0.268298,0.299863,0.066866,0.251845,0.280173
teicher2015,2,20,16,0.003557,0.268298,0.299863,0.018679,0.251845,0.280173
teicher2015,2,20,17,-0.020309,0.268298,0.299863,-0.005187,0.251845,0.280173
teicher2015,2,20,18,0.03662,0.268298,0.299863,0.051742,0.251845,0.280173
teicher2015,2,20,19,0.118765,0.268298,0.299863,0.133887,0.251845,0.280173
teicher2015,2,21,0,-0.052007,0.268298,0.299863,-0.036885,0.251845,0.280173
teicher2015,2,21,1,-0.021172,0.268298,0.299863,-0.00605,0.251845,0.280173
teicher2015,2,21,2,-0.150487,0.268298,0.299863,-0.135365,0.251845,0.280173
teicher2015,2,21,3,-0.067549,0.268298,0.299863,-0.052426,0.251845,0.280173
teicher2015,2,21,4,-0.045695,0.268298,0.299863,-0.030573,0.251845,0.280173
teicher2015,2,21,5,-0.091053,0.268298,0.299863,-0.075931,0.251845,0.280173
teicher2015,2,21,6,-0.030513,0.268298,0.299863,-0.01539,0.251845,0.280173
teicher2015,2,21,7,0.012852,0.268298,0.299863,0.027975,0.251845,0.280173
teicher2015,2,21,8,-0.072428,0.268298,0.299863,-0.057306,0.251845,0.280173
teicher2015,2,21,9,-0.003717,0.268298,0.299863,0.011405,0.251845,0.280173
teicher2015,2,21,10,0.081236,0.268298,0.299863,0.096359,0.251845,0.280173
teicher2015,2,21,11,0.049632,0.268298,0.299863,0.064754,0.251845,0.280173
teicher2015,2,21,12,0.043671,0.268298,0.299863,0.058793,0.251845,0.280173
teicher2015,2,21,13,-0.119939,0.268298,0.299863,-0.104817,0.251845,0.280173
teicher2015,2,21,14,-0.029982,0.268298,0.299863,-0.01486,0.251845,0.280173
teicher2015,2,21,15,-0.005617,0.268298,0.299863,0.009505,0.251845,0.280173
teicher2015,2,21,16,0.033064,0.268298,0.299863,0.048186,0.251845,0.280173
teicher2015,2,21,17,0.042897,0.268298,0.299863,0.058019,0.251845,0.280173
teicher2015,2,21,18,0.015456,0.268298,0.299863,0.030578,0.251845,0.280173
teicher2015,2,21,19,0.18531,0.268298,0.299863,0.200433,0.251845,0.280173
teicher2015,2,21,20,0.020651,0.268298,0.299863,0.035774,0.251845,0.280173
teicher2015,2,22,0,-0.039802,0.268298,0.299863,-0.02468,0.251845,0.280173
teicher2015,2,22,1,-0.065769,0.268298,0.299863,-0.050646,0.251845,0.280173
teicher2015,2,22,2,-0.020972,0.268298,0.299863,-0.00585,0.251845,0.280173
teicher2015,2,22,3,-0.071814,0.268298,0.299863,-0.056691,0.251845,0.280173
teicher2015,2,22,4,0.015941,0.268298,0.299863,0.031063,0.251845,0.280173
teicher2015,2,22,5,0.016824,0.268298,0.299863,0.031946,0.251845,0.280173
teicher2015,2,22,6,-0.028894,0.268298,0.299863,-0.013772,0.251845,0.280173
teicher2015,2,22,7,-0.051932,0.268298,0.299863,-0.03681,0.251845,0.280173
teicher2015,2,22,8,-0.027779,0.268298,0.299863,-0.012657,0.251845,0.280173
teicher2015,2,22,9,-0.015276,0.268298,0.299863,-0.000154,0.251845,0.280173
teicher2015,2,22,10,-0.024512,0.268298,0.299863,-0.009389,0.251845,0.280173
teicher2015,2,22,11,0.03235,0.268298,0.299863,0.047472,0.251845,0.280173
teicher2015,2,22,12,0.023248,0.268298,0.299863,0.03837,0.251845,0.280173
teicher2015,2,22,13,-0.070985,0.268298,0.299863,-0.055863,0.251845,0.280173
teicher2015,2,22,14,0.000507,0.268298,0.299863,0.015629,0.251845,0.280173
teicher2015,2,22,15,0.137303,0.268298,0.299863,0.152426,0.251845,0.280173
teicher2015,2,22,16,0.094927,0.268298,0.299863,0.110049,0.251845,0.280173
teicher2015,2,22,17,-0.101175,0.268298,0.299863,-0.086053,0.251845,0.280173
teicher2015,2,22,18,0.006248,0.268298,0.299863,0.02137,0.251845,0.280173
teicher2015,2,22,19,0.349174,0.268298,0.299863,0.364296,0.251845,0.280173
teicher2015,2,22,20,-0.028626,0.268298,0.299863,-0.013504,0.251845,0.280173
teicher2015,2,22,21,-0.058828,0.268298,0.299863,-0.043706,0.251845,0.280173
teicher2015,2,23,0,-0.014308,0.268298,0.299863,0.000814,0.251845,0.280173
teicher2015,2,23,1,-0.016112,0.268298,0.299863,-0.00099,0.251845,0.280173
teicher2015,2,23,2,-0.12975,0.268298,0.299863,-0.114627,0.251845,0.280173
teicher2015,2,23,3,-0.045724,0.268298,0.299863,-0.030602,0.251845,0.280173
teicher2015,2,23,4,-0.045158,0.268298,0.299863,-0.030036,0.251845,0.280173
teicher2015,2,23,5,-0.125465,0.268298,0.299863,-0.110342,0.251845,0.280173
teicher2015,2,23,6,-0.064662,0.268298,0.299863,-0.04954,0.251845,0.280173
teicher2015,2,23,7,-0.038098,0.268298,0.299863,-0.022976,0.251845,0.280173
teicher2015,2,23,8,-0.103786,0.268298,0.299863,-0.088664,0.251845,0.280173
teicher2015,2,23,9,-0.01106,0.268298,0.299863,0.004062,0.251845,0.280173
teicher2015,2,23,10,-0.020551,0.268298,0.299863,-0.005429,0.251845,0.280173
teicher2015,2,23,11,-0.018481,0.268298,0.299863,-0.003359,0.251845,0.280173
teicher2015,2,23,12,0.064284,0.268298,0.299863,0.079406,0.251845,0.280173
teicher2015,2,23,13,-0.078672,0.268298,0.299863,-0.06355,0.251845,0.280173
teicher2015,2,23,14,-0.008177,0.268298,0.299863,0.006945,0.251845,0.280173
teicher2015,2,23,15,-0.009716,0.268298,0.299863,0.005406,0.251845,0.280173
teicher2015,2,23,16,0.037623,0.268298,0.299863,0.052745,0.251845,0.280173
teicher2015,2,23,17,0.080688,0.268298,0.299863,0.09581,0.251845,0.280173
teicher2015,2,23,18,-0.012524,0.268298,0.299863,0.002598,0.251845,0.280173
teicher2015,2,23,19,0.103715,0.268298,0.299863,0.118837,0.251845,0.280173
teicher2015,2,23,20,-0.027922,0.268298,0.299863,-0.012799,0.251845,0.280173
teicher2015,2,23,21,0.376884,0.268298,0.299863,0.392006,0.251845,0.280173
teicher2015,2,23,22,0.006536,0.268298,0.299863,0.021658,0.251845,0.280173
teicher2015,2,24,0,-0.075069,0.268298,0.299863,-0.059946,0.251845,0.280173
teicher2015,2,24,1,-0.040077,0.268298,0.299863,-0.024955,0.251845,0.280173
teicher2015,2,24,2,-0.146395,0.268298,0.299863,-0.131273,0.251845,0.280173
teicher2015,2,24,3,0.02914,0.268298,0.299863,0.044262,0.251845,0.280173
teicher2015,2,24,4,-0.055777,0.268298,0.299863,-0.040655,0.251845,0.280173
teicher2015,2,24,5,-0.216654,0.268298,0.299863,-0.201531,0.251845,0.280173
teicher2015,2,24,6,-0.028548,0.268298,0.299863,-0.013426,0.251845,0.280173
teicher2015,2,24,7,-0.035223,0.268298,0.299863,-0.020101,0.251845,0.280173
teicher2015,2,24,8,-0.071003,0.268298,0.299863,-0.055881,0.251845,0.280173
teicher2015,2,24,9,-0.165055,0.268298,0.299863,-0.149933,0.251845,0.280173
teicher2015,2,24,10,-0.065575,0.268298,0.299863,-0.050453,0.251845,0.280173
teicher2015,2,24,11,-0.069507,0.268298,0.299863,-0.054385,0.251845,0.280173
teicher2015,2,24,12,0.003854,0.268298,0.299863,0.018976,0.251845,0.280173
teicher2015,2,24,13,-0.114255,0.268298,0.299863,-0.099133,0.251845,0.280173
teicher2015,2,24,14,0.02275,0.268298,0.299863,0.037872,0.251845,0.280173
teicher2015,2,24,15,-0.04032,0.268298,0.299863,-0.025198,0.251845,0.280173
teicher2015,2,24,16,-0.014616,0.268298,0.299863,0.000506,0.251845,0.280173
teicher2015,2,24,17,-0.04706,0.268298,0.299863,-0.031937,0.251845,0.280173
teicher2015,2,24,18,-0.022301,0.268298,0.299863,-0.007179,0.251845,0.280173
teicher2015,2,24,19,0.014046,0.268298,0.299863,0.029168,0.251845,0.280173
teicher2015,2,24,20,-0.065757,0.268298,0.299863,-0.050635,0.251845,0.280173
teicher2015,2,24,21,0.039515,0.268298,0.299863,0.054637,0.251845,0.280173
teicher2015,2,24,22,-0.077579,0.268298,0.299863,-0.062457,0.251845,0.280173
teicher2015,2,24,23,0.096219,0.268298,0.299863,0.111341,0.251845,0.280173
teicher2015,2,25,0,-0.07985,0.268298,0.299863,-0.064728,0.251845,0.280173
teicher2015,2,25,1,-0.064503,0.268298,0.299863,-0.049381,0.251845,0.280173
teicher2015,2,25,2,-0.091356,0.268298,0.299863,-0.076234,0.251845,0.280173
teicher2015,2,25,3,0.001664,0.268298,0.299863,0.016786,0.251845,0.280173
teicher2015,2,25,4,-0.019984,0.268298,0.299863,-0.004862,0.251845,0.280173
teicher2015,2,25,5,-0.149779,0.268298,0.299863,-0.134657,0.251845,0.280173
teicher2015,2,25,6,-0.0132,0.268298,0.299863,0.001922,0.251845,0.280173
teicher2015,2,25,7,-0.101028,0.268298,0.299863,-0.085906,0.251845,0.280173
teicher2015,2,25,8,-0.045921,0.268298,0.299863,-0.030799,0.251845,0.280173
teicher2015,2,25,9,-0.067075,0.268298,0.299863,-0.051953,0.251845,0.280173
teicher2015,2,25,10,0.017236,0.268298,0.299863,0.032358,0.251845,0.280173
teicher2015,2,25,11,0.048456,0.268298,0.299863,0.063579,0.251845,0.280173
teicher2015,2,25,12,-0.030702,0.268298,0.299863,-0.01558,0.251845,0.280173
teicher2015,2,25,13,0.001162,0.268298,0.299863,0.016284,0.251845,0.280173
teicher2015,2,25,14,-0.07205,0.268298,0.299863,-0.056927,0.251845,0.280173
teicher2015,2,25,15,-0.033306,0.268298,0.299863,-0.018184,0.251845,0.280173
teicher2015,2,25,16,0.029143,0.268298,0.299863,0.044265,0.251845,0.280173
teicher2015,2,25,17,-0.005097,0.268298,0.299863,0.010025,0.251845,0.280173
teicher2015,2,25,18,-0.020693,0.268298,0.299863,-0.005571,0.251845,0.280173
teicher2015,2,25,19,-0.071876,0.268298,0.299863,-0.056754,0.251845,0.280173
teicher2015,2,25,20,-0.061422,0.268298,0.299863,-0.0463,0.251845,0.280173
teicher2015,2,25,21,0.089533,0.268298,0.299863,0.104656,0.251845,0.280173
teicher2015,2,25,22,-0.112802,0.268298,0.299863,-0.09768,0.251845,0.280173
teicher2015,2,25,23,0.02332,0.268298,0.299863,0.038442,0.251845,0.280173
teicher2015,2,25,24,0.077622,0.268298,0.299863,0.092745,0.251845,0.280173
teicher2015,2,26,0,-0.081263,0.268298,0.299863,-0.066141,0.251845,0.280173
teicher2015,2,26,1,0.037656,0.268298,0.299863,0.052779,0.251845,0.280173
teicher2015,2,26,2,-0.176828,0.268298,0.299863,-0.161706,0.251845,0.280173
teicher2015,2,26,3,-0.011411,0.268298,0.299863,0.003711,0.251845,0.280173
teicher2015,2,26,4,-0.039632,0.268298,0.299863,-0.02451,0.251845,0.280173
teicher2015,2,26,5,-0.062175,0.268298,0.299863,-0.047053,0.251845,0.280173
teicher2015,2,26,6,-0.101188,0.268298,0.299863,-0.086066,0.251845,0.280173
teicher2015,2,26,7,-0.039948,0.268298,0.299863,-0.024826,0.251845,0.280173
teicher2015,2,26,8,-0.0116,0.268298,0.299863,0.003523,0.251845,0.280173
teicher2015,2,26,9,-0.092718,0.268298,0.299863,-0.077595,0.251845,0.280173
teicher2015,2,26,10,-0.059857,0.268298,0.299863,-0.044735,0.251845,0.280173
teicher2015,2,26,11,-0.04068,0.268298,0.299863,-0.025558,0.251845,0.280173
teicher2015,2,26,12,0.023927,0.268298,0.299863,0.039049,0.251845,0.280173
teicher2015,2,26,13,-0.094872,0.268298,0.299863,-0.07975,0.251845,0.280173
teicher2015,2,26,14,-0.116527,0.268298,0.299863,-0.101405,0.251845,0.280173
teicher2015,2,26,15,-0.028411,0.268298,0.299863,-0.013289,0.251845,0.280173
teicher2015,2,26,16,0.020587,0.268298,0.299863,0.035709,0.251845,0.280173
teicher2015,2,26,17,0.000765,0.268298,0.299863,0.015887,0.251845,0.280173
teicher2015,2,26,18,0.018,0.268298,0.299863,0.033122,0.251845,0.280173
teicher2015,2,26,19,-0.032482,0.268298,0.299863,-0.01736,0.251845,0.280173
teicher2015,2,26,20,-0.00013,0.268298,0.299863,0.014992,0.251845,0.280173
teicher2015,2,26,21,-0.074247,0.268298,0.299863,-0.059125,0.251845,0.280173
teicher2015,2,26,22,-0.021472,0.268298,0.299863,-0.00635,0.251845,0.280173
teicher2015,2,26,23,0.002909,0.268298,0.299863,0.018031,0.251845,0.280173
teicher2015,2,26,24,-0.015354,0.268298,0.299863,-0.000232,0.251845,0.280173
teicher2015,2,26,25,-0.019721,0.268298,0.299863,-0.004599,0.251845,0.280173
teicher2015,2,27,0,-0.095128,0.268298,0.299863,-0.080006,0.251845,0.280173
teicher2015,2,27,1,-0.038634,0.268298,0.299863,-0.023512,0.251845,0.280173
teicher2015,2,27,2,-0.144699,0.268298,0.299863,-0.129577,0.251845,0.280173
teicher2015,2,27,3,-0.011014,0.268298,0.299863,0.004108,0.251845,0.280173
teicher2015,2,27,4,-0.048694,0.268298,0.299863,-0.033572,0.251845,0.280173
teicher2015,2,27,5,-0.175834,0.268298,0.299863,-0.160712,0.251845,0.280173
teicher2015,2,27,6,-0.082197,0.268298,0.299863,-0.067075,0.251845,0.280173
teicher2015,2,27,7,0.005854,0.268298,0.299863,0.020976,0.251845,0.280173
teicher2015,2,27,8,-0.001784,0.268298,0.299863,0.013338,0.251845,0.280173
