k1,k2,sk,pval
20.0,10.0,0.764986,0.6755
20.0,11.0,0.87726,0.4775
20.0,12.0,0.876308,0.43225
20.0,13.0,0.882017,0.541
20.0,14.0,0.76758,0.79075
20.0,15.0,0.884386,0.62
20.0,16.0,0.879619,0.55575
20.0,17.0,0.877235,0.454
20.0,18.0,0.82,0.14975
20.0,19.0,0.858095,0.306
21.0,0.0,0.721905,0.58775
21.0,1.0,0.626667,0.5745
21.0,2.0,0.733333,0.667
21.0,3.0,0.842857,0.1615
21.0,4.0,0.929524,0.3715
21.0,5.0,0.716461,0.57675
21.0,6.0,0.857279,0.63175
21.0,7.0,0.944814,0.7325
21.0,8.0,0.394862,0.41375
21.0,9.0,0.758325,0.36125
21.0,10.0,0.764034,0.53175
21.0,11.0,0.931494,0.37975
21.0,12.0,0.938154,0.43375
21.0,13.0,0.949572,0.60975
21.0,14.0,0.750894,0.47175
21.0,15.0,0.946365,0.56175
21.0,16.0,0.943981,0.4995
21.0,17.0,0.946365,0.451
21.0,18.0,0.866667,0.22775
21.0,19.0,0.921905,0.317
21.0,20.0,0.921028,1.0
22.0,0.0,0.708571,0.51575
22.0,1.0,0.609524,0.50475
22.0,2.0,0.72,0.60125
22.0,3.0,0.85619,0.3845
22.0,4.0,0.948571,0.493
22.0,5.0,0.701237,0.42025
22.0,6.0,0.85157,0.45775
22.0,7.0,0.960038,0.78775
22.0,8.0,0.383444,0.49175
22.0,9.0,0.773549,0.64125
22.0,10.0,0.764034,0.58225
22.0,11.0,0.946717,0.436
22.0,12.0,0.957184,0.602
22.0,13.0,0.970504,0.80325
22.0,14.0,0.744934,0.4395
22.0,15.0,0.964243,0.62
22.0,16.0,0.964243,0.60775
22.0,17.0,0.969011,0.61825
22.0,18.0,0.881905,0.36775
22.0,19.0,0.944762,0.53325
22.0,20.0,0.900095,0.973
22.0,21.0,0.973359,1.0
23.0,0.0,0.730476,0.45825
23.0,1.0,0.646667,0.50275
23.0,2.0,0.73619,0.39225
23.0,3.0,0.834286,0.424
23.0,4.0,0.886667,0.32625
23.0,5.0,0.72883,0.6385
23.0,6.0,0.827783,0.15725
23.0,7.0,0.898192,0.45275
23.0,8.0,0.43197,0.55425
23.0,9.0,0.751665,0.507
23.0,10.0,0.768792,0.75725
23.0,11.0,0.898192,0.56275
23.0,12.0,0.901047,0.58
23.0,13.0,0.906755,0.626
23.0,14.0,0.753278,0.5355
23.0,15.0,0.901073,0.45975
23.0,16.0,0.901073,0.5375
23.0,17.0,0.901073,0.46525
23.0,18.0,0.850476,0.59125
23.0,19.0,0.882857,0.417
23.0,20.0,0.899144,1.0
23.0,21.0,0.911513,0.97375
23.0,22.0,0.907707,0.8
24.0,0.0,0.714286,0.698
24.0,1.0,0.607619,0.50875
24.0,2.0,0.714286,0.49225
24.0,3.0,0.861905,0.56175
24.0,4.0,0.948571,0.432
24.0,5.0,0.705043,0.54625
24.0,6.0,0.857279,0.654
24.0,7.0,0.956232,0.56525
24.0,8.0,0.383444,0.514
24.0,9.0,0.775452,0.6785
24.0,10.0,0.765937,0.63275
24.0,11.0,0.94862,0.4895
24.0,12.0,0.957184,0.53825
24.0,13.0,0.970504,0.7155
24.0,14.0,0.742551,0.39625
24.0,15.0,0.969011,0.781
24.0,16.0,0.964243,0.53
24.0,17.0,0.969011,0.53125
24.0,18.0,0.88381,0.4
24.0,19.0,0.946667,0.552
24.0,20.0,0.886775,0.77375
24.0,21.0,0.94862,0.805
24.0,22.0,0.961941,0.71125
24.0,23.0,0.928639,0.99725
25.0,0.0,0.589133,0.88
25.0,1.0,0.630124,0.952
25.0,2.0,0.554814,0.158
25.0,3.0,0.469018,0.192
25.0,4.0,0.428027,0.52275
25.0,5.0,0.569524,0.68025
25.0,6.0,0.489524,0.2945
25.0,7.0,0.430476,0.5295
25.0,8.0,0.591429,0.2665
25.0,9.0,0.497143,0.49325
25.0,10.0,0.49619,0.06475
25.0,11.0,0.432381,0.46525
25.0,12.0,0.421905,0.3755
25.0,13.0,0.41619,0.442
25.0,14.0,0.536993,0.55625
25.0,15.0,0.424821,0.6045
25.0,16.0,0.420048,0.55925
25.0,17.0,0.412888,0.49875
25.0,18.0,0.467112,0.7305
25.0,19.0,0.427073,0.56975
25.0,20.0,0.470476,0.37175
25.0,21.0,0.43619,0.4725
25.0,22.0,0.426667,0.553
25.0,23.0,0.44,0.087
25.0,24.0,0.417143,0.3425
26.0,0.0,0.530982,0.5105
26.0,1.0,0.612011,0.99025
26.0,2.0,0.51001,0.1005
26.0,3.0,0.418494,0.17225
26.0,4.0,0.373689,0.5565
26.0,5.0,0.527619,0.58375
26.0,6.0,0.438095,0.272
26.0,7.0,0.375238,0.56075
26.0,8.0,0.604762,0.46025
26.0,9.0,0.453333,0.351
26.0,10.0,0.467619,0.20225
26.0,11.0,0.377143,0.48125
26.0,12.0,0.370476,0.50275
26.0,13.0,0.360952,0.4755
26.0,14.0,0.488067,0.36575
26.0,15.0,0.359189,0.40275
26.0,16.0,0.352029,0.3025
26.0,17.0,0.349642,0.35125
26.0,18.0,0.42326,0.8495
26.0,19.0,0.369876,0.5085
26.0,20.0,0.405714,0.116
26.0,21.0,0.371429,0.2355
26.0,22.0,0.365714,0.4315
26.0,23.0,0.39619,0.20075
26.0,24.0,0.361905,0.35775
26.0,25.0,0.815238,0.9795
27.0,0.0,0.624404,0.88575
27.0,1.0,0.63489,0.91
27.0,2.0,0.601525,0.3905
27.0,3.0,0.572927,0.771
27.0,4.0,0.535748,0.62675
27.0,5.0,0.592381,0.42025
27.0,6.0,0.571429,0.4855
27.0,7.0,0.535238,0.54125
27.0,8.0,0.545714,0.16525
27.0,9.0,0.539048,0.21025
27.0,10.0,0.555238,0.1635
27.0,11.0,0.535238,0.4935
27.0,12.0,0.526667,0.4095
27.0,13.0,0.526667,0.523
27.0,14.0,0.584726,0.59425
27.0,15.0,0.541766,0.78175
27.0,16.0,0.536993,0.754
27.0,17.0,0.529833,0.68975
27.0,18.0,0.554814,0.734
27.0,19.0,0.530029,0.57675
27.0,20.0,0.552381,0.3935
27.0,21.0,0.535238,0.464
27.0,22.0,0.535238,0.626
27.0,23.0,0.533333,0.1865
27.0,24.0,0.527619,0.48975
27.0,25.0,0.704762,0.9125
27.0,26.0,0.718095,0.9955
28.0,0.0,0.57388,0.2745
28.0,1.0,0.611058,0.9335
28.0,2.0,0.583413,0.44825
28.0,3.0,0.566254,0.68675
28.0,4.0,0.548141,0.68625
28.0,5.0,0.578095,0.50875
28.0,6.0,0.553333,0.22675
28.0,7.0,0.551429,0.69425
28.0,8.0,0.529524,0.254
28.0,9.0,0.549524,0.5035
28.0,10.0,0.531429,0.02825
28.0,11.0,0.541905,0.443
28.0,12.0,0.540952,0.501
28.0,13.0,0.539048,0.5385
28.0,14.0,0.562053,0.3595
28.0,15.0,0.557279,0.8565
28.0,16.0,0.547733,0.746
28.0,17.0,0.542959,0.70425
28.0,18.0,0.554814,0.67075
28.0,19.0,0.530029,0.3565
28.0,20.0,0.541905,0.19525
28.0,21.0,0.538095,0.353
28.0,22.0,0.541905,0.556
28.0,23.0,0.54381,0.3225
28.0,24.0,0.54,0.524
28.0,25.0,0.688571,0.77175
28.0,26.0,0.707619,0.99
28.0,27.0,0.713333,1.0
29.0,0.0,0.679695,0.561
29.0,1.0,0.632984,0.70275
29.0,2.0,0.693041,0.739
29.0,3.0,0.742612,0.6265
29.0,4.0,0.781697,0.741
29.0,5.0,0.673333,0.578
29.0,6.0,0.720952,0.086
29.0,7.0,0.78381,0.68275
29.0,8.0,0.451429,0.19875
29.0,9.0,0.688571,0.6675
29.0,10.0,0.668571,0.10325
29.0,11.0,0.778095,0.5775
29.0,12.0,0.780952,0.6155
29.0,13.0,0.780952,0.54
29.0,14.0,0.684964,0.4655
29.0,15.0,0.77327,0.42375
29.0,16.0,0.77327,0.44825
29.0,17.0,0.77327,0.4225
29.0,18.0,0.755005,0.758
29.0,19.0,0.766444,0.446
29.0,20.0,0.728571,0.097
29.0,21.0,0.768571,0.4155
29.0,22.0,0.774286,0.43775
29.0,23.0,0.757143,0.55275
29.0,24.0,0.78,0.57875
29.0,25.0,0.578095,0.30175
29.0,26.0,0.528571,0.19625
29.0,27.0,0.58381,0.0085
29.0,28.0,0.628571,0.307
30.0,0.0,0.71592,0.75075
30.0,1.0,0.629171,0.77975
30.0,2.0,0.712107,0.47325
30.0,3.0,0.837941,0.5315
30.0,4.0,0.920877,0.7265
30.0,5.0,0.694286,0.32525
30.0,6.0,0.821905,0.2005
30.0,7.0,0.920952,0.5555
30.0,8.0,0.392381,0.29175
30.0,9.0,0.757143,0.6235
30.0,10.0,0.746667,0.458
30.0,11.0,0.915238,0.5455
30.0,12.0,0.92,0.4875
30.0,13.0,0.929524,0.52425
30.0,14.0,0.732697,0.39575
30.0,15.0,0.928401,0.64675
30.0,16.0,0.930788,0.72075
30.0,17.0,0.933174,0.65825
30.0,18.0,0.869399,0.7835
30.0,19.0,0.915157,0.68475
30.0,20.0,0.846667,0.29925
30.0,21.0,0.907619,0.5185
30.0,22.0,0.922857,0.5535
30.0,23.0,0.875238,0.63325
30.0,24.0,0.926667,0.65875
30.0,25.0,0.461905,0.47125
30.0,26.0,0.400952,0.342
30.0,27.0,0.54381,0.233
30.0,28.0,0.561905,0.3515
30.0,29.0,0.80381,0.726
31.0,0.0,0.698761,0.4975
31.0,1.0,0.625357,0.615
31.0,2.0,0.691134,0.16375
31.0,3.0,0.801716,0.3315
31.0,4.0,0.873213,0.56125
31.0,5.0,0.688571,0.38925
31.0,6.0,0.791429,0.15525
31.0,7.0,0.879048,0.59625
31.0,8.0,0.417143,0.37375
31.0,9.0,0.74,0.71475
31.0,10.0,0.72381,0.319
31.0,11.0,0.879048,0.72125
31.0,12.0,0.87619,0.47875
31.0,13.0,0.887619,0.6405
31.0,14.0,0.73389,0.744
31.0,15.0,0.884248,0.659
31.0,16.0,0.891408,0.8415
31.0,17.0,0.891408,0.773
31.0,18.0,0.840801,0.88125
31.0,19.0,0.886559,0.94475
31.0,20.0,0.802857,0.08725
31.0,21.0,0.865714,0.479
31.0,22.0,0.879048,0.546
31.0,23.0,0.837143,0.54425
31.0,24.0,0.879048,0.5245
31.0,25.0,0.482857,0.1285
31.0,26.0,0.435238,0.19175
31.0,27.0,0.566667,0.22
31.0,28.0,0.569524,0.102
31.0,29.0,0.809524,0.808
31.0,30.0,0.895238,0.94725
32.0,0.0,0.653956,0.68475
32.0,1.0,0.620591,0.5665
32.0,2.0,0.667302,0.84075
32.0,3.0,0.655863,0.29425
32.0,4.0,0.679695,0.64175
32.0,5.0,0.662857,0.927
32.0,6.0,0.657143,0.19125
32.0,7.0,0.67619,0.46375
32.0,8.0,0.5,0.3975
32.0,9.0,0.647619,0.8815
32.0,10.0,0.625714,0.17675
32.0,11.0,0.678095,0.5135
32.0,12.0,0.677143,0.5065
32.0,13.0,0.679048,0.56325
32.0,14.0,0.651551,0.704
32.0,15.0,0.658711,0.19725
32.0,16.0,0.661098,0.2765
32.0,17.0,0.663484,0.32325
32.0,18.0,0.679695,0.8515
32.0,19.0,0.679695,0.72025
32.0,20.0,0.657143,0.2255
32.0,21.0,0.666667,0.30025
32.0,22.0,0.666667,0.30125
32.0,23.0,0.678095,0.66475
32.0,24.0,0.678095,0.561
32.0,25.0,0.613333,0.16175
32.0,26.0,0.571429,0.0545
32.0,27.0,0.571429,0.00025
32.0,28.0,0.599048,0.0085
32.0,29.0,0.785714,0.99975
32.0,30.0,0.707619,0.707
32.0,31.0,0.717143,0.67525
33.0,0.0,0.686368,0.55375
33.0,1.0,0.601525,0.36475
33.0,2.0,0.682555,0.27825
33.0,3.0,0.796949,0.5005
33.0,4.0,0.876072,0.82675
33.0,5.0,0.68381,0.5925
33.0,6.0,0.788571,0.37575
33.0,7.0,0.874286,0.68675
33.0,8.0,0.410476,0.36
33.0,9.0,0.739048,0.8275
33.0,10.0,0.713333,0.3275
33.0,11.0,0.868571,0.6535
33.0,12.0,0.875238,0.68325
33.0,13.0,0.882857,0.689
33.0,14.0,0.725537,0.8015
33.0,15.0,0.873508,0.538
33.0,16.0,0.875895,0.599
33.0,17.0,0.880668,0.62225
33.0,18.0,0.826501,0.76525
33.0,19.0,0.868446,0.72525
33.0,20.0,0.807619,0.4045
33.0,21.0,0.855238,0.4125
33.0,22.0,0.872381,0.56125
33.0,23.0,0.832381,0.6575
33.0,24.0,0.878095,0.704
33.0,25.0,0.493333,0.25175
33.0,26.0,0.430476,0.0925
33.0,27.0,0.546667,0.035
33.0,28.0,0.572381,0.117
33.0,29.0,0.81619,0.90425
33.0,30.0,0.882857,0.8245
33.0,31.0,0.86381,0.7935
33.0,32.0,0.773333,1.0
34.0,0.0,0.695901,0.52525
34.0,1.0,0.601525,0.54075
34.0,2.0,0.705434,0.5805
34.0,3.0,0.848427,0.59625
34.0,4.0,0.944709,0.803
34.0,5.0,0.693333,0.534
34.0,6.0,0.834286,0.43175
34.0,7.0,0.942857,0.6305
34.0,8.0,0.372381,0.29125
34.0,9.0,0.758095,0.511
34.0,10.0,0.747619,0.4715
34.0,11.0,0.940952,0.79625
34.0,12.0,0.949524,0.79275
34.0,13.0,0.959048,0.77225
34.0,14.0,0.739857,0.6085
34.0,15.0,0.954654,0.74225
34.0,16.0,0.957041,0.7705
34.0,17.0,0.961814,0.75525
34.0,18.0,0.879886,0.65875
34.0,19.0,0.940896,0.7505
34.0,20.0,0.866667,0.62625
34.0,21.0,0.927619,0.541
34.0,22.0,0.946667,0.60675
34.0,23.0,0.887619,0.61575
34.0,24.0,0.950476,0.7015
34.0,25.0,0.43619,0.471
34.0,26.0,0.377143,0.38
34.0,27.0,0.525714,0.23525
34.0,28.0,0.541905,0.273
34.0,29.0,0.791429,0.494
34.0,30.0,0.930476,0.781
34.0,31.0,0.884762,0.48025
34.0,32.0,0.700952,0.758
34.0,33.0,0.914286,0.998
35.0,0.0,0.702172,0.73025
35.0,1.0,0.612203,0.6155
35.0,2.0,0.690796,0.28
35.0,3.0,0.812823,0.323
35.0,4.0,0.895553,0.527
35.0,5.0,0.680785,0.3155
35.0,6.0,0.802686,0.20875
35.0,7.0,0.891529,0.25925
35.0,8.0,0.399793,0.4
35.0,9.0,0.72624,0.23975
35.0,10.0,0.72624,0.30825
35.0,11.0,0.894628,0.52025
35.0,12.0,0.896694,0.37925
35.0,13.0,0.905992,0.3965
35.0,14.0,0.719116,0.41425
35.0,15.0,0.89857,0.34575
35.0,16.0,0.906372,0.5475
35.0,17.0,0.910273,0.537
35.0,18.0,0.862461,0.928
35.0,19.0,0.914168,0.968
35.0,20.0,0.827479,0.296
35.0,21.0,0.885331,0.42875
35.0,22.0,0.895661,0.30525
35.0,23.0,0.855372,0.591
35.0,24.0,0.90186,0.465
35.0,25.0,0.46281,0.3055
35.0,26.0,0.413223,0.34775
35.0,27.0,0.565083,0.624
35.0,28.0,0.547521,0.104
35.0,29.0,0.774793,0.2715
35.0,30.0,0.882231,0.292
35.0,31.0,0.899793,0.9995
35.0,32.0,0.680785,0.247
35.0,33.0,0.838843,0.108
35.0,34.0,0.900826,0.39
36.0,0.0,0.701446,0.74225
36.0,1.0,0.61157,0.56725
36.0,2.0,0.690083,0.30775
36.0,3.0,0.805785,0.349
36.0,4.0,0.880165,0.39575
36.0,5.0,0.675955,0.26575
36.0,6.0,0.793602,0.17725
36.0,7.0,0.878225,0.23175
36.0,8.0,0.406605,0.4215
36.0,9.0,0.719298,0.215
36.0,10.0,0.72549,0.3815
36.0,11.0,0.885449,0.58975
36.0,12.0,0.885449,0.3965
36.0,13.0,0.894737,0.441
36.0,14.0,0.724675,0.617
36.0,15.0,0.884416,0.28175
36.0,16.0,0.892208,0.48475
36.0,17.0,0.896104,0.49225
36.0,18.0,0.86157,0.97975
36.0,19.0,0.904959,0.97275
36.0,20.0,0.821465,0.3625
36.0,21.0,0.872033,0.3655
36.0,22.0,0.882353,0.27925
36.0,23.0,0.844169,0.53875
36.0,24.0,0.888545,0.4215
36.0,25.0,0.4613,0.17325
36.0,26.0,0.421053,0.3555
36.0,27.0,0.563467,0.56
36.0,28.0,0.555212,0.1835
36.0,29.0,0.77193,0.353
36.0,30.0,0.862745,0.124
36.0,31.0,0.888545,0.99875
36.0,32.0,0.682147,0.33725
36.0,33.0,0.827657,0.1035
36.0,34.0,0.885449,0.31125
36.0,35.0,0.972107,1.0
37.0,0.0,0.729524,0.3165
37.0,1.0,0.685714,0.55625
37.0,2.0,0.729524,0.15275
37.0,3.0,0.785714,0.85975
37.0,4.0,0.779048,0.4435
37.0,5.0,0.686013,0.00875
37.0,6.0,0.769743,0.172
37.0,7.0,0.783064,0.35425
37.0,8.0,0.49001,0.3685
37.0,9.0,0.687916,0.14625
37.0,10.0,0.695528,0.024
37.0,11.0,0.788773,0.4975
37.0,12.0,0.784015,0.44225
37.0,13.0,0.782112,0.41925
37.0,14.0,0.694875,0.0255
37.0,15.0,0.778308,0.315
37.0,16.0,0.775924,0.33225
37.0,17.0,0.775924,0.35525
37.0,18.0,0.771429,0.72125
37.0,19.0,0.777143,0.56975
37.0,20.0,0.757374,0.09425
37.0,21.0,0.769743,0.147
37.0,22.0,0.773549,0.23025
37.0,23.0,0.780209,0.54575
37.0,24.0,0.783064,0.45775
37.0,25.0,0.507619,0.3355
37.0,26.0,0.465714,0.351
37.0,27.0,0.560952,0.2745
37.0,28.0,0.558095,0.375
37.0,29.0,0.718095,0.856
37.0,30.0,0.767619,0.421
37.0,31.0,0.767619,0.8715
37.0,32.0,0.646667,0.4635
37.0,33.0,0.732381,0.31275
37.0,34.0,0.774286,0.556
37.0,35.0,0.785124,0.97075
37.0,36.0,0.778122,0.96225
38.0,0.0,0.696941,0.20275
38.0,1.0,0.67304,0.338
38.0,2.0,0.709369,0.31825
38.0,3.0,0.716061,0.68725
38.0,4.0,0.699809,0.5015
38.0,5.0,0.665392,0.02625
38.0,6.0,0.688337,0.016
38.0,7.0,0.701721,0.40875
38.0,8.0,0.526769,0.44175
38.0,9.0,0.647228,0.1835
38.0,10.0,0.660612,0.05775
38.0,11.0,0.695985,0.264
38.0,12.0,0.698853,0.40075
38.0,13.0,0.696941,0.433
38.0,14.0,0.678998,0.24275
38.0,15.0,0.695704,0.37425
38.0,16.0,0.702864,0.586
38.0,17.0,0.702864,0.62425
38.0,18.0,0.691866,0.4365
38.0,19.0,0.69378,0.4995
38.0,20.0,0.710325,0.47475
38.0,21.0,0.705545,0.494
38.0,22.0,0.703633,0.54775
38.0,23.0,0.693117,0.18925
38.0,24.0,0.697897,0.431
38.0,25.0,0.539713,0.529
38.0,26.0,0.515789,0.7505
38.0,27.0,0.579904,0.62325
38.0,28.0,0.562679,0.5175
38.0,29.0,0.650718,0.361
38.0,30.0,0.690909,0.40525
38.0,31.0,0.711005,0.9435
38.0,32.0,0.603828,0.13625
38.0,33.0,0.660287,0.21625
38.0,34.0,0.694737,0.58225
38.0,35.0,0.700935,0.83025
38.0,36.0,0.692946,0.744
38.0,37.0,0.758126,1.0
39.0,0.0,0.693994,0.4965
39.0,1.0,0.727359,0.9525
39.0,2.0,0.680648,0.14225
39.0,3.0,0.63489,0.691
39.0,4.0,0.577693,0.46675
39.0,5.0,0.671429,0.329
39.0,6.0,0.654286,0.66975
39.0,7.0,0.58,0.40775
39.0,8.0,0.56381,0.05225
39.0,9.0,0.57619,0.04075
39.0,10.0,0.61619,0.07475
39.0,11.0,0.587619,0.47325
39.0,12.0,0.582857,0.53175
39.0,13.0,0.571429,0.45775
39.0,14.0,0.643198,0.315
39.0,15.0,0.571599,0.39575
39.0,16.0,0.564439,0.33225
39.0,17.0,0.562053,0.36325
39.0,18.0,0.612965,0.778
39.0,19.0,0.580553,0.6345
39.0,20.0,0.605714,0.17625
39.0,21.0,0.578095,0.2505
39.0,22.0,0.570476,0.328
39.0,23.0,0.588571,0.1185
39.0,24.0,0.568571,0.3105
39.0,25.0,0.605338,0.8685
39.0,26.0,0.588179,0.9305
39.0,27.0,0.612011,0.9
39.0,28.0,0.594852,0.937
39.0,29.0,0.611058,0.83625
39.0,30.0,0.592946,0.66875
39.0,31.0,0.586273,0.42225
39.0,32.0,0.609152,0.8615
39.0,33.0,0.602479,0.9145
39.0,34.0,0.575786,0.60525
39.0,35.0,0.581179,0.56425
39.0,36.0,0.585744,0.6295
39.0,37.0,0.657143,0.82675
39.0,38.0,0.654876,0.80575
40.0,0.0,0.744519,0.25525
40.0,1.0,0.709247,0.5795
40.0,2.0,0.752145,0.24575
40.0,3.0,0.77693,0.7545
40.0,4.0,0.763584,0.476
40.0,5.0,0.704762,0.01625
40.0,6.0,0.779048,0.33625
