	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
theta[62,1]	-0.097	0.0055	0.32	-0.63	-0.087	0.41	3401.0	1.2	1.0
theta[63,1]	-1.6	0.0084	0.55	-2.6	-1.6	-0.79	4343.0	1.6	1.0
theta[64,1]	0.72	0.0049	0.29	0.23	0.73	1.2	3529.0	1.3	1.0
theta[65,1]	0.33	0.0049	0.28	-0.14	0.34	0.8	3352.0	1.2	1.0
theta[66,1]	-0.56	0.0061	0.37	-1.2	-0.55	0.027	3612.0	1.3	1.0
theta[67,1]	-0.66	0.0067	0.39	-1.3	-0.65	-0.046	3349.0	1.2	1.0
theta[68,1]	-0.55	0.0064	0.37	-1.2	-0.54	0.042	3344.0	1.2	1.0
theta[69,1]	-0.63	0.0069	0.39	-1.3	-0.61	-0.037	3089.0	1.1	1.0
theta[70,1]	-0.023	0.0051	0.31	-0.55	-0.013	0.47	3849.0	1.4	1.0
theta[71,1]	-1.3	0.008	0.5	-2.1	-1.2	-0.51	3826.0	1.4	1.0
theta[72,1]	-0.19	0.0054	0.33	-0.75	-0.18	0.33	3613.0	1.3	1.0
theta[73,1]	-0.43	0.0059	0.36	-1.0	-0.41	0.11	3666.0	1.3	1.0
theta[74,1]	-1.2	0.0072	0.46	-2.0	-1.2	-0.45	3983.0	1.4	1.0
theta[75,1]	-1.6	0.0091	0.56	-2.6	-1.6	-0.77	3766.0	1.4	1.0
theta[76,1]	-0.014	0.0051	0.31	-0.52	-0.0043	0.48	3629.0	1.3	1.0
theta[77,1]	0.71	0.0046	0.28	0.26	0.71	1.2	3687.0	1.3	1.0
theta[78,1]	-1.4	0.0078	0.51	-2.3	-1.4	-0.63	4344.0	1.6	1.0
theta[79,1]	-1.0	0.0072	0.43	-1.8	-0.99	-0.34	3598.0	1.3	1.0
theta[80,1]	-0.71	0.0063	0.38	-1.4	-0.68	-0.11	3717.0	1.3	1.0
theta[81,1]	1.7	0.0053	0.33	1.2	1.7	2.3	3970.0	1.4	1.0
theta[82,1]	-1.5	0.0082	0.53	-2.4	-1.5	-0.72	4187.0	1.5	1.0
theta[83,1]	-0.87	0.0066	0.42	-1.6	-0.85	-0.22	4121.0	1.5	1.0
theta[84,1]	0.52	0.0047	0.28	0.068	0.52	0.99	3695.0	1.3	1.0
theta[85,1]	0.27	0.0048	0.29	-0.21	0.27	0.75	3636.0	1.3	1.0
theta[86,1]	0.36	0.0049	0.28	-0.1	0.36	0.83	3398.0	1.2	1.0
theta[87,1]	-1.6	0.0088	0.56	-2.6	-1.6	-0.76	4061.0	1.5	1.0
theta[88,1]	0.083	0.0052	0.29	-0.42	0.083	0.56	3182.0	1.2	1.0
theta[89,1]	-0.097	0.0054	0.32	-0.62	-0.089	0.41	3401.0	1.2	1.0
theta[90,1]	-0.048	0.0053	0.32	-0.59	-0.034	0.45	3531.0	1.3	1.0
theta[91,1]	1.5	0.0051	0.31	0.96	1.4	2.0	3707.0	1.3	1.0
theta[92,1]	0.57	0.0049	0.29	0.097	0.57	1.0	3429.0	1.2	1.0
theta[93,1]	1.9	0.0054	0.32	1.4	1.9	2.4	3528.0	1.3	1.0
theta[94,1]	-0.0064	0.0052	0.31	-0.51	-0.0057	0.51	3521.0	1.3	1.0
theta[95,1]	-1.3	0.0074	0.48	-2.1	-1.2	-0.51	4148.0	1.5	1.0
theta[96,1]	-1.5	0.0086	0.53	-2.4	-1.5	-0.67	3863.0	1.4	1.0
theta[97,1]	0.49	0.005	0.3	0.011	0.49	0.99	3656.0	1.3	1.0
theta[98,1]	-0.87	0.0073	0.42	-1.6	-0.85	-0.2	3390.0	1.2	1.0
theta[99,1]	-0.28	0.0053	0.32	-0.82	-0.27	0.24	3664.0	1.3	1.0
theta[100,1]	-1.3	0.0082	0.51	-2.2	-1.3	-0.55	3867.0	1.4	1.0
theta[101,1]	-0.91	0.0066	0.42	-1.6	-0.89	-0.23	4153.0	1.5	1.0
theta[102,1]	0.16	0.0049	0.31	-0.35	0.16	0.64	3934.0	1.4	1.0
theta[103,1]	0.43	0.0049	0.28	-0.051	0.43	0.88	3264.0	1.2	1.0
theta[104,1]	1.2	0.0051	0.3	0.73	1.2	1.7	3433.0	1.2	1.0
theta[105,1]	0.2	0.0049	0.3	-0.32	0.2	0.67	3699.0	1.3	1.0
theta[106,1]	-0.0099	0.0055	0.32	-0.54	-0.0085	0.5	3395.0	1.2	1.0
theta[107,1]	0.18	0.0051	0.29	-0.3	0.18	0.64	3253.0	1.2	1.0
theta[108,1]	-0.84	0.0074	0.41	-1.6	-0.82	-0.2	3133.0	1.1	1.0
theta[109,1]	-0.037	0.0053	0.31	-0.58	-0.02	0.47	3478.0	1.3	1.0
theta[110,1]	-1.4	0.0083	0.51	-2.3	-1.4	-0.61	3788.0	1.4	1.0
theta[111,1]	-1.5	0.0086	0.53	-2.4	-1.4	-0.61	3762.0	1.4	1.0
theta[112,1]	-0.8	0.0065	0.41	-1.5	-0.79	-0.15	4008.0	1.5	1.0
theta[113,1]	0.061	0.0054	0.31	-0.45	0.067	0.56	3221.0	1.2	1.0
theta[114,1]	-0.4	0.0054	0.35	-1.0	-0.39	0.14	4164.0	1.5	1.0
theta[115,1]	-0.76	0.0067	0.4	-1.5	-0.74	-0.15	3613.0	1.3	1.0
theta[116,1]	0.048	0.0055	0.31	-0.48	0.052	0.55	3260.0	1.2	1.0
theta[117,1]	-1.4	0.0085	0.53	-2.3	-1.4	-0.61	3799.0	1.4	1.0
theta[118,1]	-0.44	0.0066	0.36	-1.1	-0.42	0.12	2913.0	1.1	1.0
theta[119,1]	-0.061	0.0056	0.32	-0.6	-0.05	0.45	3225.0	1.2	1.0
theta[120,1]	-1.4	0.0084	0.53	-2.4	-1.4	-0.64	3962.0	1.4	1.0
theta[121,1]	-0.53	0.0063	0.37	-1.1	-0.52	0.043	3377.0	1.2	1.0
theta[122,1]	-1.1	0.0073	0.45	-1.9	-1.1	-0.4	3843.0	1.4	1.0
theta[123,1]	0.26	0.0051	0.29	-0.24	0.27	0.74	3400.0	1.2	1.0
theta[124,1]	0.42	0.0054	0.3	-0.079	0.42	0.9	3019.0	1.1	1.0
theta[125,1]	0.75	0.0045	0.28	0.28	0.75	1.2	4070.0	1.5	1.0
theta[126,1]	-0.51	0.0058	0.36	-1.1	-0.5	0.058	3850.0	1.4	1.0
theta[127,1]	-1.7	0.0091	0.58	-2.7	-1.7	-0.86	4027.0	1.5	1.0
theta[128,1]	0.025	0.0051	0.31	-0.52	0.039	0.54	3815.0	1.4	1.0
theta[129,1]	-0.14	0.0053	0.32	-0.67	-0.14	0.37	3479.0	1.3	1.0
theta[130,1]	-1.2	0.0079	0.49	-2.0	-1.2	-0.45	3761.0	1.4	1.0
theta[131,1]	1.6	0.0051	0.32	1.1	1.6	2.2	3978.0	1.4	1.0
theta[132,1]	-0.24	0.0053	0.34	-0.83	-0.23	0.29	4093.0	1.5	1.0
theta[133,1]	1.2	0.0049	0.3	0.73	1.2	1.7	3623.0	1.3	1.0
theta[134,1]	-1.6	0.0093	0.55	-2.5	-1.5	-0.69	3496.0	1.3	1.0
theta[135,1]	-0.69	0.0062	0.4	-1.4	-0.67	-0.055	4128.0	1.5	1.0
theta[136,1]	-1.7	0.0093	0.58	-2.8	-1.7	-0.86	3973.0	1.4	1.0
theta[137,1]	-0.65	0.0065	0.38	-1.3	-0.62	-0.05	3481.0	1.3	1.0
theta[138,1]	-0.41	0.0058	0.35	-1.0	-0.39	0.15	3543.0	1.3	1.0
theta[139,1]	0.21	0.0046	0.29	-0.26	0.21	0.68	3960.0	1.4	1.0
theta[140,1]	-0.85	0.0069	0.42	-1.6	-0.82	-0.22	3708.0	1.3	1.0
theta[141,1]	-1.5	0.009	0.54	-2.4	-1.4	-0.66	3583.0	1.3	1.0
theta[142,1]	0.98	0.0048	0.29	0.5	0.98	1.5	3673.0	1.3	1.0
theta[143,1]	0.32	0.0052	0.3	-0.17	0.32	0.8	3193.0	1.2	1.0
theta[144,1]	-0.3	0.0057	0.33	-0.86	-0.29	0.23	3458.0	1.3	1.0
theta[145,1]	-1.9	0.009	0.63	-3.0	-1.9	-0.92	4966.0	1.8	1.0
theta[146,1]	0.54	0.005	0.3	0.045	0.54	1.0	3586.0	1.3	1.0
theta[147,1]	-0.57	0.0063	0.35	-1.2	-0.56	-0.0034	3104.0	1.1	1.0
theta[148,1]	-0.021	0.0052	0.31	-0.54	-0.014	0.47	3479.0	1.3	1.0
theta[149,1]	0.96	0.0049	0.29	0.48	0.95	1.4	3605.0	1.3	1.0
theta[150,1]	-1.6	0.0089	0.58	-2.6	-1.6	-0.75	4210.0	1.5	1.0
theta[151,1]	-0.56	0.0062	0.37	-1.2	-0.54	0.015	3623.0	1.3	1.0
theta[152,1]	-1.2	0.0077	0.46	-2.0	-1.2	-0.47	3508.0	1.3	1.0
theta[153,1]	-0.7	0.0063	0.38	-1.3	-0.68	-0.091	3627.0	1.3	1.0
theta[154,1]	-1.6	0.0091	0.57	-2.6	-1.6	-0.78	3918.0	1.4	1.0
theta[155,1]	-1.6	0.0085	0.55	-2.5	-1.5	-0.72	4188.0	1.5	1.0
theta[156,1]	-1.0	0.0073	0.44	-1.8	-0.99	-0.35	3588.0	1.3	1.0
theta[157,1]	0.34	0.0052	0.29	-0.16	0.35	0.82	3260.0	1.2	1.0
theta[158,1]	-0.16	0.0052	0.31	-0.7	-0.15	0.34	3690.0	1.3	1.0
theta[159,1]	-0.0048	0.0052	0.31	-0.53	0.00012	0.49	3489.0	1.3	1.0
theta[160,1]	0.086	0.0049	0.3	-0.41	0.093	0.57	3798.0	1.4	1.0
theta[161,1]	0.88	0.0051	0.29	0.4	0.89	1.4	3317.0	1.2	1.0
theta[162,1]	-0.56	0.006	0.35	-1.1	-0.55	-0.012	3391.0	1.2	1.0
theta[163,1]	0.67	0.0048	0.3	0.18	0.66	1.2	3923.0	1.4	1.0
theta[164,1]	0.47	0.0051	0.28	0.0042	0.47	0.94	3056.0	1.1	1.0
theta[165,1]	-1.9	0.0097	0.62	-3.0	-1.9	-0.97	4010.0	1.5	1.0
theta[166,1]	0.49	0.0045	0.29	0.011	0.49	0.95	4062.0	1.5	1.0
theta[167,1]	0.05	0.0055	0.31	-0.48	0.053	0.55	3289.0	1.2	1.0
theta[168,1]	-1.5	0.0084	0.53	-2.4	-1.4	-0.68	3912.0	1.4	1.0
theta[169,1]	-0.93	0.0067	0.44	-1.7	-0.9	-0.24	4212.0	1.5	1.0
theta[170,1]	-1.9	0.01	0.63	-3.0	-1.9	-0.95	3738.0	1.4	1.0
theta[171,1]	-1.7	0.009	0.59	-2.8	-1.7	-0.83	4223.0	1.5	1.0
theta[172,1]	-0.14	0.0055	0.32	-0.67	-0.13	0.35	3304.0	1.2	1.0
theta[173,1]	0.64	0.0046	0.28	0.18	0.64	1.1	3710.0	1.3	1.0
theta[174,1]	1.2	0.0052	0.3	0.71	1.2	1.7	3224.0	1.2	1.0
theta[175,1]	0.25	0.0052	0.3	-0.24	0.25	0.74	3205.0	1.2	1.0
theta[176,1]	-0.43	0.0061	0.35	-1.0	-0.42	0.12	3316.0	1.2	1.0
theta[177,1]	1.0	0.005	0.3	0.56	1.0	1.6	3471.0	1.3	1.0
theta[178,1]	0.13	0.0053	0.3	-0.38	0.13	0.63	3231.0	1.2	1.0
theta[179,1]	0.65	0.0046	0.3	0.15	0.65	1.1	4315.0	1.6	1.0
theta[180,1]	-0.49	0.0065	0.36	-1.1	-0.48	0.073	3078.0	1.1	1.0
theta[181,1]	-0.071	0.0051	0.31	-0.59	-0.065	0.42	3681.0	1.3	1.0
theta[182,1]	-0.6	0.0066	0.39	-1.3	-0.57	-0.0036	3497.0	1.3	1.0
theta[183,1]	1.4	0.0052	0.32	0.89	1.4	2.0	3815.0	1.4	1.0
theta[184,1]	-0.45	0.0059	0.36	-1.1	-0.44	0.13	3693.0	1.3	1.0
theta[185,1]	0.79	0.0049	0.29	0.31	0.79	1.3	3557.0	1.3	1.0
theta[186,1]	-0.18	0.0056	0.32	-0.73	-0.16	0.33	3311.0	1.2	1.0
theta[187,1]	0.7	0.0052	0.29	0.24	0.7	1.2	3005.0	1.1	1.0
theta[188,1]	-1.6	0.0088	0.56	-2.6	-1.6	-0.74	4065.0	1.5	1.0
theta[189,1]	-1.5	0.0089	0.53	-2.4	-1.5	-0.67	3605.0	1.3	1.0
theta[190,1]	0.15	0.005	0.3	-0.34	0.16	0.63	3558.0	1.3	1.0
theta[191,1]	-0.32	0.0058	0.33	-0.88	-0.32	0.19	3290.0	1.2	1.0
theta[192,1]	-0.33	0.0058	0.34	-0.91	-0.32	0.21	3399.0	1.2	1.0
theta[193,1]	-1.4	0.0081	0.52	-2.3	-1.4	-0.59	4064.0	1.5	1.0
theta[194,1]	-0.063	0.0053	0.33	-0.61	-0.053	0.45	3823.0	1.4	1.0
theta[195,1]	-0.22	0.0055	0.32	-0.76	-0.21	0.3	3400.0	1.2	1.0
theta[196,1]	-1.9	0.0089	0.62	-3.0	-1.9	-0.97	4790.0	1.7	1.0
theta[197,1]	-0.22	0.0051	0.32	-0.78	-0.21	0.29	4072.0	1.5	1.0
theta[198,1]	0.54	0.005	0.3	0.039	0.55	1.0	3503.0	1.3	1.0
theta[199,1]	-1.1	0.0072	0.45	-1.9	-1.1	-0.38	3818.0	1.4	1.0
theta[200,1]	-0.16	0.0054	0.31	-0.69	-0.15	0.32	3340.0	1.2	1.0
theta[201,1]	-1.8	0.0098	0.61	-2.9	-1.8	-0.91	3914.0	1.4	1.0
theta[202,1]	0.27	0.0052	0.3	-0.24	0.27	0.74	3318.0	1.2	1.0
theta[203,1]	0.18	0.0055	0.3	-0.32	0.18	0.67	2992.0	1.1	1.0
theta[204,1]	0.93	0.0049	0.29	0.46	0.92	1.4	3463.0	1.3	1.0
theta[205,1]	-0.95	0.0077	0.45	-1.7	-0.92	-0.26	3349.0	1.2	1.0
theta[206,1]	0.71	0.005	0.28	0.26	0.71	1.2	3176.0	1.2	1.0
theta[207,1]	0.052	0.0053	0.3	-0.44	0.05	0.54	3190.0	1.2	1.0
theta[208,1]	-0.1	0.0057	0.31	-0.63	-0.098	0.39	3067.0	1.1	1.0
theta[209,1]	-1.6	0.0092	0.58	-2.6	-1.6	-0.78	3928.0	1.4	1.0
theta[210,1]	-0.34	0.0051	0.33	-0.89	-0.32	0.19	4083.0	1.5	1.0
theta[211,1]	-1.4	0.0075	0.5	-2.2	-1.3	-0.59	4424.0	1.6	1.0
theta[212,1]	0.69	0.0051	0.29	0.23	0.69	1.2	3221.0	1.2	1.0
theta[213,1]	-0.12	0.0056	0.33	-0.69	-0.12	0.42	3450.0	1.3	1.0
theta[214,1]	0.66	0.0049	0.29	0.19	0.65	1.2	3599.0	1.3	1.0
theta[215,1]	-0.41	0.0061	0.36	-1.0	-0.4	0.16	3634.0	1.3	1.0
theta[216,1]	0.11	0.0053	0.31	-0.41	0.11	0.61	3419.0	1.2	1.0
theta[217,1]	0.98	0.0048	0.29	0.49	0.97	1.5	3637.0	1.3	1.0
theta[218,1]	0.31	0.0049	0.3	-0.17	0.31	0.81	3696.0	1.3	1.0
theta[219,1]	0.19	0.0053	0.3	-0.32	0.19	0.67	3310.0	1.2	1.0
theta[220,1]	-0.47	0.0061	0.35	-1.1	-0.45	0.085	3375.0	1.2	1.0
theta[221,1]	0.51	0.0051	0.3	0.013	0.51	1.0	3362.0	1.2	1.0
theta[222,1]	-1.7	0.0089	0.56	-2.7	-1.7	-0.82	3976.0	1.4	1.0
theta[223,1]	-0.53	0.0059	0.36	-1.1	-0.52	0.028	3727.0	1.4	1.0
theta[224,1]	0.14	0.0052	0.31	-0.36	0.15	0.64	3423.0	1.2	1.0
theta[225,1]	-1.3	0.0076	0.47	-2.1	-1.2	-0.55	3836.0	1.4	1.0
theta[226,1]	-0.036	0.0056	0.32	-0.57	-0.03	0.48	3243.0	1.2	1.0
theta[227,1]	0.044	0.0054	0.3	-0.46	0.051	0.55	3068.0	1.1	1.0
theta[228,1]	-0.9	0.0068	0.43	-1.6	-0.87	-0.23	3912.0	1.4	1.0
theta[229,1]	0.4	0.0046	0.28	-0.058	0.41	0.86	3589.0	1.3	1.0
theta[230,1]	-0.51	0.0059	0.35	-1.1	-0.5	0.049	3542.0	1.3	1.0
theta[231,1]	-1.1	0.0076	0.46	-1.9	-1.1	-0.36	3560.0	1.3	1.0
theta[232,1]	-0.77	0.0071	0.4	-1.5	-0.75	-0.16	3141.0	1.1	1.0
theta[233,1]	0.49	0.0048	0.28	0.021	0.49	0.95	3401.0	1.2	1.0
theta[234,1]	-0.82	0.0067	0.4	-1.5	-0.8	-0.2	3559.0	1.3	1.0
theta[235,1]	0.28	0.0054	0.29	-0.21	0.28	0.75	2989.0	1.1	1.0
theta[236,1]	-1.3	0.0074	0.46	-2.1	-1.2	-0.57	3781.0	1.4	1.0
theta[237,1]	-0.3	0.0056	0.33	-0.84	-0.29	0.22	3333.0	1.2	1.0
theta[238,1]	-1.1	0.008	0.46	-1.9	-1.1	-0.42	3381.0	1.2	1.0
theta[239,1]	0.32	0.0052	0.3	-0.16	0.33	0.82	3385.0	1.2	1.0
theta[240,1]	0.33	0.0051	0.3	-0.17	0.34	0.82	3422.0	1.2	1.0
theta[241,1]	0.19	0.0053	0.3	-0.31	0.2	0.68	3287.0	1.2	1.0
theta[242,1]	-0.55	0.0063	0.38	-1.2	-0.53	0.039	3535.0	1.3	1.0
theta[243,1]	-0.13	0.0056	0.32	-0.69	-0.12	0.38	3288.0	1.2	1.0
theta[244,1]	0.8	0.0048	0.29	0.33	0.79	1.3	3693.0	1.3	1.0
theta[245,1]	-0.48	0.0058	0.36	-1.1	-0.47	0.073	3710.0	1.3	1.0
theta[246,1]	0.31	0.0047	0.29	-0.18	0.31	0.78	3883.0	1.4	1.0
theta[247,1]	-0.7	0.0065	0.38	-1.3	-0.68	-0.11	3362.0	1.2	1.0
theta[248,1]	1.2	0.0047	0.29	0.71	1.2	1.7	3754.0	1.4	1.0
theta[249,1]	0.71	0.005	0.29	0.23	0.73	1.2	3494.0	1.3	1.0
theta[250,1]	-0.66	0.0069	0.39	-1.3	-0.64	-0.043	3299.0	1.2	1.0
theta[251,1]	-0.42	0.0055	0.35	-1.0	-0.4	0.12	4126.0	1.5	1.0
theta[252,1]	0.087	0.0052	0.3	-0.43	0.091	0.57	3411.0	1.2	1.0
theta[253,1]	0.61	0.0054	0.29	0.12	0.62	1.1	2989.0	1.1	1.0
theta[254,1]	-0.38	0.0054	0.33	-0.95	-0.37	0.15	3784.0	1.4	1.0
theta[255,1]	-0.003	0.0053	0.31	-0.53	0.00081	0.5	3515.0	1.3	1.0
theta[256,1]	0.12	0.0047	0.29	-0.37	0.12	0.6	3850.0	1.4	1.0
theta[257,1]	-0.81	0.0073	0.4	-1.5	-0.78	-0.19	3017.0	1.1	1.0
theta[258,1]	0.15	0.0052	0.31	-0.35	0.16	0.64	3482.0	1.3	1.0
theta[259,1]	0.32	0.0052	0.3	-0.17	0.33	0.82	3374.0	1.2	1.0
theta[260,1]	-1.7	0.0094	0.59	-2.7	-1.7	-0.81	3929.0	1.4	1.0
theta[261,1]	0.58	0.005	0.28	0.13	0.58	1.0	3095.0	1.1	1.0
theta[262,1]	0.36	0.0049	0.29	-0.12	0.35	0.83	3445.0	1.3	1.0
theta[263,1]	0.19	0.0047	0.29	-0.29	0.19	0.66	3904.0	1.4	1.0
theta[264,1]	-0.1	0.0059	0.33	-0.66	-0.092	0.4	3114.0	1.1	1.0
theta[265,1]	-0.84	0.0067	0.39	-1.5	-0.82	-0.24	3430.0	1.2	1.0
theta[266,1]	-0.97	0.0068	0.41	-1.7	-0.96	-0.31	3704.0	1.3	1.0
theta[267,1]	-0.49	0.0063	0.36	-1.1	-0.47	0.074	3216.0	1.2	1.0
theta[268,1]	0.35	0.005	0.29	-0.13	0.34	0.82	3303.0	1.2	1.0
theta[269,1]	-1.6	0.0088	0.57	-2.6	-1.6	-0.77	4283.0	1.6	1.0
theta[270,1]	0.75	0.0049	0.29	0.27	0.76	1.2	3561.0	1.3	1.0
theta[271,1]	0.69	0.0051	0.3	0.19	0.68	1.2	3386.0	1.2	1.0
theta[272,1]	-0.81	0.0065	0.41	-1.5	-0.8	-0.16	3932.0	1.4	1.0
theta[273,1]	-1.1	0.0075	0.48	-2.0	-1.1	-0.4	4048.0	1.5	1.0
theta[274,1]	-0.095	0.0052	0.32	-0.62	-0.092	0.42	3778.0	1.4	1.0
theta[275,1]	0.72	0.0052	0.3	0.22	0.71	1.2	3486.0	1.3	1.0
theta[276,1]	1.3	0.005	0.3	0.78	1.3	1.8	3684.0	1.3	1.0
theta[277,1]	-0.85	0.0073	0.43	-1.6	-0.82	-0.18	3426.0	1.2	1.0
theta[278,1]	0.56	0.0047	0.29	0.089	0.55	1.0	3668.0	1.3	1.0
theta[279,1]	-1.9	0.0094	0.6	-2.9	-1.9	-0.99	4073.0	1.5	1.0
theta[280,1]	1.1	0.005	0.3	0.66	1.1	1.6	3514.0	1.3	1.0
theta[281,1]	1.4	0.0052	0.3	0.87	1.4	1.9	3330.0	1.2	1.0
theta[282,1]	-1.4	0.0083	0.51	-2.2	-1.3	-0.57	3734.0	1.4	1.0
theta[283,1]	-0.56	0.0066	0.38	-1.2	-0.54	0.027	3395.0	1.2	1.0
theta[284,1]	-0.67	0.0068	0.38	-1.3	-0.66	-0.069	3017.0	1.1	1.0
theta[285,1]	-0.37	0.006	0.35	-0.97	-0.36	0.18	3347.0	1.2	1.0
theta[286,1]	0.74	0.0052	0.29	0.26	0.75	1.2	3240.0	1.2	1.0
theta[287,1]	0.84	0.0055	0.31	0.34	0.85	1.4	3201.0	1.2	1.0
