sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
80,4,22,27,39,32,28,28,31,32,32,29,30,34,27,23,22,16,13,17,18,15,4,4,9,11,8,1,5,5,3,3,0,1,2,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
81,8,20,31,23,36,28,24,38,29,28,24,19,25,34,23,20,17,20,10,12,18,20,10,10,11,9,8,8,3,2,3,5,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,11,24,31,37,26,38,34,24,33,30,17,25,20,21,25,21,18,23,16,17,14,16,10,9,3,5,3,4,5,3,4,4,4,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,13,21,24,33,25,34,31,33,23,27,38,22,32,22,19,23,19,19,9,11,19,12,13,7,9,6,7,8,5,4,1,5,0,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
84,10,21,25,25,40,24,25,29,38,28,31,27,26,23,29,21,18,18,21,11,14,8,10,11,7,5,6,4,7,5,1,3,0,1,3,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
85,10,22,28,34,29,29,36,25,26,27,24,25,30,24,22,22,20,20,23,15,11,8,16,6,7,3,8,5,7,6,2,2,4,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
86,7,29,30,26,28,27,25,27,29,30,28,30,25,30,22,25,20,19,13,13,13,7,20,8,6,5,7,6,5,6,3,2,2,3,2,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
87,13,18,31,28,27,30,41,28,34,28,24,24,30,17,19,30,18,18,10,19,13,10,12,7,12,6,6,4,5,6,2,4,0,1,1,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
88,11,16,20,32,25,39,29,37,32,40,29,27,19,16,18,23,21,17,17,20,12,14,15,8,6,7,7,8,4,4,1,1,3,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
89,12,23,21,28,25,32,31,40,32,37,18,22,19,26,19,31,12,18,23,19,11,11,14,10,9,11,8,3,4,3,1,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
