	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
theta[1,84]	0.64	0.0036	0.23	0.26	0.64	1.0	4233.0	5.4	1.0
theta[1,85]	0.36	0.0044	0.25	-0.05	0.37	0.77	3258.0	4.1	1.0
theta[1,86]	0.56	0.0039	0.24	0.16	0.57	0.96	3966.0	5.0	1.0
theta[1,87]	-1.6	0.0082	0.51	-2.5	-1.5	-0.78	3859.0	4.9	1.0
theta[1,88]	0.21	0.0043	0.26	-0.23	0.22	0.64	3683.0	4.7	1.0
theta[1,89]	0.13	0.0041	0.26	-0.32	0.14	0.54	4143.0	5.3	1.0
theta[1,90]	0.05	0.0049	0.27	-0.41	0.059	0.48	2992.0	3.8	1.0
theta[1,91]	1.8	0.0042	0.23	1.4	1.8	2.1	3069.0	3.9	1.0
theta[1,92]	0.75	0.0036	0.23	0.37	0.76	1.1	4242.0	5.4	1.0
theta[1,93]	1.9	0.0048	0.24	1.5	1.9	2.3	2575.0	3.3	1.0
theta[1,94]	0.28	0.0044	0.26	-0.15	0.28	0.69	3496.0	4.5	1.0
theta[1,95]	-1.0	0.0063	0.41	-1.7	-1.0	-0.4	4244.0	5.4	1.0
theta[1,96]	-1.5	0.008	0.52	-2.4	-1.5	-0.75	4186.0	5.3	1.0
theta[1,97]	0.73	0.0046	0.24	0.34	0.73	1.1	2720.0	3.5	1.0
theta[1,98]	-0.56	0.0055	0.34	-1.2	-0.53	-0.023	3944.0	5.0	1.0
theta[1,99]	0.2	0.0039	0.26	-0.24	0.2	0.64	4495.0	5.7	1.0
theta[1,100]	-0.97	0.0065	0.4	-1.7	-0.94	-0.35	3847.0	4.9	1.0
theta[1,101]	-0.77	0.0061	0.38	-1.4	-0.75	-0.18	3884.0	4.9	1.0
theta[1,102]	0.3	0.0042	0.25	-0.11	0.3	0.71	3501.0	4.5	1.0
theta[1,103]	0.67	0.0045	0.23	0.28	0.67	1.0	2650.0	3.4	1.0
theta[1,104]	1.7	0.0039	0.23	1.3	1.7	2.0	3421.0	4.4	1.0
theta[1,105]	0.37	0.0042	0.25	-0.056	0.37	0.77	3480.0	4.4	1.0
theta[1,106]	0.1	0.0045	0.26	-0.35	0.11	0.53	3415.0	4.3	1.0
theta[1,107]	0.27	0.0041	0.25	-0.16	0.27	0.68	3896.0	5.0	1.0
theta[1,108]	-0.67	0.0061	0.36	-1.3	-0.65	-0.1	3498.0	4.5	1.0
theta[1,109]	0.21	0.0041	0.26	-0.23	0.21	0.61	3935.0	5.0	1.0
theta[1,110]	-1.3	0.0077	0.47	-2.1	-1.2	-0.55	3641.0	4.6	1.0
theta[1,111]	-1.1	0.0081	0.44	-1.8	-1.1	-0.43	2958.0	3.8	1.0
theta[1,112]	-0.56	0.0055	0.34	-1.1	-0.54	-0.031	3880.0	4.9	1.0
theta[1,113]	-0.034	0.0042	0.28	-0.52	-0.027	0.41	4438.0	5.7	1.0
theta[1,114]	-0.32	0.0051	0.31	-0.85	-0.3	0.17	3529.0	4.5	1.0
theta[1,115]	-0.72	0.0057	0.36	-1.4	-0.7	-0.14	4076.0	5.2	1.0
theta[1,116]	0.33	0.0042	0.26	-0.1	0.33	0.73	3726.0	4.7	1.0
theta[1,117]	-1.2	0.0066	0.43	-1.9	-1.1	-0.5	4352.0	5.5	1.0
theta[1,118]	-0.055	0.0046	0.28	-0.54	-0.045	0.4	3813.0	4.9	1.0
theta[1,119]	0.19	0.0042	0.26	-0.25	0.2	0.61	3761.0	4.8	1.0
theta[1,120]	-1.1	0.0065	0.43	-1.8	-1.0	-0.42	4316.0	5.5	1.0
theta[1,121]	-0.28	0.0046	0.31	-0.81	-0.27	0.19	4375.0	5.6	1.0
theta[1,122]	-0.96	0.0058	0.41	-1.7	-0.93	-0.33	5192.0	6.6	1.0
theta[1,123]	0.4	0.0042	0.25	-0.011	0.4	0.78	3388.0	4.3	1.0
theta[1,124]	0.77	0.0043	0.23	0.4	0.77	1.1	2855.0	3.6	1.0
theta[1,125]	1.0	0.004	0.23	0.67	1.0	1.4	3216.0	4.1	1.0
theta[1,126]	-0.21	0.0054	0.29	-0.71	-0.2	0.25	2990.0	3.8	1.0
theta[1,127]	-1.7	0.0092	0.54	-2.6	-1.6	-0.86	3421.0	4.4	1.0
theta[1,128]	0.33	0.004	0.26	-0.1	0.33	0.75	4041.0	5.1	1.0
theta[1,129]	0.13	0.0044	0.26	-0.33	0.13	0.56	3526.0	4.5	1.0
theta[1,130]	-0.92	0.0058	0.39	-1.6	-0.89	-0.32	4504.0	5.7	1.0
theta[1,131]	1.8	0.0042	0.23	1.4	1.8	2.2	2978.0	3.8	1.0
theta[1,132]	-0.11	0.0044	0.29	-0.59	-0.1	0.36	4366.0	5.6	1.0
theta[1,133]	1.2	0.0042	0.23	0.87	1.2	1.6	3042.0	3.9	1.0
theta[1,134]	-1.4	0.0069	0.47	-2.2	-1.3	-0.64	4611.0	5.9	1.0
theta[1,135]	-0.6	0.0052	0.35	-1.2	-0.58	-0.057	4470.0	5.7	1.0
theta[1,136]	-1.7	0.0076	0.53	-2.6	-1.6	-0.87	4895.0	6.2	1.0
theta[1,137]	-0.77	0.0056	0.38	-1.4	-0.76	-0.18	4755.0	6.1	1.0
theta[1,138]	-0.32	0.0051	0.32	-0.85	-0.31	0.16	3843.0	4.9	1.0
theta[1,139]	0.32	0.0042	0.25	-0.1	0.32	0.72	3468.0	4.4	1.0
theta[1,140]	-1.0	0.0066	0.42	-1.7	-0.99	-0.36	4130.0	5.3	1.0
theta[1,141]	-1.7	0.0084	0.55	-2.6	-1.6	-0.83	4266.0	5.4	1.0
theta[1,142]	1.0	0.004	0.23	0.64	1.0	1.4	3506.0	4.5	1.0
theta[1,143]	0.48	0.004	0.24	0.064	0.48	0.86	3679.0	4.7	1.0
theta[1,144]	-0.071	0.0048	0.29	-0.57	-0.062	0.38	3504.0	4.5	1.0
theta[1,145]	-2.1	0.0094	0.61	-3.1	-2.0	-1.1	4111.0	5.2	1.0
theta[1,146]	0.83	0.0038	0.23	0.45	0.83	1.2	3710.0	4.7	1.0
theta[1,147]	-0.33	0.0051	0.3	-0.86	-0.31	0.13	3408.0	4.3	1.0
theta[1,148]	0.1	0.0044	0.26	-0.34	0.11	0.52	3387.0	4.3	1.0
theta[1,149]	1.0	0.0042	0.23	0.67	1.1	1.4	2884.0	3.7	1.0
theta[1,150]	-1.5	0.0076	0.5	-2.4	-1.5	-0.76	4327.0	5.5	1.0
theta[1,151]	-0.66	0.0057	0.36	-1.3	-0.65	-0.099	4035.0	5.1	1.0
theta[1,152]	-1.0	0.0064	0.42	-1.7	-0.98	-0.37	4313.0	5.5	1.0
theta[1,153]	-0.53	0.0055	0.34	-1.1	-0.51	-0.00069	3824.0	4.9	1.0
theta[1,154]	-1.5	0.0078	0.5	-2.4	-1.5	-0.78	4064.0	5.2	1.0
theta[1,155]	-1.7	0.0082	0.53	-2.6	-1.6	-0.84	4243.0	5.4	1.0
theta[1,156]	-0.73	0.0053	0.35	-1.3	-0.71	-0.18	4506.0	5.7	1.0
theta[1,157]	0.67	0.0039	0.24	0.27	0.67	1.0	3647.0	4.6	1.0
theta[1,158]	0.18	0.004	0.26	-0.27	0.18	0.6	4406.0	5.6	1.0
theta[1,159]	0.21	0.0036	0.25	-0.22	0.22	0.61	4977.0	6.3	1.0
theta[1,160]	0.23	0.004	0.26	-0.21	0.23	0.63	4219.0	5.4	1.0
theta[1,161]	1.1	0.0046	0.22	0.74	1.1	1.5	2375.0	3.0	1.0
theta[1,162]	-0.4	0.0054	0.33	-0.97	-0.39	0.095	3726.0	4.7	1.0
theta[1,163]	0.76	0.0042	0.23	0.39	0.76	1.2	3066.0	3.9	1.0
theta[1,164]	0.62	0.0039	0.24	0.22	0.62	1.0	3783.0	4.8	1.0
theta[1,165]	-2.0	0.0089	0.58	-3.0	-2.0	-1.1	4298.0	5.5	1.0
theta[1,166]	0.82	0.0039	0.24	0.42	0.82	1.2	3601.0	4.6	1.0
theta[1,167]	0.4	0.0042	0.25	-0.029	0.4	0.8	3727.0	4.7	1.0
theta[1,168]	-1.5	0.008	0.5	-2.4	-1.5	-0.78	3952.0	5.0	1.0
theta[1,169]	-0.97	0.0061	0.41	-1.7	-0.94	-0.34	4589.0	5.8	1.0
theta[1,170]	-2.0	0.0092	0.6	-3.1	-2.0	-1.1	4208.0	5.4	1.0
theta[1,171]	-1.8	0.0082	0.54	-2.7	-1.8	-0.96	4344.0	5.5	1.0
theta[1,172]	0.037	0.0042	0.27	-0.42	0.04	0.48	4135.0	5.3	1.0
theta[1,173]	0.74	0.004	0.23	0.37	0.74	1.1	3292.0	4.2	1.0
theta[1,174]	1.4	0.004	0.23	0.98	1.4	1.7	3303.0	4.2	1.0
theta[1,175]	0.3	0.0041	0.26	-0.13	0.3	0.71	3852.0	4.9	1.0
theta[1,176]	-0.24	0.0047	0.31	-0.78	-0.23	0.25	4279.0	5.4	1.0
theta[1,177]	1.3	0.004	0.22	0.92	1.3	1.7	3111.0	4.0	1.0
theta[1,178]	0.31	0.0039	0.25	-0.1	0.32	0.71	3983.0	5.1	1.0
theta[1,179]	0.8	0.004	0.23	0.42	0.8	1.2	3361.0	4.3	1.0
theta[1,180]	-0.39	0.005	0.33	-0.96	-0.37	0.13	4327.0	5.5	1.0
theta[1,181]	0.024	0.0043	0.27	-0.43	0.024	0.45	3759.0	4.8	1.0
theta[1,182]	-0.69	0.0057	0.36	-1.3	-0.67	-0.13	4078.0	5.2	1.0
theta[1,183]	1.6	0.0044	0.24	1.2	1.6	2.0	2845.0	3.6	1.0
theta[1,184]	-0.066	0.0044	0.28	-0.54	-0.058	0.38	3977.0	5.1	1.0
theta[1,185]	0.97	0.0037	0.23	0.59	0.97	1.3	3754.0	4.8	1.0
theta[1,186]	0.046	0.0045	0.27	-0.43	0.055	0.49	3751.0	4.8	1.0
theta[1,187]	0.97	0.0042	0.23	0.58	0.97	1.3	3048.0	3.9	1.0
theta[1,188]	-1.5	0.0077	0.51	-2.4	-1.5	-0.74	4373.0	5.6	1.0
theta[1,189]	-1.2	0.0073	0.44	-2.0	-1.2	-0.49	3712.0	4.7	1.0
theta[1,190]	0.27	0.0043	0.26	-0.17	0.28	0.68	3620.0	4.6	1.0
theta[1,191]	-0.36	0.0048	0.31	-0.89	-0.35	0.12	4256.0	5.4	1.0
theta[1,192]	-0.17	0.0045	0.3	-0.67	-0.16	0.3	4300.0	5.5	1.0
theta[1,193]	-1.1	0.0065	0.43	-1.9	-1.1	-0.46	4282.0	5.5	1.0
theta[1,194]	0.2	0.0045	0.26	-0.25	0.21	0.62	3413.0	4.3	1.0
theta[1,195]	0.084	0.0041	0.27	-0.38	0.09	0.53	4392.0	5.6	1.0
theta[1,196]	-2.1	0.0095	0.61	-3.1	-2.0	-1.1	4126.0	5.3	1.0
theta[1,197]	-0.2	0.0048	0.31	-0.73	-0.19	0.29	4182.0	5.3	1.0
theta[1,198]	0.85	0.0042	0.23	0.46	0.85	1.2	3103.0	4.0	1.0
theta[1,199]	-0.86	0.0064	0.39	-1.5	-0.83	-0.27	3766.0	4.8	1.0
theta[1,200]	0.037	0.0047	0.28	-0.45	0.053	0.47	3557.0	4.5	1.0
theta[1,201]	-1.9	0.0092	0.58	-2.9	-1.8	-0.95	3982.0	5.1	1.0
theta[1,202]	0.43	0.0042	0.24	0.02	0.43	0.82	3294.0	4.2	1.0
theta[1,203]	0.49	0.004	0.25	0.075	0.5	0.89	3774.0	4.8	1.0
theta[1,204]	1.1	0.0043	0.23	0.71	1.1	1.5	3017.0	3.8	1.0
theta[1,205]	-0.72	0.0057	0.38	-1.4	-0.69	-0.14	4431.0	5.6	1.0
theta[1,206]	0.84	0.004	0.23	0.45	0.84	1.2	3327.0	4.2	1.0
theta[1,207]	0.33	0.0046	0.25	-0.094	0.34	0.74	3071.0	3.9	1.0
theta[1,208]	0.17	0.004	0.26	-0.27	0.18	0.57	4195.0	5.3	1.0
theta[1,209]	-1.5	0.0081	0.51	-2.4	-1.4	-0.7	3983.0	5.1	1.0
theta[1,210]	-0.094	0.0045	0.28	-0.57	-0.085	0.36	3962.0	5.0	1.0
theta[1,211]	-1.5	0.0075	0.5	-2.3	-1.4	-0.69	4485.0	5.7	1.0
theta[1,212]	0.99	0.004	0.24	0.61	0.99	1.4	3424.0	4.4	1.0
theta[1,213]	0.18	0.0042	0.26	-0.25	0.18	0.6	3854.0	4.9	1.0
theta[1,214]	0.96	0.0042	0.23	0.58	0.95	1.3	2980.0	3.8	1.0
theta[1,215]	0.013	0.0044	0.27	-0.46	0.021	0.44	3728.0	4.7	1.0
theta[1,216]	0.36	0.0041	0.24	-0.044	0.36	0.75	3589.0	4.6	1.0
theta[1,217]	1.1	0.0046	0.23	0.67	1.1	1.4	2523.0	3.2	1.0
theta[1,218]	0.36	0.0037	0.24	-0.041	0.36	0.75	4360.0	5.6	1.0
theta[1,219]	0.39	0.0041	0.26	-0.046	0.39	0.81	3920.0	5.0	1.0
theta[1,220]	-0.3	0.005	0.31	-0.84	-0.3	0.19	3785.0	4.8	1.0
theta[1,221]	0.69	0.0041	0.23	0.31	0.69	1.1	3328.0	4.2	1.0
theta[1,222]	-1.6	0.0083	0.53	-2.5	-1.6	-0.78	4034.0	5.1	1.0
theta[1,223]	-0.4	0.0055	0.32	-0.95	-0.39	0.1	3383.0	4.3	1.0
theta[1,224]	0.51	0.0042	0.24	0.11	0.51	0.91	3388.0	4.3	1.0
theta[1,225]	-1.1	0.0063	0.43	-1.8	-1.0	-0.4	4657.0	5.9	1.0
theta[1,226]	-0.024	0.005	0.28	-0.5	-0.015	0.42	3109.0	4.0	1.0
theta[1,227]	0.091	0.0038	0.26	-0.35	0.091	0.52	4804.0	6.1	1.0
theta[1,228]	-0.6	0.0055	0.36	-1.2	-0.58	-0.042	4283.0	5.5	1.0
theta[1,229]	0.47	0.0041	0.25	0.068	0.47	0.87	3616.0	4.6	1.0
theta[1,230]	-0.23	0.0048	0.3	-0.75	-0.22	0.24	4021.0	5.1	1.0
theta[1,231]	-0.91	0.0059	0.4	-1.6	-0.89	-0.3	4586.0	5.8	1.0
theta[1,232]	-0.49	0.0059	0.33	-1.1	-0.47	0.046	3189.0	4.1	1.0
theta[1,233]	0.64	0.0042	0.23	0.25	0.64	1.0	3110.0	4.0	1.0
theta[1,234]	-0.43	0.005	0.33	-0.99	-0.42	0.08	4321.0	5.5	1.0
theta[1,235]	0.42	0.004	0.25	0.0053	0.43	0.81	3751.0	4.8	1.0
theta[1,236]	-1.3	0.0074	0.48	-2.2	-1.3	-0.6	4225.0	5.4	1.0
theta[1,237]	-0.2	0.0051	0.3	-0.72	-0.19	0.26	3391.0	4.3	1.0
theta[1,238]	-0.89	0.0055	0.39	-1.6	-0.86	-0.3	4937.0	6.3	1.0
theta[1,239]	0.67	0.0042	0.23	0.27	0.67	1.1	3103.0	4.0	1.0
theta[1,240]	0.7	0.0045	0.25	0.28	0.71	1.1	3051.0	3.9	1.0
theta[1,241]	0.41	0.0043	0.25	0.0063	0.42	0.81	3212.0	4.1	1.0
theta[1,242]	-0.41	0.0048	0.32	-0.96	-0.39	0.085	4367.0	5.6	1.0
theta[1,243]	0.071	0.0042	0.27	-0.37	0.079	0.5	4045.0	5.2	1.0
theta[1,244]	0.94	0.0039	0.23	0.56	0.94	1.3	3499.0	4.5	1.0
theta[1,245]	-0.14	0.0047	0.29	-0.63	-0.14	0.3	3757.0	4.8	1.0
theta[1,246]	0.44	0.0038	0.24	0.028	0.45	0.84	4081.0	5.2	1.0
theta[1,247]	-0.35	0.0051	0.32	-0.89	-0.33	0.16	3944.0	5.0	1.0
theta[1,248]	1.3	0.004	0.23	0.92	1.3	1.7	3398.0	4.3	1.0
theta[1,249]	0.88	0.0039	0.23	0.51	0.88	1.3	3459.0	4.4	1.0
theta[1,250]	-0.5	0.0048	0.33	-1.1	-0.49	0.003	4869.0	6.2	1.0
theta[1,251]	-0.23	0.0047	0.3	-0.74	-0.22	0.24	4100.0	5.2	1.0
theta[1,252]	0.21	0.0038	0.26	-0.23	0.22	0.62	4583.0	5.8	1.0
theta[1,253]	0.77	0.004	0.24	0.38	0.77	1.1	3412.0	4.3	1.0
theta[1,254]	-0.08	0.0047	0.28	-0.56	-0.074	0.37	3458.0	4.4	1.0
theta[1,255]	0.11	0.0041	0.27	-0.35	0.12	0.53	4209.0	5.4	1.0
theta[1,256]	0.35	0.0046	0.25	-0.076	0.35	0.76	3036.0	3.9	1.0
theta[1,257]	-0.75	0.0057	0.37	-1.4	-0.73	-0.18	4228.0	5.4	1.0
theta[1,258]	0.33	0.004	0.25	-0.092	0.34	0.74	3883.0	4.9	1.0
theta[1,259]	0.61	0.0038	0.23	0.21	0.61	0.98	3728.0	4.7	1.0
theta[1,260]	-1.8	0.0086	0.56	-2.8	-1.8	-0.93	4213.0	5.4	1.0
theta[1,261]	0.67	0.0042	0.23	0.28	0.67	1.0	3153.0	4.0	1.0
theta[1,262]	0.55	0.0042	0.24	0.16	0.55	0.94	3305.0	4.2	1.0
theta[1,263]	0.18	0.0043	0.26	-0.27	0.19	0.59	3666.0	4.7	1.0
theta[1,264]	-0.055	0.0044	0.28	-0.52	-0.046	0.38	3910.0	5.0	1.0
theta[1,265]	-0.8	0.0069	0.38	-1.5	-0.79	-0.22	3019.0	3.8	1.0
theta[1,266]	-0.69	0.0061	0.38	-1.3	-0.66	-0.11	3840.0	4.9	1.0
theta[1,267]	-0.24	0.0044	0.3	-0.76	-0.23	0.22	4615.0	5.9	1.0
theta[1,268]	0.55	0.0041	0.24	0.16	0.55	0.93	3322.0	4.2	1.0
theta[1,269]	-1.5	0.0079	0.51	-2.4	-1.5	-0.77	4097.0	5.2	1.0
theta[1,270]	0.94	0.0039	0.24	0.55	0.93	1.3	3703.0	4.7	1.0
theta[1,271]	0.81	0.0039	0.23	0.42	0.81	1.2	3634.0	4.6	1.0
theta[1,272]	-0.62	0.0059	0.35	-1.2	-0.6	-0.086	3529.0	4.5	1.0
theta[1,273]	-0.86	0.0059	0.39	-1.5	-0.83	-0.24	4326.0	5.5	1.0
theta[1,274]	0.24	0.0043	0.26	-0.19	0.25	0.66	3591.0	4.6	1.0
theta[1,275]	0.9	0.004	0.23	0.52	0.9	1.3	3352.0	4.3	1.0
theta[1,276]	1.4	0.0041	0.23	0.99	1.4	1.8	3243.0	4.1	1.0
theta[1,277]	-0.9	0.0062	0.41	-1.6	-0.88	-0.28	4326.0	5.5	1.0
theta[1,278]	0.62	0.0042	0.24	0.22	0.63	1.0	3156.0	4.0	1.0
theta[1,279]	-2.1	0.0091	0.6	-3.1	-2.0	-1.1	4361.0	5.6	1.0
theta[1,280]	1.3	0.0049	0.23	0.94	1.3	1.7	2158.0	2.7	1.0
theta[1,281]	1.5	0.0043	0.23	1.1	1.5	1.9	2977.0	3.8	1.0
theta[1,282]	-1.4	0.0071	0.48	-2.2	-1.3	-0.63	4636.0	5.9	1.0
theta[1,283]	-0.1	0.0048	0.28	-0.57	-0.094	0.36	3518.0	4.5	1.0
theta[1,284]	-0.48	0.0051	0.32	-1.0	-0.47	0.024	3866.0	4.9	1.0
theta[1,285]	-0.44	0.005	0.32	-0.99	-0.42	0.076	4222.0	5.4	1.0
theta[1,286]	1.1	0.0039	0.23	0.68	1.1	1.4	3434.0	4.4	1.0
theta[1,287]	1.3	0.0042	0.23	0.91	1.3	1.7	2891.0	3.7	1.0
theta[1,288]	1.9	0.0042	0.24	1.5	1.9	2.3	3287.0	4.2	1.0
theta[1,289]	0.53	0.0037	0.24	0.12	0.53	0.92	4169.0	5.3	1.0
theta[1,290]	1.9	0.0047	0.24	1.5	1.9	2.3	2612.0	3.3	1.0
