	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
theta[91,1]	1.4	0.0041	0.28	0.99	1.4	1.9	4737.0	18.0	1.0
theta[92,1]	0.65	0.004	0.25	0.24	0.65	1.0	3869.0	15.0	1.0
theta[93,1]	1.8	0.0043	0.29	1.4	1.8	2.3	4536.0	17.0	1.0
theta[94,1]	0.16	0.0038	0.26	-0.27	0.16	0.58	4644.0	18.0	1.0
theta[95,1]	-1.1	0.0062	0.41	-1.8	-1.0	-0.42	4544.0	17.0	1.0
theta[96,1]	-1.5	0.0078	0.5	-2.4	-1.5	-0.75	4077.0	15.0	1.0
theta[97,1]	0.57	0.0035	0.25	0.15	0.57	0.98	5294.0	20.0	1.0
theta[98,1]	-0.8	0.0056	0.37	-1.4	-0.78	-0.22	4425.0	17.0	1.0
theta[99,1]	-0.041	0.0038	0.27	-0.49	-0.035	0.39	5214.0	20.0	1.0
theta[100,1]	-1.0	0.0058	0.39	-1.7	-1.0	-0.42	4587.0	17.0	1.0
theta[101,1]	-0.79	0.0056	0.37	-1.4	-0.78	-0.2	4404.0	17.0	1.0
theta[102,1]	0.16	0.0038	0.26	-0.29	0.16	0.59	4833.0	18.0	1.0
theta[103,1]	0.54	0.0033	0.25	0.13	0.54	0.94	5681.0	22.0	1.0
theta[104,1]	1.3	0.0037	0.27	0.89	1.3	1.8	5179.0	20.0	1.0
theta[105,1]	0.26	0.0037	0.26	-0.17	0.26	0.68	4852.0	18.0	1.0
theta[106,1]	-0.094	0.0039	0.28	-0.57	-0.095	0.37	5304.0	20.0	1.0
theta[107,1]	0.21	0.0038	0.26	-0.21	0.21	0.64	4602.0	17.0	1.0
theta[108,1]	-0.84	0.0052	0.38	-1.5	-0.82	-0.24	5422.0	21.0	1.0
theta[109,1]	0.084	0.0036	0.26	-0.35	0.094	0.5	5174.0	20.0	1.0
theta[110,1]	-1.3	0.0061	0.44	-2.0	-1.2	-0.58	5273.0	20.0	1.0
theta[111,1]	-1.1	0.0066	0.42	-1.9	-1.1	-0.47	4152.0	16.0	1.0
theta[112,1]	-0.63	0.0047	0.35	-1.2	-0.62	-0.082	5461.0	21.0	1.0
theta[113,1]	-0.11	0.004	0.27	-0.56	-0.1	0.33	4699.0	18.0	1.0
theta[114,1]	-0.4	0.0046	0.31	-0.93	-0.38	0.087	4582.0	17.0	1.0
theta[115,1]	-0.76	0.0056	0.36	-1.4	-0.74	-0.19	4047.0	15.0	1.0
theta[116,1]	0.19	0.0039	0.26	-0.23	0.2	0.6	4229.0	16.0	1.0
theta[117,1]	-1.2	0.007	0.43	-2.0	-1.2	-0.54	3815.0	14.0	1.0
theta[118,1]	-0.31	0.0041	0.3	-0.83	-0.3	0.15	5331.0	20.0	1.0
theta[119,1]	0.071	0.0037	0.26	-0.37	0.077	0.5	5019.0	19.0	1.0
theta[120,1]	-1.1	0.0073	0.42	-1.8	-1.1	-0.45	3342.0	13.0	1.0
theta[121,1]	-0.49	0.0048	0.33	-1.0	-0.48	0.025	4673.0	18.0	1.0
theta[122,1]	-1.1	0.0057	0.39	-1.8	-1.1	-0.46	4713.0	18.0	1.0
theta[123,1]	0.3	0.0036	0.25	-0.12	0.3	0.7	4909.0	19.0	1.0
theta[124,1]	0.5	0.0035	0.25	0.089	0.49	0.91	5102.0	19.0	1.0
theta[125,1]	0.93	0.0036	0.25	0.53	0.93	1.4	4779.0	18.0	1.0
theta[126,1]	-0.3	0.0044	0.3	-0.8	-0.29	0.17	4549.0	17.0	1.0
theta[127,1]	-1.7	0.0079	0.54	-2.6	-1.7	-0.87	4648.0	18.0	1.0
theta[128,1]	0.021	0.0039	0.27	-0.43	0.029	0.45	4682.0	18.0	1.0
theta[129,1]	-0.0024	0.0039	0.27	-0.46	-0.00079	0.44	4831.0	18.0	1.0
theta[130,1]	-1.2	0.0068	0.44	-2.0	-1.2	-0.55	4208.0	16.0	1.0
theta[131,1]	1.8	0.0039	0.29	1.3	1.7	2.2	5294.0	20.0	1.0
theta[132,1]	-0.16	0.0042	0.28	-0.62	-0.15	0.28	4294.0	16.0	1.0
theta[133,1]	1.3	0.0037	0.27	0.86	1.3	1.7	5246.0	20.0	1.0
theta[134,1]	-1.4	0.0072	0.48	-2.3	-1.4	-0.68	4464.0	17.0	1.0
theta[135,1]	-0.7	0.0049	0.35	-1.3	-0.68	-0.14	5123.0	19.0	1.0
theta[136,1]	-1.7	0.0083	0.53	-2.6	-1.7	-0.9	4118.0	16.0	1.0
theta[137,1]	-0.77	0.0049	0.36	-1.4	-0.75	-0.21	5277.0	20.0	1.0
theta[138,1]	-0.37	0.0044	0.3	-0.89	-0.36	0.11	4773.0	18.0	1.0
theta[139,1]	0.28	0.0036	0.26	-0.14	0.28	0.7	4997.0	19.0	1.0
theta[140,1]	-1.0	0.006	0.4	-1.7	-0.99	-0.4	4453.0	17.0	1.0
theta[141,1]	-1.7	0.0084	0.54	-2.6	-1.6	-0.84	4192.0	16.0	1.0
theta[142,1]	0.97	0.0034	0.25	0.56	0.97	1.4	5575.0	21.0	1.0
theta[143,1]	0.45	0.0035	0.24	0.053	0.45	0.85	4817.0	18.0	1.0
theta[144,1]	-0.11	0.0039	0.28	-0.6	-0.1	0.33	5200.0	20.0	1.0
theta[145,1]	-2.0	0.0097	0.6	-3.1	-2.0	-1.1	3883.0	15.0	1.0
theta[146,1]	0.64	0.0036	0.25	0.23	0.64	1.1	4880.0	19.0	1.0
theta[147,1]	-0.41	0.0045	0.31	-0.93	-0.4	0.074	4713.0	18.0	1.0
theta[148,1]	0.025	0.0038	0.27	-0.42	0.031	0.45	5087.0	19.0	1.0
theta[149,1]	0.99	0.0037	0.25	0.58	0.98	1.4	4596.0	17.0	1.0
theta[150,1]	-1.8	0.0085	0.56	-2.7	-1.7	-0.94	4314.0	16.0	1.0
theta[151,1]	-0.72	0.0053	0.36	-1.4	-0.7	-0.16	4566.0	17.0	1.0
theta[152,1]	-1.1	0.0061	0.41	-1.8	-1.1	-0.45	4451.0	17.0	1.0
theta[153,1]	-0.57	0.0049	0.34	-1.2	-0.55	-0.032	4793.0	18.0	1.0
theta[154,1]	-1.8	0.0082	0.54	-2.7	-1.7	-0.93	4453.0	17.0	1.0
theta[155,1]	-1.7	0.0081	0.53	-2.6	-1.7	-0.89	4233.0	16.0	1.0
theta[156,1]	-0.91	0.0059	0.4	-1.6	-0.89	-0.27	4663.0	18.0	1.0
theta[157,1]	0.48	0.0037	0.25	0.065	0.47	0.89	4448.0	17.0	1.0
theta[158,1]	0.058	0.0039	0.27	-0.4	0.064	0.49	4731.0	18.0	1.0
theta[159,1]	0.16	0.0041	0.26	-0.27	0.16	0.58	3978.0	15.0	1.0
theta[160,1]	0.062	0.0037	0.27	-0.38	0.074	0.48	5283.0	20.0	1.0
theta[161,1]	1.1	0.0037	0.26	0.65	1.1	1.5	4902.0	19.0	1.0
theta[162,1]	-0.42	0.0044	0.3	-0.94	-0.41	0.068	4736.0	18.0	1.0
theta[163,1]	0.75	0.0035	0.25	0.34	0.74	1.2	5318.0	20.0	1.0
theta[164,1]	0.5	0.0034	0.24	0.1	0.5	0.89	4901.0	19.0	1.0
theta[165,1]	-2.0	0.0086	0.59	-3.1	-2.0	-1.1	4760.0	18.0	1.0
theta[166,1]	0.58	0.0036	0.26	0.14	0.58	1.0	5314.0	20.0	1.0
theta[167,1]	0.15	0.0035	0.25	-0.27	0.15	0.55	5361.0	20.0	1.0
theta[168,1]	-1.6	0.0073	0.49	-2.4	-1.5	-0.8	4536.0	17.0	1.0
theta[169,1]	-1.1	0.0064	0.42	-1.8	-1.0	-0.44	4182.0	16.0	1.0
theta[170,1]	-2.0	0.0094	0.61	-3.1	-2.0	-1.1	4116.0	16.0	1.0
theta[171,1]	-1.8	0.0082	0.55	-2.8	-1.8	-0.97	4508.0	17.0	1.0
theta[172,1]	-0.14	0.0043	0.28	-0.61	-0.13	0.32	4276.0	16.0	1.0
theta[173,1]	0.62	0.0038	0.25	0.2	0.62	1.0	4293.0	16.0	1.0
theta[174,1]	1.2	0.0038	0.27	0.74	1.2	1.6	4993.0	19.0	1.0
theta[175,1]	0.24	0.0037	0.26	-0.19	0.24	0.65	4890.0	19.0	1.0
theta[176,1]	-0.49	0.0047	0.32	-1.0	-0.48	0.0041	4566.0	17.0	1.0
theta[177,1]	1.1	0.0038	0.26	0.72	1.1	1.6	4612.0	18.0	1.0
theta[178,1]	0.22	0.0037	0.25	-0.21	0.23	0.63	4640.0	18.0	1.0
theta[179,1]	0.78	0.0035	0.25	0.39	0.78	1.2	4821.0	18.0	1.0
theta[180,1]	-0.4	0.0043	0.3	-0.92	-0.39	0.075	4810.0	18.0	1.0
theta[181,1]	-0.032	0.0037	0.28	-0.49	-0.025	0.41	5571.0	21.0	1.0
theta[182,1]	-0.7	0.0052	0.36	-1.3	-0.68	-0.12	4910.0	19.0	1.0
theta[183,1]	1.5	0.004	0.28	1.0	1.5	2.0	4953.0	19.0	1.0
theta[184,1]	-0.32	0.0042	0.3	-0.81	-0.3	0.16	5059.0	19.0	1.0
theta[185,1]	0.85	0.004	0.26	0.42	0.84	1.3	4056.0	15.0	1.0
theta[186,1]	-0.014	0.0044	0.27	-0.47	-0.0013	0.42	3835.0	15.0	1.0
theta[187,1]	0.71	0.0035	0.25	0.3	0.72	1.1	5178.0	20.0	1.0
theta[188,1]	-1.8	0.0088	0.55	-2.7	-1.7	-0.91	3824.0	15.0	1.0
theta[189,1]	-1.3	0.0072	0.45	-2.0	-1.2	-0.56	3972.0	15.0	1.0
theta[190,1]	0.22	0.0036	0.26	-0.22	0.23	0.64	5304.0	20.0	1.0
theta[191,1]	-0.42	0.0045	0.31	-0.95	-0.41	0.075	4678.0	18.0	1.0
theta[192,1]	-0.35	0.0047	0.3	-0.87	-0.34	0.11	4081.0	15.0	1.0
theta[193,1]	-1.2	0.0062	0.42	-1.9	-1.1	-0.51	4486.0	17.0	1.0
theta[194,1]	-0.099	0.0041	0.28	-0.58	-0.093	0.34	4647.0	18.0	1.0
theta[195,1]	-0.075	0.0039	0.28	-0.55	-0.066	0.36	4946.0	19.0	1.0
theta[196,1]	-2.0	0.0086	0.59	-3.1	-2.0	-1.1	4712.0	18.0	1.0
theta[197,1]	-0.29	0.0039	0.28	-0.77	-0.28	0.16	5377.0	20.0	1.0
theta[198,1]	0.47	0.0035	0.26	0.052	0.47	0.9	5451.0	21.0	1.0
theta[199,1]	-0.89	0.0058	0.38	-1.6	-0.85	-0.32	4407.0	17.0	1.0
theta[200,1]	0.0036	0.0037	0.27	-0.46	0.0097	0.43	5575.0	21.0	1.0
theta[201,1]	-1.8	0.0085	0.56	-2.8	-1.8	-0.99	4279.0	16.0	1.0
theta[202,1]	0.37	0.0036	0.25	-0.06	0.37	0.78	5061.0	19.0	1.0
theta[203,1]	0.39	0.0035	0.26	-0.023	0.39	0.81	5567.0	21.0	1.0
theta[204,1]	1.1	0.0038	0.26	0.64	1.1	1.5	4626.0	18.0	1.0
theta[205,1]	-0.87	0.0058	0.38	-1.5	-0.85	-0.29	4378.0	17.0	1.0
theta[206,1]	0.73	0.0039	0.25	0.32	0.73	1.2	4273.0	16.0	1.0
theta[207,1]	0.22	0.0037	0.25	-0.21	0.22	0.63	4707.0	18.0	1.0
theta[208,1]	0.092	0.0039	0.26	-0.36	0.095	0.5	4423.0	17.0	1.0
theta[209,1]	-1.5	0.0073	0.49	-2.3	-1.5	-0.73	4620.0	18.0	1.0
theta[210,1]	-0.29	0.0043	0.3	-0.79	-0.28	0.17	4805.0	18.0	1.0
theta[211,1]	-1.4	0.0074	0.49	-2.3	-1.4	-0.7	4368.0	17.0	1.0
theta[212,1]	0.77	0.0035	0.25	0.36	0.76	1.2	5104.0	19.0	1.0
theta[213,1]	-0.054	0.0041	0.28	-0.53	-0.048	0.39	4532.0	17.0	1.0
theta[214,1]	0.74	0.004	0.25	0.32	0.74	1.1	3995.0	15.0	1.0
theta[215,1]	-0.33	0.0042	0.3	-0.84	-0.31	0.14	5240.0	20.0	1.0
theta[216,1]	0.17	0.0042	0.26	-0.27	0.17	0.59	3899.0	15.0	1.0
theta[217,1]	0.9	0.0038	0.26	0.48	0.9	1.3	4637.0	18.0	1.0
theta[218,1]	0.3	0.0037	0.25	-0.11	0.3	0.71	4736.0	18.0	1.0
theta[219,1]	0.069	0.0037	0.27	-0.38	0.078	0.5	5243.0	20.0	1.0
theta[220,1]	-0.34	0.0043	0.3	-0.87	-0.32	0.13	4828.0	18.0	1.0
theta[221,1]	0.6	0.0033	0.24	0.2	0.6	1.0	5479.0	21.0	1.0
theta[222,1]	-1.6	0.0084	0.53	-2.5	-1.6	-0.79	3902.0	15.0	1.0
theta[223,1]	-0.45	0.0048	0.32	-1.0	-0.43	0.049	4387.0	17.0	1.0
theta[224,1]	0.097	0.0037	0.26	-0.35	0.099	0.52	5190.0	20.0	1.0
theta[225,1]	-1.1	0.0062	0.43	-1.9	-1.1	-0.45	4778.0	18.0	1.0
theta[226,1]	-0.053	0.004	0.27	-0.51	-0.048	0.39	4633.0	18.0	1.0
theta[227,1]	0.022	0.0037	0.26	-0.43	0.028	0.45	5027.0	19.0	1.0
theta[228,1]	-0.66	0.0057	0.35	-1.3	-0.65	-0.11	3828.0	15.0	1.0
theta[229,1]	0.41	0.0035	0.25	-0.0027	0.41	0.81	5051.0	19.0	1.0
theta[230,1]	-0.35	0.0045	0.31	-0.87	-0.34	0.13	4679.0	18.0	1.0
theta[231,1]	-0.96	0.0058	0.39	-1.6	-0.94	-0.36	4601.0	17.0	1.0
theta[232,1]	-0.56	0.0047	0.32	-1.1	-0.54	-0.063	4508.0	17.0	1.0
theta[233,1]	0.59	0.0035	0.25	0.18	0.59	1.0	5073.0	19.0	1.0
theta[234,1]	-0.63	0.0052	0.34	-1.2	-0.61	-0.1	4213.0	16.0	1.0
theta[235,1]	0.22	0.0037	0.25	-0.2	0.23	0.64	4696.0	18.0	1.0
theta[236,1]	-1.4	0.0069	0.46	-2.1	-1.3	-0.66	4406.0	17.0	1.0
theta[237,1]	-0.3	0.0041	0.29	-0.81	-0.3	0.16	5025.0	19.0	1.0
theta[238,1]	-0.97	0.0072	0.42	-1.7	-0.95	-0.34	3365.0	13.0	1.0
theta[239,1]	0.57	0.0033	0.24	0.17	0.58	0.97	5518.0	21.0	1.0
theta[240,1]	0.51	0.0038	0.25	0.11	0.52	0.92	4432.0	17.0	1.0
theta[241,1]	0.29	0.0034	0.26	-0.13	0.29	0.71	5698.0	22.0	1.0
theta[242,1]	-0.51	0.0052	0.33	-1.1	-0.49	0.0004	4001.0	15.0	1.0
theta[243,1]	0.027	0.0039	0.27	-0.43	0.037	0.45	4731.0	18.0	1.0
theta[244,1]	0.86	0.0035	0.24	0.46	0.86	1.3	4890.0	19.0	1.0
theta[245,1]	-0.25	0.0041	0.29	-0.75	-0.24	0.21	5034.0	19.0	1.0
theta[246,1]	0.25	0.0038	0.26	-0.2	0.25	0.66	4763.0	18.0	1.0
theta[247,1]	-0.42	0.0045	0.31	-0.95	-0.41	0.071	4774.0	18.0	1.0
theta[248,1]	1.2	0.0041	0.26	0.8	1.2	1.6	4069.0	15.0	1.0
theta[249,1]	0.78	0.0037	0.26	0.36	0.77	1.2	4931.0	19.0	1.0
theta[250,1]	-0.58	0.0049	0.33	-1.2	-0.57	-0.066	4445.0	17.0	1.0
theta[251,1]	-0.29	0.0042	0.3	-0.8	-0.28	0.19	5124.0	19.0	1.0
theta[252,1]	0.051	0.0037	0.27	-0.39	0.053	0.48	5203.0	20.0	1.0
theta[253,1]	0.63	0.0034	0.25	0.23	0.63	1.0	5164.0	20.0	1.0
theta[254,1]	-0.24	0.004	0.28	-0.72	-0.23	0.22	5039.0	19.0	1.0
theta[255,1]	0.0067	0.004	0.27	-0.45	0.016	0.44	4727.0	18.0	1.0
theta[256,1]	0.26	0.0036	0.25	-0.15	0.26	0.67	4699.0	18.0	1.0
theta[257,1]	-0.79	0.0053	0.37	-1.4	-0.78	-0.22	4692.0	18.0	1.0
theta[258,1]	0.012	0.004	0.27	-0.45	0.02	0.46	4571.0	17.0	1.0
theta[259,1]	0.45	0.0034	0.25	0.033	0.45	0.85	5290.0	20.0	1.0
theta[260,1]	-1.9	0.0092	0.58	-2.9	-1.8	-0.99	3954.0	15.0	1.0
theta[261,1]	0.56	0.0035	0.24	0.17	0.55	0.96	4650.0	18.0	1.0
theta[262,1]	0.51	0.0034	0.26	0.088	0.51	0.94	5538.0	21.0	1.0
theta[263,1]	0.13	0.0036	0.26	-0.29	0.14	0.55	5479.0	21.0	1.0
theta[264,1]	-0.12	0.0041	0.29	-0.61	-0.11	0.35	4827.0	18.0	1.0
theta[265,1]	-0.86	0.006	0.38	-1.5	-0.84	-0.29	3999.0	15.0	1.0
theta[266,1]	-0.91	0.0063	0.39	-1.6	-0.88	-0.31	3871.0	15.0	1.0
theta[267,1]	-0.31	0.0043	0.3	-0.82	-0.3	0.18	4908.0	19.0	1.0
theta[268,1]	0.47	0.0036	0.25	0.065	0.47	0.88	4716.0	18.0	1.0
theta[269,1]	-1.8	0.0086	0.56	-2.7	-1.7	-0.91	4163.0	16.0	1.0
theta[270,1]	0.89	0.0036	0.25	0.47	0.89	1.3	4956.0	19.0	1.0
theta[271,1]	0.79	0.0036	0.26	0.38	0.79	1.2	4925.0	19.0	1.0
theta[272,1]	-0.75	0.0052	0.36	-1.4	-0.73	-0.19	4876.0	19.0	1.0
theta[273,1]	-0.93	0.006	0.4	-1.6	-0.91	-0.32	4362.0	17.0	1.0
theta[274,1]	0.12	0.0039	0.26	-0.32	0.12	0.54	4505.0	17.0	1.0
theta[275,1]	0.78	0.0036	0.25	0.37	0.77	1.2	4861.0	18.0	1.0
theta[276,1]	1.2	0.0038	0.27	0.79	1.2	1.7	4893.0	19.0	1.0
theta[277,1]	-0.93	0.006	0.39	-1.6	-0.9	-0.32	4297.0	16.0	1.0
theta[278,1]	0.51	0.0037	0.25	0.11	0.51	0.92	4539.0	17.0	1.0
theta[279,1]	-2.1	0.0094	0.58	-3.1	-2.0	-1.1	3858.0	15.0	1.0
theta[280,1]	1.2	0.0037	0.26	0.81	1.2	1.7	4996.0	19.0	1.0
theta[281,1]	1.4	0.0042	0.28	0.92	1.4	1.8	4395.0	17.0	1.0
theta[282,1]	-1.4	0.007	0.47	-2.2	-1.4	-0.69	4451.0	17.0	1.0
theta[283,1]	-0.33	0.0043	0.3	-0.86	-0.32	0.16	5003.0	19.0	1.0
theta[284,1]	-0.52	0.0046	0.33	-1.1	-0.51	-0.0097	5093.0	19.0	1.0
theta[285,1]	-0.49	0.005	0.32	-1.0	-0.47	0.0087	4202.0	16.0	1.0
theta[286,1]	0.83	0.0037	0.25	0.42	0.83	1.2	4540.0	17.0	1.0
theta[287,1]	0.93	0.0038	0.27	0.49	0.93	1.4	5212.0	20.0	1.0
theta[288,1]	2.0	0.0048	0.31	1.5	2.0	2.5	3993.0	15.0	1.0
