k1,k2,stat,lb,ub,pval
30,14,-0.005169,-0.013926,0.013702,0.23675
30,15,-0.004114,-0.007433,0.008475,0.154
30,16,-0.007159,-0.009178,0.01025,0.06275
30,17,-0.007732,-0.008513,0.008526,0.02875
30,18,-0.000346,-0.006692,0.006324,0.5285
30,19,2e-05,-0.005358,0.005272,0.55
30,20,-0.002543,-0.008906,0.008703,0.33375
30,21,-0.004198,-0.005583,0.007052,0.08075
30,22,5.5e-05,-0.004276,0.005888,0.49675
30,23,0.001799,-0.0076,0.007165,0.71425
30,24,0.001443,-0.004109,0.004538,0.743
30,25,-0.000238,-0.001033,0.013521,0.05
30,26,-0.007227,-0.001042,0.010423,0.0005
30,27,-0.006462,-0.00259,0.017054,0.0045
30,28,0.002087,-0.003707,0.016449,0.17925
30,29,0.009893,0.001864,0.022678,0.3355
31,0,-0.00315,-0.010428,0.013918,0.18825
31,1,-0.015163,-0.009036,0.012973,0.001
31,2,-0.004568,-0.008478,0.014261,0.1155
31,3,-0.002095,-0.010223,0.012864,0.29275
31,4,0.001652,-0.006159,0.007367,0.67175
31,5,-0.007626,-0.009945,0.0138,0.04925
31,6,-0.001499,-0.009612,0.012791,0.277
31,7,-0.001543,-0.005424,0.005254,0.2765
31,8,-0.004645,-0.011174,0.013279,0.1995
31,9,0.000706,-0.010917,0.013144,0.47525
31,10,-0.002962,-0.012482,0.014539,0.264
31,11,-0.000989,-0.007805,0.009201,0.34575
31,12,-0.000976,-0.007205,0.007522,0.33725
31,13,-0.002008,-0.00533,0.006223,0.21325
31,14,0.001738,-0.016336,0.019227,0.5345
31,15,0.003755,-0.009613,0.011394,0.74425
31,16,-0.000854,-0.011768,0.012412,0.43175
31,17,-0.001911,-0.010595,0.010897,0.3655
31,18,-0.004435,-0.007617,0.00902,0.115
31,19,0.002383,-0.006385,0.007481,0.72575
31,20,-0.012029,-0.009263,0.013435,0.0085
31,21,-0.005233,-0.007373,0.009234,0.08125
31,22,0.00256,-0.006497,0.00631,0.80725
31,23,0.003235,-0.007988,0.010656,0.685
31,24,0.000165,-0.005423,0.005564,0.5095
31,25,-0.009582,0.00077,0.02178,0.0
31,26,-0.003729,8.3e-05,0.016839,0.00225
31,27,-0.002423,-0.001419,0.025212,0.019
31,28,-0.00462,-0.00251,0.023803,0.00875
