sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
100,10,19,31,29,33,28,30,40,29,37,18,24,26,28,26,18,22,22,10,15,10,9,14,7,14,8,6,2,5,3,1,1,0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,15,17,25,27,36,37,29,28,34,29,30,28,29,22,25,18,16,23,18,13,13,12,7,7,13,5,5,2,7,1,1,0,2,2,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
102,10,25,31,27,28,27,30,28,31,26,23,25,33,24,27,19,15,27,18,22,8,17,11,10,7,8,5,2,4,3,4,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
103,16,27,22,33,30,23,36,39,31,26,27,37,24,23,22,19,17,12,14,10,11,12,15,13,3,6,8,7,6,5,1,1,2,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,11,24,35,24,33,32,32,35,26,25,25,37,22,18,25,24,21,15,14,15,15,9,14,8,8,7,7,5,1,2,3,0,3,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
105,4,23,30,30,38,34,27,33,37,26,27,22,26,39,31,20,15,14,13,8,11,11,14,10,5,3,6,6,4,2,2,2,3,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,12,25,25,29,32,36,30,38,27,39,25,20,32,23,15,14,16,21,22,14,12,15,4,9,15,3,4,5,5,4,2,1,2,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,13,23,23,25,26,28,39,30,37,29,31,23,32,27,28,14,14,18,12,14,9,14,10,12,9,6,4,10,6,3,3,3,2,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
108,9,29,26,31,34,29,25,29,30,29,25,35,30,25,20,22,22,15,17,14,12,10,10,7,6,5,8,9,2,5,0,0,5,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
109,13,21,26,25,27,33,34,33,32,30,32,23,27,24,25,26,26,20,8,17,8,12,9,8,6,8,4,5,1,3,4,5,2,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
110,7,23,20,42,32,40,36,25,27,29,27,31,25,27,16,17,14,16,11,16,16,17,6,9,7,14,9,2,5,2,3,4,2,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111,15,23,27,33,28,42,24,30,32,31,21,33,25,17,21,27,16,14,15,13,18,10,11,11,10,7,2,3,1,5,2,3,1,2,4,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
112,12,20,24,35,30,33,33,31,30,36,26,30,17,26,23,19,24,14,13,15,12,17,12,9,4,11,4,1,5,4,3,2,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,9,17,33,38,32,41,22,28,30,35,18,21,26,33,31,17,15,18,12,12,14,7,11,7,9,11,11,4,2,4,4,3,0,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,11,18,30,30,30,37,34,31,37,28,24,37,28,20,12,22,20,15,21,15,8,7,9,12,5,6,7,9,4,5,0,4,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,15,19,26,24,33,35,37,27,34,37,26,20,22,32,25,22,11,18,23,11,8,6,13,12,8,4,10,3,2,5,2,2,3,3,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
116,19,24,24,35,28,40,24,37,31,34,26,24,23,25,24,19,19,15,13,12,12,9,12,5,14,5,6,4,2,4,1,3,2,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
117,7,19,27,35,39,33,25,26,35,31,22,23,28,25,29,20,19,15,22,13,15,10,12,4,9,10,4,5,2,5,5,1,1,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
118,19,26,31,22,29,31,32,27,30,26,35,23,30,28,21,20,22,11,14,16,12,13,8,11,4,9,5,6,5,0,2,2,2,3,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
